,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
393,36.37,19.079,174.8,5.74981,2.164321889174824,3.0,0.0,3.0,1.0,1.0
477,17.95,21.572,38.0,5.62827,2.164321889174824,3.0,0.0,3.0,1.0,1.0
478,23.05,26.026,117.5,5.85761,2.164321889174824,3.0,2.842170943040401e-14,3.0,1.0,1.0
525,42.77,10.392,30.0,5.6827,5.648098223288366,12.0,12.399077628030403,2.0,1.0,1.0
604,39.84,18.148,7.3,5.53774,4.332286260158893,6.0,3.2891386667428915,2.0,1.0,1.0
623,24.74,19.425,72.0,5.61531,11.339999733679269,12.0,-1.0,0.0,1.0,0.9
624,32.96,7.024,124.7,5.35653,11.339999733679269,12.0,8.39580648344255,2.0,1.0,0.9
692,19.2,17.926,146.8,4.30117,4.934294529085092,6.0,-1.0,0.0,1.0,0.9
693,51.94,11.015,57.0,5.45444,4.934294529085092,6.0,2.8744400253954234,2.0,1.0,0.9
1193,39.13,8.083,150.0,5.91217,11.822705736823831,7.0,6.442949040146175,2.0,1.0,0.5
1194,39.13,7.211,46.1,5.69652,4.940683865619244,7.0,-1.0,0.0,1.0,1.0
1247,55.85,19.425,132.0,5.87315,18.3829083161412,14.0,0.0,3.0,1.0,0.8
1248,48.3,12.166,94.7,5.75582,4.940683865619244,7.0,9.030355658510585,2.0,1.0,1.0
1249,46.6,17.321,150.0,4.94531,8.933150017768735,7.0,0.0,2.0,1.0,0.6
1252,46.11,11.015,3.0,5.89314,4.940683865619244,7.0,-1.0,0.0,1.0,1.0
1258,50.34,17.474,73.4,4.26582,18.3829083161412,14.0,0.0,3.0,1.0,0.8
1279,31.4,16.773,146.6,3.67622,5.893973876765169,7.0,-1.0,0.0,1.0,0.7
1282,53.17,7.211,13.9,5.49602,10.83071565039721,14.0,0.0,3.0,1.0,1.0
1289,8.08,14.048,175.3,4.94757,8.933150017768735,7.0,0.0,2.0,1.0,0.7
1329,60.15,8.083,150.0,5.17268,8.92652602861424,5.0,-1.0,0.0,1.0,1.0
1371,49.27,10.066,66.6,4.90624,6.199328794293773,1.0,-1.0,0.0,1.0,1.0
1381,53.17,8.718,23.4,5.89993,11.296196446576745,14.0,2.842170943040401e-14,3.0,1.0,1.0
1417,55.41,21.166,79.1,4.60688,18.512434989486433,14.0,0.0,3.0,1.0,0.8
1418,47.01,15.875,160.9,5.87035,18.512434989486433,14.0,0.0,3.0,1.0,0.8
1420,49.27,16.773,33.4,3.9436,4.840657182640262,1.0,-1.0,0.0,1.0,1.0
1611,37.14,6.928,150.0,5.34527,2.164321889174846,13.0,0.0,2.0,1.0,1.0
1699,28.01,13.317,94.3,5.46652,2.164321889174846,13.0,0.0,2.0,1.0,1.0
2153,33.67,50.292,42.6,5.91942,8.933150017768748,2.0,0.0,2.0,1.0,1.0
2205,51.56,33.045,123.0,5.84699,8.933150017768748,2.0,0.0,2.0,1.0,1.0
2357,51.97,21.071,175.3,5.71991,5.813999999999965,2.0,-1.0,0.0,1.0,1.0
2561,44.3,17.474,166.6,3.62357,4.108240199880409,0.0,5.469275521082763,1.0,1.0,1.0
2634,56.23,17.01,100.2,3.92229,7.370951087853316,0.0,2.4437895646974086,1.0,1.0,0.9
2640,50.68,30.746,35.6,5.8836,6.127636105380314,0.0,3.7762462265520145,1.0,1.0,0.9
2949,50.89,24.331,34.7,5.41506,14.741902175706832,8.0,5.684341886080802e-14,2.0,1.0,0.6
2950,50.89,6.429,158.9,5.87155,11.611710323574727,8.0,0.0,2.0,1.0,0.9
2951,44.95,19.698,164.7,4.80667,8.928440130260837,8.0,-1.0,0.0,1.0,1.0
3043,10.28,17.436,23.4,4.74253,11.7723260504716,8.0,-1.0,0.0,1.0,0.9
3078,23.2,22.745,105.3,4.94399,13.69413399960134,8.0,0.0,2.0,1.0,0.7
3079,41.75,17.01,19.8,5.78809,13.69413399960134,8.0,0.0,2.0,1.0,0.7
3445,40.38,13.614,162.7,5.79291,26.78532039078261,11.0,-1.0,0.0,1.0,0.1
3525,48.61,19.079,5.2,5.63034,14.52767293337848,11.0,15.86388859320207,1.0,1.0,1.0
3570,25.59,10.263,13.0,5.83777,22.946387939188796,11.0,0.0,3.0,1.0,0.3
3616,18.46,13.115,52.4,5.66593,22.946387939188796,11.0,0.0,3.0,1.0,0.3
3617,25.94,7.024,124.7,5.91596,16.021354577495323,11.0,2.5421149729252077e-13,3.0,1.0,0.9
3630,51.88,27.154,53.9,5.91229,15.76217299862591,11.0,5.154142273413742,1.0,1.0,0.9
3655,41.7,8.718,96.6,4.60058,21.31017780393526,11.0,0.0,2.0,1.0,0.4
3660,39.12,8.327,136.1,5.81138,16.902961171272104,11.0,0.0,2.0,1.0,0.7
3680,41.3,44.061,3.0,5.77533,16.902961171272104,11.0,-1.0,0.0,1.0,0.7
3746,21.05,8.083,150.0,5.91609,17.466186852305658,11.0,-1.0,0.0,1.0,0.7
3747,21.05,34.775,18.4,5.51863,25.188782066607345,11.0,-1.0,0.0,1.0,0.2
4235,58.14,10.263,47.0,5.8447,5.217217001425354,10.0,-1.0,0.0,1.0,1.0
