,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
0,49.35,2.0,180.0,5.79727,192.50389964621758,-1.0,-1.0,-1.0,-1.0,0.0,0.0
1,52.54,1.155,150.0,3.69037,185.47330152229702,-1.0,-1.0,-1.0,-1.0,0.0,0.0
2,42.54,1.155,30.0,5.91901,169.2842490710662,-1.0,-1.0,-1.0,-1.0,0.0,0.0
3,39.03,1.155,150.0,5.86888,153.6071582609382,-1.0,-1.0,-1.0,-1.0,0.0,0.0
4,28.24,1.155,150.0,5.33387,132.076702362002,-1.0,-1.0,-1.0,-1.0,0.0,0.0
5,43.56,1.155,150.0,5.8455,108.53070421868395,-1.0,-1.0,-1.0,-1.0,0.0,0.0
6,48.16,1.155,150.0,5.86837,98.93883160596407,-1.0,-1.0,-1.0,-1.0,0.0,0.0
7,46.08,1.155,30.0,5.89072,90.8213628911462,-1.0,-1.0,-1.0,-1.0,0.0,0.0
8,43.5,1.155,30.0,5.5739,84.98144608975747,-1.0,-1.0,-1.0,-1.0,0.0,0.0
9,12.29,1.155,150.0,5.8695,84.79044243076439,-1.0,-1.0,-1.0,-1.0,0.0,0.0
10,58.43,1.155,30.0,5.90595,85.9973343288525,-1.0,-1.0,-1.0,-1.0,0.0,0.0
11,48.72,1.155,150.0,5.8873,118.7144115560075,-1.0,-1.0,-1.0,-1.0,0.0,0.0
12,56.87,1.155,30.0,4.44659,134.86777351471878,-1.0,-1.0,-1.0,-1.0,0.0,0.0
13,47.56,1.155,150.0,5.57958,144.1768095229702,-1.0,-1.0,-1.0,-1.0,0.0,0.0
14,51.6,1.155,30.0,4.85074,159.45486413451636,-1.0,-1.0,-1.0,-1.0,0.0,0.0
15,57.72,1.155,150.0,4.91477,145.7298958965752,-1.0,-1.0,-1.0,-1.0,0.0,0.0
16,38.56,1.155,30.0,5.71631,136.56333987082763,-1.0,-1.0,-1.0,-1.0,0.0,0.0
17,50.01,1.155,30.0,5.89901,116.21995971742423,-1.0,-1.0,-1.0,-1.0,0.0,0.0
18,22.0,1.155,150.0,4.50679,113.62103485607737,-1.0,-1.0,-1.0,-1.0,0.0,0.0
19,37.66,1.155,150.0,5.5967,115.20948739090916,-1.0,-1.0,-1.0,-1.0,0.0,0.0
20,50.61,1.155,150.0,5.9099,121.56389133329566,-1.0,-1.0,-1.0,-1.0,0.0,0.0
21,32.58,1.155,30.0,5.84688,128.2047694802369,-1.0,-1.0,-1.0,-1.0,0.0,0.0
22,30.07,1.155,150.0,5.443,131.65761561259384,-1.0,-1.0,-1.0,-1.0,0.0,0.0
23,25.71,1.155,30.0,5.14845,80.62319236630587,-1.0,-1.0,-1.0,-1.0,0.0,0.0
24,19.74,1.155,30.0,5.59662,59.053392606883456,-1.0,-1.0,-1.0,-1.0,0.0,0.0
25,54.97,1.155,30.0,4.93676,60.22057681358539,-1.0,-1.0,-1.0,-1.0,0.0,0.0
26,42.03,1.155,30.0,5.81822,65.36666181520945,-1.0,-1.0,-1.0,-1.0,0.0,0.0
27,14.84,1.155,150.0,4.46146,87.63139740389602,-1.0,-1.0,-1.0,-1.0,0.0,0.0
28,57.06,1.155,150.0,4.80751,109.2616985539821,-1.0,-1.0,-1.0,-1.0,0.0,0.0
29,46.92,1.155,150.0,5.1932,126.7910091794056,-1.0,-1.0,-1.0,-1.0,0.0,0.0
30,48.93,1.155,150.0,4.65792,163.64200663587235,-1.0,-1.0,-1.0,-1.0,0.0,0.0
31,22.71,1.155,30.0,5.61983,248.75225956717327,-1.0,-1.0,-1.0,-1.0,0.0,0.0
32,31.13,1.155,150.0,5.82908,263.4502086047818,-1.0,-1.0,-1.0,-1.0,0.0,0.0
33,14.91,1.155,150.0,5.89569,286.38802258357583,-1.0,-1.0,-1.0,-1.0,0.0,0.0
34,52.62,1.155,150.0,5.9009,296.24764323124356,-1.0,-1.0,-1.0,-1.0,0.0,0.0
35,38.77,1.155,30.0,5.79831,304.47156430412014,-1.0,-1.0,-1.0,-1.0,0.0,0.0
36,35.53,1.155,150.0,4.98754,315.995007050496,-1.0,-1.0,-1.0,-1.0,0.0,0.0
37,18.88,1.155,30.0,5.78001,301.6402167983345,-1.0,-1.0,-1.0,-1.0,0.0,0.0
38,33.49,1.155,150.0,3.98038,297.43243133819357,-1.0,-1.0,-1.0,-1.0,0.0,0.0
39,24.03,1.155,30.0,5.78332,291.651938206876,-1.0,-1.0,-1.0,-1.0,0.0,0.0
40,51.15,1.155,30.0,4.8065,286.5701657692698,-1.0,-1.0,-1.0,-1.0,0.0,0.0
41,9.92,1.155,150.0,5.77445,284.84489110386784,-1.0,-1.0,-1.0,-1.0,0.0,0.0
42,46.5,1.155,30.0,5.85263,280.48374069373574,-1.0,-1.0,-1.0,-1.0,0.0,0.0
43,56.98,1.155,30.0,5.81905,279.5854797380353,-1.0,-1.0,-1.0,-1.0,0.0,0.0
44,52.03,1.155,30.0,5.76109,280.90492450079813,-1.0,-1.0,-1.0,-1.0,0.0,0.0
45,51.1,1.155,30.0,5.88646,281.6402606318069,-1.0,-1.0,-1.0,-1.0,0.0,0.0
46,35.96,1.155,30.0,5.81646,286.8710897988063,-1.0,-1.0,-1.0,-1.0,0.0,0.0
47,51.19,1.155,150.0,2.70605,294.574071202867,-1.0,-1.0,-1.0,-1.0,0.0,0.0
48,23.96,1.155,30.0,5.42441,298.4801696287345,-1.0,-1.0,-1.0,-1.0,0.0,0.0
49,43.95,2.0,120.0,5.49826,184.03665521750332,-1.0,-1.0,-1.0,-1.0,0.0,0.0
