,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
72,55.6,6.928,90.0,4.51123,10.238649339202087,15.0,-1.0,0.0,1.0,0.7
73,46.14,11.015,95.2,5.90722,3.752415191346467,15.0,-1.0,0.0,1.0,0.9
149,33.92,10.392,90.0,5.58382,6.063000401024816,15.0,-1.0,0.0,1.0,0.8
181,12.98,7.211,106.1,5.29445,2.32473739332747,14.0,1.3915970860902147,2.0,1.0,1.0
189,59.58,22.716,82.4,4.30492,2.078431372549005,15.0,3.087529663248383,2.0,1.0,1.0
196,53.57,18.148,127.3,5.90058,4.649474786654992,15.0,4.042575980502208,2.0,1.0,0.9
197,50.23,12.166,25.3,5.8765,2.327676341924533,14.0,0.7229213355928868,2.0,1.0,1.0
205,28.04,12.702,150.0,5.04068,8.827336173782577,14.0,-1.0,0.0,1.0,0.8
293,15.23,26.23,7.6,5.91808,15.463795656577508,21.0,-1.0,0.0,1.0,0.9
323,53.29,16.042,4.1,5.72941,6.334267158401607,31.0,1.5631940186722204e-13,2.0,1.0,1.0
352,29.51,15.621,146.3,5.54471,7.348674701256722,21.0,-1.0,0.0,1.0,1.0
381,53.29,16.0,180.0,4.92148,2.327676341924536,31.0,4.165624999999849,2.0,1.0,1.0
414,23.53,12.49,43.9,5.91715,18.418042391893508,10.0,2.376105457826811,2.0,1.0,0.8
422,48.78,42.332,160.9,5.63878,8.126635358891235,21.0,-1.0,0.0,1.0,1.0
430,54.07,22.301,160.3,5.91184,17.654672347565075,10.0,9.76307558577484,2.0,1.0,0.8
464,33.14,22.301,160.3,5.89514,5.20703125,19.0,-1.0,0.0,1.0,1.0
482,52.64,24.111,174.5,4.85538,19.53255840061956,10.0,-1.0,0.0,1.0,0.6
550,44.51,41.296,157.0,5.38496,14.880682590098289,10.0,-1.0,0.0,1.0,0.9
564,38.82,8.327,76.1,5.62354,11.858302178218159,10.0,-1.0,0.0,1.0,1.0
568,34.27,22.301,19.7,5.77716,19.53255840061956,10.0,-1.0,0.0,1.0,0.7
590,47.39,6.11,130.9,5.0526,9.430093023043998,19.0,0.0,2.0,1.0,0.9
591,24.1,21.071,55.3,5.69163,9.430093023043998,19.0,0.0,2.0,1.0,0.9
741,44.64,48.222,5.5,3.76803,18.76984787477918,30.0,27.58644273633329,2.0,1.0,1.0
916,40.71,21.166,40.9,4.18373,22.886451022285097,30.0,-1.0,0.0,1.0,0.8
1032,45.54,11.719,80.2,3.93656,18.746887137300437,30.0,6.996983175585538,2.0,1.0,1.0
1044,43.66,61.003,0.5,5.71361,15.477936511778037,30.0,-1.0,0.0,1.0,1.0
1046,53.87,47.004,0.7,3.69334,12.578831239316344,25.0,0.5876301167044594,2.0,1.0,0.8
1052,13.84,7.211,166.1,3.80647,9.860945768452888,12.0,-1.0,0.0,1.0,1.0
1284,59.4,24.331,94.7,5.8545,10.4140625,25.0,5.228846083059767,2.0,1.0,0.9
1337,52.27,13.317,25.7,2.22357,4.413668086891297,25.0,5.187146902810888,2.0,1.0,1.0
1338,44.94,8.0,120.0,5.89411,7.917021894955398,25.0,9.506240220163123,2.0,1.0,1.0
1500,49.75,33.126,55.0,5.78736,21.885880095214866,24.0,-1.0,0.0,1.0,0.6
1586,40.79,23.352,10.0,5.61343,6.662783376342094,32.0,1.7053025658242404e-13,2.0,1.0,1.0
1610,43.26,8.0,180.0,5.79047,9.589654012463539,24.0,1.041406249999966,1.0,1.0,0.9
1626,19.83,7.211,166.1,5.90207,5.884890782521715,24.0,-1.0,0.0,1.0,1.0
1675,59.66,10.392,150.0,5.62212,28.957070047759142,24.0,0.0,2.0,1.0,0.2
1705,32.64,19.425,108.0,5.6433,18.621410735396363,24.0,0.0,2.0,1.0,0.8
1706,49.57,11.136,69.0,5.44086,28.957070047759142,24.0,18.155598903441707,2.0,1.0,0.2
1721,40.79,10.066,6.6,3.78878,6.069011255704475,32.0,10.46578554130084,2.0,1.0,1.0
1725,47.86,29.28,172.1,5.88832,18.621410735396363,24.0,13.134971698866618,2.0,1.0,0.8
1726,47.93,7.211,133.9,5.86574,22.120417667833564,24.0,-1.0,0.0,1.0,0.6
1752,25.57,8.083,111.8,5.89229,24.2760450228179,24.0,-1.0,0.0,1.0,0.4
1761,41.62,11.136,128.9,5.23681,31.641388925188902,24.0,12.299490555464965,2.0,1.0,0.0
1762,27.16,18.903,17.8,5.81409,25.713659400573153,24.0,9.701269688088166,2.0,1.0,0.3
1795,13.24,7.572,157.6,4.65071,42.665458173282424,24.0,30.17952774357343,1.0,1.0,0.05
1958,43.55,23.438,20.2,5.27348,8.391741760862143,20.0,-1.0,0.0,1.0,1.0
2134,56.79,50.12,4.0,2.96659,4.649474786654936,34.0,1.1368683772161603e-13,1.0,1.0,1.0
2318,14.86,6.429,158.9,5.49617,9.877570974893306,18.0,-1.0,0.0,1.0,1.0
2326,24.51,8.083,150.0,5.41435,9.818806323961995,18.0,-1.0,0.0,1.0,1.0
2341,30.02,11.015,63.0,3.70936,6.063000401024802,34.0,8.877962523382024,1.0,1.0,0.9
2342,40.17,29.866,159.6,5.7364,5.200024103736058,34.0,0.8015225308577646,1.0,1.0,0.9
2398,43.62,13.115,172.4,5.86939,6.063000401024744,18.0,-1.0,0.0,1.0,1.0
2754,23.49,10.583,160.9,5.88517,11.638381709622717,7.0,-1.0,0.0,1.0,1.0
2816,4.53,9.165,70.9,3.67995,17.42369939317769,7.0,0.0,2.0,1.0,0.9
