,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
147,53.76,29.956,165.5,5.60426,9.836282461945112,7.0,-1.0,0.0,0.12317428152752728,1.0,1.0
211,7.57,5.774,30.0,4.96364,2.944732161723602,5.0,-1.0,0.0,0.27500608115312813,1.0,1.0
232,40.78,19.009,118.3,5.39618,5.944090687889266,5.0,-1.0,0.0,0.12527249899371484,1.0,1.0
289,49.29,15.011,90.0,5.86586,9.969624390411827,7.0,-1.0,0.0,0.13047463726702124,1.0,1.0
296,31.01,5.292,100.9,5.84373,10.328110177635413,7.0,-1.0,0.0,0.11059075097316795,1.0,0.9
331,23.27,32.884,19.5,5.68075,12.76212432103947,10.0,0.0,2.0,0.0,1.0,0.9
389,49.34,13.115,127.6,3.71671,12.76212432103947,10.0,0.0,2.0,0.0,1.0,0.9
423,11.2,6.11,169.1,5.88011,8.167753775239564,10.0,-1.0,0.0,0.2181862268609936,1.0,1.0
443,45.94,7.024,55.3,5.80209,10.964241452246794,4.0,5.1931097607221846,2.0,0.25106833464526424,1.0,0.8
465,53.54,24.028,177.2,5.66405,7.70891558061064,10.0,-1.0,0.0,0.1616234760510251,1.0,1.0
470,37.45,6.11,70.9,5.70225,8.170623614168687,4.0,-1.0,0.0,0.18965190377309799,1.0,1.0
473,33.38,9.866,84.2,5.00553,11.691736999353079,4.0,11.443792144372154,2.0,0.4295671298029905,1.0,0.7
505,40.38,5.033,66.6,5.80057,8.838460503667864,4.0,-1.0,0.0,0.15634540989651757,1.0,0.9
507,10.32,6.928,150.0,5.84,13.168225265792705,4.0,-1.0,0.0,0.0,1.0,0.7
646,48.92,53.028,168.7,5.91575,6.218776638497653,0.0,-1.0,0.0,0.23641001857565508,1.0,1.0
750,43.11,8.718,36.6,5.18536,6.218776638497653,0.0,-1.0,0.0,0.3367249757495768,1.0,1.0
775,53.15,6.429,21.1,3.92288,5.16924093369579,0.0,-1.0,0.0,0.21303236325453645,1.0,1.0
899,49.51,9.165,169.1,5.81175,7.402041157581415,3.0,-1.0,0.0,1.0,1.0,1.0
1015,17.97,12.49,136.1,5.83879,7.309494301497863,9.0,1.155297762385736,2.0,0.07501933521985299,1.0,0.9
1050,48.82,13.317,25.7,5.85082,7.53589880463155,9.0,1.827373575374491,2.0,0.11866062177756437,1.0,0.9
1085,58.21,5.292,160.9,5.9174,1.82737357537444,9.0,-1.0,0.0,0.34377337237889016,1.0,1.0
1110,60.57,39.95,167.5,5.89138,5.77996653511309,9.0,-1.0,0.0,0.0022714105672530464,1.0,1.0
1238,42.02,19.698,164.7,4.06309,18.63149303951829,6.0,-1.0,0.0,0.0,1.0,0.7
1239,42.02,7.024,55.3,5.88938,12.065827101240744,6.0,1.5329393518280898,2.0,0.12876531814739017,1.0,0.9
1295,40.24,5.291,139.1,5.70861,12.50369014733662,6.0,3.2340511650729313,2.0,0.1916325889652132,1.0,0.9
1345,17.26,6.11,169.1,5.53063,10.73845956879008,6.0,-1.0,0.0,0.16788749028739633,1.0,1.0
1388,53.33,5.033,6.6,5.90504,12.448319801055838,6.0,-1.0,0.0,0.0691813498170018,1.0,1.0
1573,50.1,30.265,163.4,5.86641,2.584620466847922,14.0,-1.0,0.0,0.2682136971877696,1.0,1.0
1650,50.1,16.773,153.4,5.70367,4.764820705305989,14.0,-1.0,0.0,0.0,1.0,1.0
1782,46.87,6.928,150.0,5.04954,3.269724770642256,8.0,-1.0,0.0,1.0,1.0,1.0
2006,43.21,24.576,20.6,5.90111,8.413481637197975,2.0,13.407189668607568,2.0,0.6257647528453472,1.0,0.9
2060,12.1,11.136,51.1,5.90775,9.557192006310084,2.0,-1.0,0.0,0.441878220558538,1.0,0.8
2085,14.77,5.292,100.9,5.87032,4.08387688761979,2.0,-1.0,0.0,0.2097405234464957,1.0,1.0
2119,32.79,5.292,160.9,5.55279,9.028729893396282,2.0,3.9214931221139437,2.0,0.20279544549678005,1.0,0.9
