,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
0,50.51,1.155,30.0,5.82683,170.93090075945622,-1.0,-1.0,-1.0,-1.0,0.0,0.0
1,49.06,1.155,150.0,5.81931,165.7447945029995,-1.0,-1.0,-1.0,-1.0,0.0,0.0
2,52.32,1.155,150.0,5.83065,134.854150119028,-1.0,-1.0,-1.0,-1.0,0.0,0.0
3,39.68,1.155,30.0,5.74811,99.67299720015482,-1.0,-1.0,-1.0,-1.0,0.0,0.0
4,53.43,1.155,30.0,5.84026,86.73949620564667,-1.0,-1.0,-1.0,-1.0,0.0,0.0
5,48.33,1.155,30.0,3.67192,59.78673227880655,-1.0,-1.0,-1.0,-1.0,0.0,0.0
6,59.67,1.155,150.0,5.2294,53.294883584680555,-1.0,-1.0,-1.0,-1.0,0.0,0.0
7,47.6,1.155,150.0,5.88507,48.64656487592182,-1.0,-1.0,-1.0,-1.0,0.0,0.0
8,31.39,1.155,150.0,5.72404,39.56340387826496,-1.0,-1.0,-1.0,-1.0,0.0,0.0
9,37.73,1.155,30.0,5.01841,60.405246846045145,-1.0,-1.0,-1.0,-1.0,0.0,0.0
10,31.17,1.155,30.0,5.85958,78.02929413698016,-1.0,-1.0,-1.0,-1.0,0.0,0.0
11,44.69,1.155,150.0,5.87235,82.70599717261454,-1.0,-1.0,-1.0,-1.0,0.0,0.0
12,25.54,1.155,150.0,5.59495,115.34594201428953,-1.0,-1.0,-1.0,-1.0,0.0,0.0
13,52.32,1.155,150.0,5.6961,152.7351152814858,-1.0,-1.0,-1.0,-1.0,0.0,0.0
14,30.32,1.155,30.0,5.91761,192.54629240770063,-1.0,-1.0,-1.0,-1.0,0.0,0.0
15,55.66,1.155,150.0,5.87198,208.2348556132806,-1.0,-1.0,-1.0,-1.0,0.0,0.0
16,27.39,1.155,150.0,4.86698,222.21306213086956,-1.0,-1.0,-1.0,-1.0,0.0,0.0
17,51.75,1.155,30.0,5.64682,266.05448682345,-1.0,-1.0,-1.0,-1.0,0.0,0.0
18,11.19,1.155,150.0,5.60702,271.3266613248492,-1.0,-1.0,-1.0,-1.0,0.0,0.0
19,42.32,1.155,150.0,5.85481,292.4403258977715,-1.0,-1.0,-1.0,-1.0,0.0,0.0
20,42.95,1.155,30.0,4.61984,331.258317885379,-1.0,-1.0,-1.0,-1.0,0.0,0.0
21,40.97,1.155,30.0,3.93348,344.27313115139856,-1.0,-1.0,-1.0,-1.0,0.0,0.0
22,47.23,1.155,30.0,5.81774,342.7492231973906,-1.0,-1.0,-1.0,-1.0,0.0,0.0
23,47.95,1.155,150.0,3.94818,311.5105277072013,-1.0,-1.0,-1.0,-1.0,0.0,0.0
24,52.8,1.155,30.0,3.5282,287.2508860362386,-1.0,-1.0,-1.0,-1.0,0.0,0.0
25,49.48,1.155,150.0,5.71173,263.45159827609365,-1.0,-1.0,-1.0,-1.0,0.0,0.0
26,42.89,1.155,150.0,5.55848,244.8374817480783,-1.0,-1.0,-1.0,-1.0,0.0,0.0
27,41.39,1.155,150.0,5.5168,212.02201916305432,-1.0,-1.0,-1.0,-1.0,0.0,0.0
28,45.33,1.155,150.0,5.82798,209.14934090090472,-1.0,-1.0,-1.0,-1.0,0.0,0.0
29,11.37,1.155,30.0,5.38701,199.25431709420926,-1.0,-1.0,-1.0,-1.0,0.0,0.0
30,52.46,1.155,150.0,5.31374,192.36352952977563,-1.0,-1.0,-1.0,-1.0,0.0,0.0
31,58.37,1.155,150.0,5.88139,166.71244528755474,-1.0,-1.0,-1.0,-1.0,0.0,0.0
32,52.92,1.155,150.0,5.86264,147.1770632235811,-1.0,-1.0,-1.0,-1.0,0.0,0.0
33,34.84,1.155,30.0,5.24873,125.40891115753855,-1.0,-1.0,-1.0,-1.0,0.0,0.0
34,56.37,1.155,150.0,5.35115,123.59639288558986,-1.0,-1.0,-1.0,-1.0,0.0,0.0
