,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
120,49.41,17.436,36.6,2.6983,13.05252227949362,4.0,-1.0,0.0,1.0,1.0
539,55.16,13.013,2.5,5.8581,9.674937906485052,0.0,-1.0,0.0,1.0,0.9
543,47.1,19.425,168.0,2.9756,7.465233338549146,0.0,-1.0,0.0,1.0,1.0
633,19.36,18.33,169.1,5.70402,7.25199557289572,0.0,-1.0,0.0,1.0,1.0
1076,49.78,25.325,50.8,4.91355,18.90958793759073,3.0,26.203435472387735,1.0,1.0,0.9
1122,29.95,12.49,163.9,4.05223,13.370439780131125,3.0,5.483866270689822,1.0,1.0,1.0
1236,51.42,51.029,1.9,5.47937,18.488125341378886,3.0,12.336697356360606,1.0,1.0,1.0
1578,52.64,16.0,180.0,5.81233,8.20472440944883,5.0,-1.0,0.0,1.0,1.0
1584,48.69,9.165,109.1,5.48615,4.585953910002036,2.0,5.873576569635491,3.0,1.0,1.0
1593,25.71,18.148,7.3,5.49174,5.522844086545687,2.0,4.968464583938585,3.0,1.0,1.0
1705,14.53,12.166,34.7,4.52387,11.958836844339608,5.0,-1.0,0.0,1.0,0.9
1745,55.96,27.495,10.9,4.92406,16.21511344332221,5.0,-1.0,0.0,1.0,0.9
