,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
637,46.55,22.745,165.3,5.56216,10.215658819005101,1.0,-1.0,0.0,1.0,0.9
678,24.89,16.371,12.2,5.20905,4.03459203858232,0.0,-1.0,0.0,1.0,1.0
731,8.43,5.292,100.9,5.90001,4.03459203858232,0.0,-1.0,0.0,1.0,1.0
745,24.89,15.535,15.1,5.10027,2.187404618892618,0.0,-1.0,0.0,1.0,1.0
749,44.49,14.048,4.7,5.91931,8.749618475570394,1.0,4.114778999639414,1.0,1.0,1.0
756,31.78,27.301,68.5,5.86949,11.773453844115371,1.0,0.0,2.0,1.0,0.8
757,34.94,17.01,139.8,4.12575,11.773453844115371,1.0,0.0,2.0,1.0,0.8
771,52.98,47.721,37.2,5.87081,10.570108868030838,2.0,-1.0,0.0,1.0,1.0
772,45.52,14.048,115.3,5.43545,10.570108868030838,2.0,-1.0,0.0,1.0,1.0
1534,42.93,22.0,120.0,4.29482,6.177648423224763,4.0,-1.0,0.0,1.0,1.0
1854,17.41,16.166,150.0,5.8156,8.412633349724663,6.0,21.8734181811982,2.0,1.0,1.0
1904,52.91,5.774,30.0,5.9004,11.433234489266011,6.0,8.544549292549226,2.0,1.0,0.9
1905,23.56,6.11,10.9,5.85331,8.7890625,6.0,-1.0,0.0,1.0,1.0
2573,40.73,24.98,163.9,5.87307,3.088824211612382,5.0,-1.0,0.0,1.0,1.0
2996,54.6,15.1,173.4,5.86579,10.19741766840529,3.0,0.0,2.0,1.0,1.0
3048,40.5,9.452,77.8,5.91239,11.928871430582541,3.0,14.006798225417574,2.0,1.0,0.8
3065,54.35,11.719,159.8,5.76729,9.779023969505715,3.0,0.0,2.0,1.0,1.0
3105,58.94,14.0,180.0,5.85432,11.452008327602565,3.0,14.571089766394039,2.0,1.0,0.9
