,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
0,32.86,2.0,180.0,5.78216,162.76868650152304,-1.0,-1.0,-1,-1.0,0,0.0
1,44.01,1.155,150.0,5.85256,137.249503475286,-1.0,-1.0,-1,-1.0,0,0.0
2,52.12,1.155,30.0,5.80743,110.8404823019536,-1.0,-1.0,-1,-1.0,0,0.0
3,23.9,1.155,30.0,5.00273,94.55690011245112,-1.0,-1.0,-1,-1.0,0,0.0
4,56.42,1.155,30.0,5.77436,81.19569860828294,-1.0,-1.0,-1,-1.0,0,0.0
5,43.68,1.155,30.0,5.13603,75.0374666589523,-1.0,-1.0,-1,-1.0,0,0.0
6,23.57,1.155,30.0,5.43663,69.84998404874602,-1.0,-1.0,-1,-1.0,0,0.0
7,51.02,1.155,150.0,5.70985,69.8305730714174,-1.0,-1.0,-1,-1.0,0,0.0
8,51.96,1.155,150.0,4.30843,82.3101493595977,-1.0,-1.0,-1,-1.0,0,0.0
9,43.05,1.155,150.0,5.79294,85.39544125395899,-1.0,-1.0,-1,-1.0,0,0.0
10,54.76,1.155,150.0,5.08436,110.33776162343602,-1.0,-1.0,-1,-1.0,0,0.0
11,47.75,1.155,30.0,5.37618,122.25626987231148,-1.0,-1.0,-1,-1.0,0,0.0
12,41.33,1.155,30.0,3.53362,106.32997195559898,-1.0,-1.0,-1,-1.0,0,0.0
13,29.95,1.155,30.0,5.73198,75.54760470564146,-1.0,-1.0,-1,-1.0,0,0.0
14,41.2,1.155,30.0,5.82283,68.25054325656947,-1.0,-1.0,-1,-1.0,0,0.0
15,45.36,1.155,30.0,5.89184,50.43947291221632,-1.0,-1.0,-1,-1.0,0,0.0
16,12.17,1.155,30.0,4.37845,41.574625226335705,-1.0,-1.0,-1,-1.0,0,0.0
17,52.63,1.155,150.0,5.7864,35.34897750851002,-1.0,-1.0,-1,-1.0,0,0.0
18,54.91,1.155,150.0,5.78106,35.80032791729989,-1.0,-1.0,-1,-1.0,0,0.0
19,51.84,1.155,30.0,5.55891,65.95192786726963,-1.0,-1.0,-1,-1.0,0,0.0
20,48.57,1.155,30.0,5.90318,73.16985657507882,-1.0,-1.0,-1,-1.0,0,0.0
21,36.69,1.155,150.0,4.51479,80.58079052913179,-1.0,-1.0,-1,-1.0,0,0.0
22,41.29,1.155,30.0,5.32872,41.68138127839599,-1.0,-1.0,-1,-1.0,0,0.0
23,19.04,1.155,150.0,5.80529,30.455630164371748,-1.0,-1.0,-1,-1.0,0,0.0
24,56.12,1.155,150.0,5.56596,33.59005907183324,-1.0,-1.0,-1,-1.0,0,0.0
25,42.68,1.155,150.0,5.47444,39.72307560294974,-1.0,-1.0,-1,-1.0,0,0.0
26,22.83,1.155,30.0,5.79029,53.28694304212582,-1.0,-1.0,-1,-1.0,0,0.0
27,31.12,4.163,76.1,5.55936,155.2643203836004,-1.0,-1.0,-1,-1.0,0,0.0
28,28.82,23.094,90.0,4.79641,144.93527890845635,-1.0,-1.0,-1,-1.0,0,0.0
29,59.42,9.866,95.8,5.56465,133.2452238206895,-1.0,-1.0,-1,-1.0,0,0.0
30,46.97,2.0,60.0,5.03179,111.05805126480266,-1.0,-1.0,-1,-1.0,0,0.0
31,21.28,1.155,150.0,5.91777,110.3339884782188,-1.0,-1.0,-1,-1.0,0,0.0
32,38.28,5.292,79.1,4.90506,95.55747068569448,-1.0,-1.0,-1,-1.0,0,0.0
33,41.79,22.539,92.5,5.82989,88.20588908220597,-1.0,-1.0,-1,-1.0,0,0.0
34,19.87,5.292,79.1,3.98174,81.72375001489497,-1.0,-1.0,-1,-1.0,0,0.0
35,50.35,17.321,90.0,5.47573,77.60830006564538,-1.0,-1.0,-1,-1.0,0,0.0
36,15.2,5.292,100.9,5.88494,73.61845761609523,-1.0,-1.0,-1,-1.0,0,0.0
37,42.83,26.0,87.8,5.87341,70.2352928734639,-1.0,-1.0,-1,-1.0,0,0.0
38,27.17,5.773,90.0,5.91568,69.40545360937936,-1.0,-1.0,-1,-1.0,0,0.0
39,42.61,5.292,100.9,5.76307,69.12230470179705,-1.0,-1.0,-1,-1.0,0,0.0
40,43.12,6.928,90.0,5.89699,83.61374613748637,-1.0,-1.0,-1,-1.0,0,0.0
41,42.64,4.163,76.1,5.62952,80.88907943005967,-1.0,-1.0,-1,-1.0,0,0.0
42,41.92,6.429,98.9,5.68262,86.38389669853348,-1.0,-1.0,-1,-1.0,0,0.0
43,43.78,2.0,120.0,5.88407,110.55403639815664,-1.0,-1.0,-1,-1.0,0,0.0
44,44.25,21.385,87.3,5.90947,103.45379804338808,-1.0,-1.0,-1,-1.0,0,0.0
45,41.45,15.621,86.3,5.14656,123.68270302073607,-1.0,-1.0,-1,-1.0,0,0.0
46,52.03,1.155,150.0,5.91136,122.02697968638932,-1.0,-1.0,-1,-1.0,0,0.0
47,40.28,6.429,81.1,5.80899,108.71010125806298,-1.0,-1.0,-1,-1.0,0,0.0
48,49.13,38.695,91.5,5.81199,91.68569992060901,-1.0,-1.0,-1,-1.0,0,0.0
49,28.0,3.055,70.9,5.90902,76.42178008095303,-1.0,-1.0,-1,-1.0,0,0.0
50,12.15,10.392,90.0,5.4553,71.87812363607075,-1.0,-1.0,-1,-1.0,0,0.0
51,42.4,8.718,96.6,5.03217,65.05316827541421,-1.0,-1.0,-1,-1.0,0,0.0
52,50.14,13.317,85.7,5.70481,54.06897620300878,-1.0,-1.0,-1,-1.0,0,0.0
53,26.91,17.32,90.0,4.78978,45.53258025907325,-1.0,-1.0,-1,-1.0,0,0.0
54,22.38,14.468,94.0,5.82106,38.144751532063275,-1.0,-1.0,-1,-1.0,0,0.0
55,59.4,13.856,90.0,5.71794,34.74254114119679,-1.0,-1.0,-1,-1.0,0,0.0
56,52.15,7.572,82.4,5.67344,34.99166347053132,-1.0,-1.0,-1,-1.0,0,0.0
57,31.16,12.166,94.7,5.86938,36.380665361074115,-1.0,-1.0,-1,-1.0,0,0.0
58,33.88,27.154,87.9,5.54495,56.32065127267686,-1.0,-1.0,-1,-1.0,0,0.0
59,51.37,10.392,90.0,5.9023,69.1238230940608,-1.0,-1.0,-1,-1.0,0,0.0
60,42.98,14.468,94.0,5.81945,77.75219783774305,-1.0,-1.0,-1,-1.0,0,0.0
61,28.6,13.317,94.3,5.06215,75.1219766340199,-1.0,-1.0,-1,-1.0,0,0.0
62,46.53,8.718,83.4,5.91076,83.31583005445387,-1.0,-1.0,-1,-1.0,0,0.0
63,33.74,8.718,83.4,4.30022,43.77163736113502,-1.0,-1.0,-1,-1.0,0,0.0
64,60.36,12.165,94.7,5.68202,38.00286084339311,-1.0,-1.0,-1,-1.0,0,0.0
65,51.78,13.856,90.0,5.6277,31.253420400234237,-1.0,-1.0,-1,-1.0,0,0.0
66,46.64,21.385,87.3,5.90962,29.8699760029966,-1.0,-1.0,-1,-1.0,0,0.0
67,53.4,5.292,100.9,5.59417,33.958838684408605,-1.0,-1.0,-1,-1.0,0,0.0
68,18.41,21.939,90.0,4.2475,45.8491518817111,-1.0,-1.0,-1,-1.0,0,0.0
69,37.17,8.718,83.4,5.60217,37.05035522361808,-1.0,-1.0,-1,-1.0,0,0.0
70,37.67,4.163,103.9,5.59781,53.994744923988705,-1.0,-1.0,-1,-1.0,0,0.0
71,24.3,8.718,83.4,5.84788,64.05396073454035,-1.0,-1.0,-1,-1.0,0,0.0
72,42.28,6.928,90.0,5.83527,71.54100066515969,-1.0,-1.0,-1,-1.0,0,0.0
73,16.47,8.083,90.0,5.7688,159.47984837235933,-1.0,-1.0,-1,-1.0,0,0.0
74,40.43,1.155,30.0,5.87565,162.46446045061802,-1.0,-1.0,-1,-1.0,0,0.0
75,40.91,37.363,172.0,5.8624,148.65220360574645,-1.0,-1.0,-1,-1.0,0,0.0
76,36.29,20.298,170.2,5.86579,124.36400793448979,-1.0,-1.0,-1,-1.0,0,0.0
77,36.29,38.018,58.3,5.74426,128.18977012634366,-1.0,-1.0,-1,-1.0,0,0.0
78,46.97,26.558,90.0,4.58653,120.7271906657706,-1.0,-1.0,-1,-1.0,0,0.0
79,39.66,21.939,90.0,5.10636,103.14901614235683,-1.0,-1.0,-1,-1.0,0,0.0
80,28.37,10.583,160.9,5.85899,106.31708134279985,-1.0,-1.0,-1,-1.0,0,0.0
81,38.45,16.289,37.1,5.30985,96.01571488034185,-1.0,-1.0,-1,-1.0,0,0.0
82,50.91,28.844,166.1,5.79341,71.69343463219175,-1.0,-1.0,-1,-1.0,0,0.0
83,50.91,17.474,133.4,4.55296,54.14938339838932,-1.0,-1.0,-1,-1.0,0,0.0
84,47.43,8.083,150.0,5.89359,69.33632296325838,-1.0,-1.0,-1,-1.0,0,0.0
85,56.83,25.403,90.0,4.47837,70.53312895847148,-1.0,-1.0,-1,-1.0,0,0.0
86,37.64,16.166,8.2,5.66727,62.36311245438343,-1.0,-1.0,-1,-1.0,0,0.0
87,37.01,28.0,180.0,5.8529,63.18756731553106,-1.0,-1.0,-1,-1.0,0,0.0
88,44.91,17.321,90.0,5.71465,76.38842828287646,-1.0,-1.0,-1,-1.0,0,0.0
89,45.11,24.249,150.0,5.66077,75.37884621189971,-1.0,-1.0,-1,-1.0,0,0.0
90,59.73,21.071,4.7,4.15235,80.70119843145443,-1.0,-1.0,-1,-1.0,0,0.0
91,56.0,17.321,90.0,5.788,92.13294473229486,-1.0,-1.0,-1,-1.0,0,0.0
92,19.89,17.01,178.1,5.88713,92.3732088218416,-1.0,-1.0,-1,-1.0,0,0.0
93,51.24,11.547,90.0,5.47317,114.53771315640869,-1.0,-1.0,-1,-1.0,0,0.0
94,33.71,13.115,7.6,5.75678,107.11910757915157,-1.0,-1.0,-1,-1.0,0,0.0
95,38.95,3.055,130.9,4.64144,118.5900154362333,-1.0,-1.0,-1,-1.0,0,0.0
96,43.82,13.856,90.0,4.99954,116.34110377239779,-1.0,-1.0,-1,-1.0,0,0.0
97,57.72,5.033,53.4,4.03516,122.92545310518142,-1.0,-1.0,-1,-1.0,0,0.0
98,52.77,38.936,138.1,5.82582,97.80579548319197,-1.0,-1.0,-1,-1.0,0,0.0
99,47.76,23.352,10.0,5.48009,75.22371272506143,-1.0,-1.0,-1,-1.0,0,0.0
100,40.96,9.866,155.8,5.62951,58.58566589687966,-1.0,-1.0,-1,-1.0,0,0.0
101,40.01,5.773,90.0,5.46961,59.96574382029822,-1.0,-1.0,-1,-1.0,0,0.0
102,54.51,9.165,10.9,5.78684,56.609341681823615,-1.0,-1.0,-1,-1.0,0,0.0
103,55.93,1.155,90.0,5.89072,35.459392159240586,-1.0,-1.0,-1,-1.0,0,0.0
104,43.65,35.796,47.9,4.01008,32.42660665829365,-1.0,-1.0,-1,-1.0,0,0.0
105,46.74,24.249,128.2,5.8347,27.935669604565255,-1.0,-1.0,-1,-1.0,0,0.0
106,30.22,20.785,90.0,5.90862,42.3441073246861,-1.0,-1.0,-1,-1.0,0,0.0
107,45.84,20.817,43.9,5.74391,30.012417013864038,-1.0,-1.0,-1,-1.0,0,0.0
108,22.74,19.079,147.0,5.75268,46.816599077955395,-1.0,-1.0,-1,-1.0,0,0.0
109,44.52,7.211,13.9,5.91261,81.08067440260052,-1.0,-1.0,-1,-1.0,0,0.0
110,56.34,14.422,13.9,5.49809,69.23217857378779,-1.0,-1.0,-1,-1.0,0,0.0
111,56.34,21.385,109.1,3.46457,77.46923761816961,-1.0,-1.0,-1,-1.0,0,0.0
112,53.66,34.641,90.0,5.46574,57.6667717397809,-1.0,-1.0,-1,-1.0,0,0.0
113,40.24,33.005,179.0,5.91806,38.9542188090581,-1.0,-1.0,-1,-1.0,0,0.0
114,38.62,4.619,150.0,5.87901,32.927103621784376,-1.0,-1.0,-1,-1.0,0,0.0
115,33.18,6.928,90.0,5.88069,33.333562066192776,-1.0,-1.0,-1,-1.0,0,0.0
116,33.08,4.0,180.0,4.20057,30.602996049495495,-1.0,-1.0,-1,-1.0,0,0.0
