,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
3546,6.7,19.698,15.3,5.44492,4.927913765463099,9.0,-1.0,0,1,1.0
3639,52.83,11.547,30.0,5.704,8.887113598340271,14.0,-1.0,0,1,0.9
3705,59.04,21.633,106.1,5.55914,6.418517692666994,14.0,2.0554854075665063,2,1,1.0
3769,49.15,9.866,155.8,5.68944,6.970478386963244,14.0,3.0029474508290863,2,1,1.0
3907,8.83,26.102,163.3,3.75414,13.438250635609206,6.0,-1.0,0,1,0.8
3923,44.45,34.775,18.4,5.85617,6.418517692666935,6.0,6.970478386963261,2,1,0.9
4048,41.55,9.165,109.1,5.44285,5.934710588421154,6.0,-1.0,0,1,1.0
4116,58.86,10.0,180.0,5.55854,8.392666700207812,6.0,4.409375000000068,2,1,0.9
4214,17.54,29.597,144.2,5.91223,10.839185773030067,20.0,-1.0,0,1,0.9
4274,46.93,11.719,20.2,5.79417,17.13176561673229,20.0,-1.0,0,1,0.8
4338,59.37,8.718,36.6,5.87389,9.470503386673974,20.0,-1.0,0,1,1.0
4414,47.68,26.633,154.3,5.89246,10.15170988414297,20.0,-1.0,0,1,1.0
4768,36.06,18.148,7.3,5.62305,8.024005957391447,24.0,-1.0,0,1,1.0
4873,49.8,20.298,9.8,4.70842,14.814579168059527,24.0,-1.0,0,1,0.9
4991,36.06,26.907,165.1,5.56189,9.981910525725862,24.0,-1.0,0,1,0.9
5167,12.37,7.211,13.9,5.82068,8.599695301698164,13.0,-1.0,0,1,1.0
5382,34.95,13.317,154.3,5.23657,16.383913309791325,5.0,7.827744245239344,2,1,1.0
5395,14.68,15.875,40.9,4.09763,18.689198854617047,5.0,6.648468702385031,2,1,0.9
5610,28.1,11.015,177.0,4.03904,14.990974596456008,5.0,-1.0,0,1,1.0
5611,57.24,31.07,135.1,5.8617,7.391870648194801,26.0,0.0,2,1,1.0
5628,20.64,18.583,23.8,5.06069,7.391870648194801,26.0,5.684341886080802e-14,2,1,1.0
5729,60.63,13.317,25.7,5.84524,3.972178480090483,26.0,-1.0,0,1,1.0
5960,38.81,8.0,120.0,4.96781,14.352900321497295,8.0,25.713535288125193,2,1,1.0
6076,39.97,7.024,4.7,5.82869,13.262580451169741,8.0,3.3888888265480985,2,1,1.0
6175,13.08,9.019,3.7,5.20246,13.259551722970741,7.0,12.305234213086386,2,1,1.0
6186,12.3,12.22,10.9,5.48609,10.144259820425075,7.0,5.800135682226925,2,1,1.0
