,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
1463,15.51,40.067,3.3,4.68561,6.457835627881634,0.0,-1.0,0.0,1.0,1.0
726,31.44,9.866,84.2,5.87963,5.164062227918142,2.0,-1.0,0.0,1.0,1.0
2226,47.91,5.033,53.4,5.8243,1.897868987525499,3.0,-1.0,0.0,1.0,1.0
1629,27.91,11.547,90.0,5.91891,8.731262405785484,4.0,-1.0,0.0,1.0,1.0
2746,46.32,5.292,19.1,5.74204,7.687885515134209,5.0,0.0,2.0,1.0,1.0
229,32.53,13.317,145.7,5.39865,2.399586375866427,6.0,-1.0,0.0,1.0,1.0
1395,52.96,17.088,125.8,4.47483,8.646009101376904,7.0,2.4343964916291836,2.0,1.0,1.0
2551,58.85,13.115,172.4,5.86125,0.849000000000046,8.0,2.746600787768117,2.0,1.0,1.0
2647,52.75,8.0,180.0,5.30029,1.695526695526667,9.0,2.5470000000000255,2.0,1.0,1.0
1770,32.75,13.317,85.7,5.86207,11.989534268975595,10.0,-1.0,0.0,1.0,1.0
