,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
849,27.93,10.263,167.0,5.48767,2.040501228480022,0.0,2.742755614013804,2.0,1,1.0
1872,26.72,9.165,10.9,5.69423,6.582089780601136,1.0,3.5704401175420792,2.0,1,1.0
174,45.9,11.136,51.1,5.89061,5.327689179849791,2.0,-1.0,0.0,1,1.0
2734,49.35,15.1,53.4,5.86128,2.885023886078403,3.0,2.2737367544323206e-13,1.0,1,1.0
2747,42.87,15.011,117.8,4.37139,6.449891727909745,4.0,5.101253071200031,3.0,1,1.0
1276,54.85,17.474,166.6,5.82678,5.327689179849782,5.0,7.946520737465334,1.0,1,1.0
1962,29.93,12.49,136.1,5.9034,11.0969973679804,6.0,1.6077746776921858e-13,2.0,1,1.0
2205,19.5,7.211,106.1,5.29996,1.82421875,7.0,-1.0,0.0,1,1.0
1021,49.26,44.557,153.9,5.67261,5.327689179849782,8.0,6.364977134371522,2.0,1,1.0
605,40.53,6.928,90.0,5.79189,8.420668381662605,10.0,-1.0,0.0,1,1.0
1156,13.03,6.11,70.9,5.71996,7.133719335650982,11.0,-1.0,0.0,1,1.0
1642,53.32,5.292,160.9,5.46594,4.56743156017654,12.0,0.0,2.0,1,0.9
1562,43.16,10.263,133.0,5.56974,1.291439014254954,14.0,0.4842896303455576,1.0,1,1.0
1545,37.52,11.547,150.0,5.65381,10.198463110185644,15.0,0.0,2.0,1,1.0
2111,14.45,33.005,119.0,5.57504,9.395967478573777,16.0,5.521072673811483,2.0,1,1.0
2925,42.11,12.166,25.3,4.56844,12.196299727382991,17.0,17.19850301260362,2.0,1,1.0
1145,14.93,5.292,19.1,5.51084,4.913458319898515,18.0,1.8821628656217233,2.0,1,1.0
903,40.18,14.048,4.7,5.83736,13.060772155003654,19.0,0.0,3.0,1,1.0
3107,3.98,5.292,160.9,2.48188,2.040501228480022,20.0,-1.0,0.0,1,1.0
2257,19.13,6.429,141.0,5.67854,8.986732660885425,21.0,-1.0,0.0,1,1.0
1716,36.5,48.539,14.5,5.74216,2.040501228480022,22.0,-1.0,0.0,1,1.0
