Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,50.66,26.826666666666668,84.13333333333334,5.916900000000001,6.901631447713435,3.6300764994314085,1.3333333333333333,1.0,0.9333333333333332
1.0,55.96,25.70533333333334,87.23333333333333,3.886506666666667,1.7250221783424895,1.459215007962406,1.0,1.0,0.9333333333333332
4.0,21.525000000000002,6.7715000000000005,64.775,4.8158625,13.065505038972942,-1.0,0.0,1.0,0.9
5.0,38.65,19.63933333333333,75.1,4.76443,9.845613635806744,-1.0,0.0,1.0,0.9666666666666667
6.0,50.358,14.013,115.14000000000001,5.35828,6.682776575774921,2.0576865623304874,1.6,1.0,0.8400000000000001
7.0,40.74,34.871,143.4,5.87321,6.542045907950736,-1.0,0.0,1.0,1.0
8.0,41.61333333333333,13.037333333333335,68.76666666666667,5.678023333333333,8.345936671050978,6.034635614353917,1.3333333333333333,1.0,0.9333333333333332
9.0,23.03,26.633,167.5,5.38338,6.940286544315796,-1.0,0.0,1.0,1.0
10.0,25.155,19.56425,110.2,5.0579624999999995,12.848738966327645,-0.5,1.0,1.0,0.95
11.0,51.74,11.0945,145.3,5.808785,5.369249160475205,4.870263346332411,2.0,1.0,1.0
12.0,45.17666666666667,20.200333333333333,110.5,5.335273333333333,5.254382990544648,5.838393758002049,1.6666666666666667,1.0,0.9333333333333332
16.0,16.775000000000002,14.386666666666668,104.35000000000001,5.531949999999999,19.253857824204033,3.5368418145020137,1.3333333333333333,1.0,0.8333333333333334
17.0,50.99250000000001,10.15575,122.44999999999999,5.5023824999999995,7.357041673111485,1.2023419058361653,1.0,1.0,0.875
18.0,37.4375,11.806,124.80000000000001,4.8972500000000005,12.143750873606006,0.8730590461434349,1.0,1.0,0.925
19.0,24.538571428571426,11.392999999999999,88.52857142857144,4.924205714285714,13.121501375529087,-0.42857142857142855,1.1428571428571428,1.0,0.8285714285714285
22.0,39.635000000000005,8.745999999999999,76.5,4.36299,3.290381457398321,-1.0,0.0,1.0,1.0
