Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,49.43875,15.626124999999998,71.3875,5.697535,12.098790702289515,0.011493756497838181,1.0,1.0,0.7875000000000001
1.0,33.22888888888889,14.984555555555554,107.8777777777778,4.981787777777778,19.382487811817175,4.196667839590112,0.7777777777777778,1.0,0.6555555555555554
2.0,30.585714285714282,13.828999999999999,134.0,5.342082857142858,14.225222951792265,-0.5714285714285714,1.2857142857142858,1.0,0.7571428571428571
3.0,35.78666666666667,14.471666666666666,61.26666666666667,5.87597,4.596067617859689,-1.0,0.0,1.0,0.9666666666666667
5.0,32.79,19.183,112.05000000000001,5.177495,4.081885376787635,0.0,2.0,1.0,1.0
6.0,47.64666666666667,21.489,127.8,5.0690833333333325,5.064559300930612,-1.0,0.0,1.0,0.9666666666666667
7.0,35.106,11.3216,100.22,5.690396,20.53592125949831,5.953822140337343,1.0,1.0,0.9199999999999999
8.0,34.475,15.364,139.05,5.835279999999999,12.850183505457208,-1.0,0.0,1.0,0.9
9.0,50.04,12.28475,108.675,5.6403725,10.240929523726958,5.442444600303366,1.0,1.0,0.875
10.0,42.532222222222224,15.032555555555556,74.46666666666665,5.366034444444445,20.831388914557063,1.0697690983214316,0.8888888888888888,1.0,0.6555555555555556
