Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,40.711666666666666,34.81583333333333,91.3,5.436016666666667,17.86496271521806,-0.3333333333333333,1.3333333333333333,1.0,0.8333333333333334
1.0,31.791999999999994,22.2112,97.46,5.067066,10.243535237872894,2.7539104840927515,0.8,1.0,0.8200000000000001
2.0,41.3925,18.863500000000002,32.725,5.327757500000001,15.498652814734431,5.93072536053384,1.0,1.0,0.9
3.0,34.12428571428571,23.34657142857143,98.04285714285713,5.607831428571429,26.671545552229976,2.2463348951026725,0.7142857142857143,1.0,0.7857142857142856
4.0,43.08,18.9525,98.05000000000001,4.989000000000001,3.5619852580111626,-1.0,0.0,1.0,1.0
5.0,42.224999999999994,18.401625,110.1625,5.519266250000001,15.161975046543265,3.2671151405108594,1.0,1.0,0.6875000000000001
6.0,36.73800000000001,26.2372,78.50999999999999,5.456752999999999,31.275634870375477,3.762192383883864,0.9,1.0,0.7
7.0,29.78333333333333,31.412333333333333,108.66666666666667,5.579003333333333,13.721040277105082,3.021237519320104,1.3333333333333333,1.0,0.9333333333333332
8.0,45.673333333333325,16.052666666666667,41.93333333333333,5.440966666666667,7.5270437164559745,3.6775903953765767,1.3333333333333333,1.0,0.9333333333333332
9.0,35.4025,26.16425,112.875,5.1836875000000004,14.180526831602215,6.322396627016706,1.25,1.0,0.9249999999999999
10.0,45.045,35.126,158.15,5.887575,10.953437447828032,10.935904278469962,2.0,1.0,1.0
11.0,35.154444444444444,14.502666666666666,89.74444444444444,5.658968888888889,24.05722741458823,6.436047210524752,0.7777777777777778,1.0,0.6444444444444444
12.0,37.62,18.876666666666665,124.98333333333333,5.539496666666667,18.117512951858867,-1.0,0.0,1.0,0.8000000000000002
13.0,49.8,15.725000000000001,112.19999999999999,5.499695,6.314419383680883,4.884081437243048,2.0,1.0,1.0
14.0,39.98708333333334,21.465208333333326,111.30000000000001,5.464460833333334,41.81297157638537,1.267510291631949,1.2916666666666667,1.0,0.27708333333333324
15.0,35.580000000000005,29.546999999999997,80.83333333333333,5.182813333333333,20.235578991432515,-1.0,0.0,1.0,0.9333333333333332
16.0,37.10636363636363,19.64090909090909,108.72727272727273,5.060435454545454,29.78427348782893,2.5293340358940437,1.0,1.0,0.5545454545454546
17.0,50.870000000000005,19.526666666666667,139.26666666666665,5.6260233333333325,7.20217299995572,2.257943232509933,1.3333333333333333,1.0,0.9333333333333332
19.0,36.926,20.9502,101.53999999999999,5.585482000000001,20.013028265073153,-0.5999999999999839,0.8,1.0,1.0
