,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
3774,43.93,14.0,141.8,5.46819,11.86447067617316,0.0,9.515798945029546,2.0,1.0,1.0
3176,21.99,27.495,109.1,5.64991,4.742913000977524,1.0,-1.0,0.0,1.0,1.0
856,55.37,8.718,156.6,4.97669,4.893240668414119,2.0,-1.0,0.0,1.0,1.0
2493,30.64,11.719,39.8,4.91777,9.786481336828267,3.0,9.322084102707322,2.0,1.0,1.0
446,8.27,7.211,73.9,5.83505,7.499914438998104,4.0,9.841040502808003,1.0,1.0,1.0
2023,44.37,7.211,133.9,5.91708,4.747404844290656,7.0,-1.0,0.0,1.0,1.0
1555,5.03,12.49,76.1,5.79282,9.559786123998338,8.0,20.64858865745399,2.0,1.0,1.0
2481,51.97,7.024,124.7,5.27902,10.941740515517106,10.0,-1.0,0.0,1.0,1.0
4237,42.82,23.692,152.4,2.65839,8.639790506587468,12.0,-1.0,0.0,1.0,1.0
2482,42.71,18.583,36.2,5.51102,6.386176498859723,14.0,-1.0,0.0,1.0,1.0
