,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
713,22.88,17.01,100.2,4.34425,8.352527421153708,1.0,-1.0,0.0,1,1.0
2361,47.26,35.796,107.9,5.7643,7.651490066225165,8.0,7.2321698140137824,2.0,1,1.0
1502,41.12,8.083,8.2,4.98376,1.200542628368011,9.0,0.0,2.0,1,1.0
2700,42.14,18.148,52.7,5.89859,1.200542628367971,10.0,0.6433660902591417,2.0,1,1.0
2685,51.82,9.866,144.2,5.89369,1.700331125827802,11.0,-1.0,0.0,1,1.0
547,42.8,15.011,177.8,5.77839,6.628446074535437,12.0,-1.0,0.0,1,1.0
2367,52.99,19.009,1.7,4.38152,0.84765625,13.0,1.0463576158939532,0.0,1,1.0
1544,50.16,37.541,148.5,4.95724,10.247467609461852,14.0,-1.0,0.0,1,1.0
2429,56.48,16.042,115.9,3.84165,8.485604574786027,15.0,-1.0,0.0,1,1.0
293,37.26,7.211,166.1,5.84049,5.375334213775572,16.0,-1.0,0.0,1,1.0
