Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,44.830000000000005,16.120666666666665,123.60000000000001,5.539266666666667,7.565647733754038,6.107746952099384,1.0,1,0.9333333333333332
1.0,23.71,10.64725,105.875,5.20458,11.924071763066689,-1.0,0.0,1,0.875
2.0,27.455,13.539833333333334,134.2,5.397845,10.867210606291096,1.4335272146766258,0.6666666666666666,1,0.85
4.0,25.18166666666667,10.599333333333332,108.98333333333333,5.262403333333332,7.26083911093611,1.0395982121889065,0.3333333333333333,1,0.7666666666666666
5.0,30.13,12.858,21.1,5.39026,7.439664590144646,-1.0,0.0,1,1.0
6.0,36.114999999999995,18.9525,70.95,4.342205,7.55972869698544,7.128998032620904,2.0,1,1.0
7.0,23.82625,8.4055,96.4375,5.41803125,7.751936986501886,2.3315560277550285,1.25,1,0.7625
8.0,44.26333333333334,19.751,91.23333333333333,4.790706666666666,15.038181992919045,-0.27277756087914484,0.6666666666666666,1,0.8166666666666668
9.0,51.725,17.8125,141.175,5.8078675,10.014599391808805,3.1563662207052428,1.0,1,0.925
10.0,31.015,23.2845,57.24999999999999,4.906245,6.236593908847665,2.3666374363932396,1.0,1,0.875
11.0,39.11571428571428,13.470714285714283,90.22857142857143,5.2514585714285715,14.94510730663428,2.208927459729171,1.2857142857142858,1,0.7714285714285715
