,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
262,53.88,30.353,171.2,5.91695,7.552173913043482,0.0,5.354775955976106,2.0,1.0,1.0
1641,59.62,28.0,141.8,3.62176,4.743333150503063,1.0,-1.0,0.0,1.0,1.0
224,41.44,32.145,141.0,5.61643,2.517391304347825,2.0,-1.0,0.0,1.0,1.0
554,16.36,15.011,150.0,4.30302,7.735862822640145,4.0,-1.0,0.0,1.0,0.9
318,11.14,6.429,158.9,4.41493,4.19342157198883,6.0,-1.0,0.0,1.0,1.0
649,12.9,8.083,51.8,5.60731,5.929166438128858,10.0,0.9862790208776605,2.0,1.0,1.0
1100,34.37,5.292,160.9,5.71211,10.739919619041409,11.0,0.0,2.0,1.0,1.0
1832,43.82,13.013,57.5,3.92619,3.3515625,12.0,1.2049607826756275,1.0,1.0,1.0
1166,31.96,11.015,3.0,5.80932,2.513671875,13.0,-1.0,0.0,1.0,1.0
1498,50.7,22.301,139.7,5.05702,10.097881737200105,14.0,-1.0,0.0,1.0,1.0
689,27.2,9.165,169.1,5.25059,10.940827278191582,15.0,15.280355312243906,2.0,1.0,1.0
