Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,50.403333333333336,21.743333333333336,100.80000000000001,4.476486666666666,5.868942464371346,3.896437104110729,1.0,1.0,0.9333333333333332
1.0,49.27,13.4195,50.0,4.42492,5.519992988467018,-1.0,0.0,1.0,1.0
2.0,45.73333333333333,34.80266666666667,113.63333333333333,5.828773333333333,7.893433345179154,-0.3333333333333333,1.3333333333333333,1.0,1.0
3.0,25.789999999999996,22.225666666666665,110.10000000000001,5.74523,2.164321889174824,9.473903143468002e-15,3.0,1.0,1.0
5.0,60.15,8.083,150.0,5.17268,8.92652602861424,-1.0,0.0,1.0,1.0
6.0,36.99333333333333,15.696333333333333,70.36666666666667,5.097783333333333,4.733625106109693,1.7211928973794384,1.3333333333333333,1.0,0.9333333333333332
7.0,36.964285714285715,12.373857142857144,109.38571428571429,5.2609642857142855,7.200718749426315,1.78190067123668,1.1428571428571428,1.0,0.7857142857142857
8.0,36.99333333333333,17.9415,84.46666666666667,5.261315000000001,12.407107779869447,-0.3333333333333239,1.3333333333333333,1.0,0.7999999999999999
10.0,58.14,10.263,47.0,5.8447,5.217217001425354,-1.0,0.0,1.0,1.0
11.0,34.09818181818182,17.655727272727272,74.18181818181819,5.670655454545454,19.70548780400476,1.547093715146915,1.3636363636363635,1.0,0.5636363636363636
12.0,33.49,12.280333333333333,75.56666666666666,5.551513333333333,9.442699230215636,6.598294703824318,1.3333333333333333,1.0,0.9333333333333332
13.0,32.575,10.1225,122.15,5.405895,2.164321889174846,0.0,2.0,1.0,1.0
14.0,52.491666666666674,14.978166666666667,80.45,5.335358333333333,15.986266451371536,4.736951571734001e-15,3.0,1.0,0.8666666666666667
