Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,42.946666666666665,19.604333333333333,48.46666666666667,5.184353333333333,12.36908902095736,4.316411909261196,1.3333333333333333,1.0,0.9333333333333332
1.0,54.77,28.095,55.3,5.85603,1.067777777777735,-1.0,0.0,1.0,1.0
2.0,17.975,11.876000000000001,109.14999999999999,5.5960125000000005,13.223246583738451,-0.5,1.0,1.0,0.95
4.0,50.00333333333333,18.659000000000002,88.06666666666666,5.0632166666666665,12.974933652759832,7.773804861649109,1.3333333333333333,1.0,0.9666666666666667
5.0,36.626,24.082600000000003,115.94000000000001,5.412941999999999,20.107995964722292,4.6907011573103805,1.2,1.0,0.8800000000000001
6.0,27.594,13.254,90.98,5.546788000000001,13.38724756785732,5.3274847144901,1.0,1.0,0.9400000000000001
7.0,59.754999999999995,15.516,117.44999999999999,5.811425,8.784179296859984,-1.0,0.0,1.0,1.0
8.0,45.26624999999999,11.90425,100.9375,4.95746125,22.822003996805552,4.760005072344528,0.875,1.0,0.7000000000000001
9.0,21.87,14.1705,152.9,5.5831800000000005,7.1753074146260065,-1.0,0.0,1.0,1.0
10.0,45.79,20.299333333333333,65.10000000000001,5.352726666666666,7.110309333359278,1.9601112129539733,1.3333333333333333,1.0,0.9666666666666667
