Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,35.85,28.0,141.8,4.94929,8.263378727524765,-1.0,0.0,1.0,1.0
1.0,12.21,18.042749999999998,150.85,5.3352225,9.959030458979862,2.477996555299159,1.0,1.0,0.925
2.0,35.760000000000005,18.09575,91.075,5.7748375,8.060036024080604,3.913334348680988,1.0,1.0,0.9
4.0,9.96,11.568,55.55,3.728865,4.021039053072858,-1.0,0.0,1.0,1.0
5.0,23.345,15.717500000000001,140.9,5.829459999999999,6.990764286988414,7.007018837108303,2.0,1.0,1.0
8.0,50.19,15.6385,61.800000000000004,5.17703,13.134254095330217,13.109636468539781,2.0,1.0,1.0
9.0,33.36000000000001,16.527,120.8,5.294810000000001,13.301302464134693,0.5728922931442321,1.3333333333333333,1.0,0.9666666666666667
10.0,37.8675,11.30475,128.825,5.748872500000001,8.577273432361364,5.821179190473445,0.75,1.0,0.875
11.0,15.35,7.572,22.4,4.00092,8.753341021531714,-1.0,0.0,1.0,1.0
12.0,46.81,32.8745,67.2,5.16,19.332346232481804,-1.0,0.0,1.0,1.0
13.0,42.7,23.475,135.0,5.72837,8.736064484815003,8.970217143537305,2.0,1.0,1.0
14.0,10.73,20.576999999999998,26.950000000000003,5.40428,7.087677673537826,6.224320233595049,2.0,1.0,1.0
