Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,56.52333333333333,12.865,8.833333333333334,4.978003333333333,7.370663207202052,-1.0,0.0,1.0,0.9333333333333332
1.0,42.7975,21.27125,93.3,5.4558475,12.913503657012043,8.556846444690235,2.0,1.0,0.9
3.0,54.004999999999995,35.2105,53.0,5.84001,7.89473635113772,2.625208945196597,0.5,1.0,1.0
4.0,34.32333333333333,19.93433333333333,108.90000000000002,5.492503333333333,11.437530455737308,9.358412800293763,3.0,1.0,0.9333333333333332
5.0,38.35,13.73675,65.475,5.09254,20.82617620510649,7.872578843970253,1.75,1.0,0.7000000000000001
6.0,39.959999999999994,15.311,49.0,5.8745449999999995,9.927401832078157,-1.0,0.0,1.0,1.0
7.0,25.865000000000002,11.168,44.7,5.88216,5.487407279170716,5.900699086928911,3.0,1.0,1.0
8.0,6.17,6.429,98.9,5.84932,3.314152901821216,-1.0,0.0,1.0,1.0
10.0,27.2325,9.632,147.05,5.682115,11.940677374002085,-0.5,1.0,1.0,0.9249999999999999
11.0,39.04333333333333,13.411333333333332,104.23333333333333,5.682290000000001,7.876343364065221,3.4123517894160664,1.3333333333333333,1.0,0.9666666666666667
14.0,44.06333333333333,20.314333333333334,67.53333333333333,5.426396666666666,7.934326039873571,-1.0,0.0,1.0,0.9333333333333332
15.0,33.06666666666666,10.410166666666667,113.7,5.256676666666666,18.417472809399374,2.379260009963685,1.0,1.0,0.8333333333333334
16.0,43.5625,17.26175,147.54999999999998,4.748212499999999,10.311030866532064,3.4299360706464452,1.0,1.0,0.925
17.0,40.82,27.705,171.85,5.59023,8.936169800191081,4.234163400852636,2.0,1.0,1.0
18.0,46.94499999999999,13.194,98.95,5.77087,8.09066586314763,5.231037432982831,1.0,1.0,0.875
