Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,44.76,19.079,153.0,3.96581,7.306571082878563,-1.0,0.0,1.0,1.0
1.0,40.51,8.782,36.1,3.8664949999999996,1.700490998363364,-1.0,0.0,1.0,1.0
2.0,36.44,16.363500000000002,70.05,5.783272500000001,10.449261304895504,1.6927594210375478,2.0,1.0,0.8999999999999999
3.0,48.57333333333333,11.909666666666666,45.26666666666667,5.154373333333333,10.716778637158157,-1.0,0.0,1.0,1.0
4.0,27.62,43.863,168.6,5.86339,5.375789355275105,-1.0,0.0,1.0,1.0
6.0,42.97666666666667,27.066666666666663,91.06666666666668,5.341933333333333,9.185230290488315,1.72518195390343,1.3333333333333333,1.0,0.9333333333333332
7.0,12.16,9.019,63.7,5.70286,3.062734260846748,-1.0,0.0,1.0,1.0
8.0,33.655,20.8945,101.65,4.988905,2.043747013691987,-0.03691134441931146,1.0,1.0,0.875
9.0,29.958,29.822799999999994,109.43999999999998,4.728280000000001,6.4943297001726155,1.0908705242779193,1.0,1.0,0.8800000000000001
10.0,26.78,17.886499999999998,106.45,4.848739999999999,8.68765634127137,4.903235062169438,2.0,1.0,1.0
11.0,47.07333333333333,23.857,96.56666666666666,5.840879999999999,12.742323222008258,10.740096178639213,1.0,1.0,0.9666666666666667
12.0,36.129999999999995,16.8834,113.98000000000002,5.0869860000000005,10.742867193222626,0.04235284151564963,1.0,1.0,0.8399999999999999
13.0,31.085999999999995,12.924600000000002,110.72,5.679066000000001,5.482745524899604,2.382786184352745,1.6,1.0,0.8800000000000001
15.0,51.379999999999995,9.198,35.0,5.763805,1.5503247171613306,-1.0,0.0,1.0,1.0
17.0,46.88,21.044333333333334,85.93333333333334,5.740349999999999,12.175465504588244,0.7310334695816686,1.3333333333333333,1.0,0.9666666666666667
