Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,25.5,11.719,140.2,5.8983,13.898126916233311,-1.0,0.0,1,1.0
1.0,25.5,24.012,14.7,5.56335,2.0680851063829664,-1.0,0.0,1,1.0
2.0,44.69,8.301333333333334,112.96666666666665,5.740266666666667,12.701283596422174,4.128865162471482,1.3333333333333333,1,0.9666666666666667
3.0,32.82,29.462,169.8,5.61437,3.726280011166526,-1.0,0.0,1,1.0
4.0,26.655,12.081,110.65,5.02214,7.946975852893557,-1.0,0.0,1,1.0
5.0,32.82,13.7685,93.15,5.776389999999999,8.476296181569406,-1.0,0.0,1,1.0
7.0,32.81333333333333,17.216666666666665,46.6,5.616506666666666,9.194812715398168,5.957030008550997,1.3333333333333333,1,1.0
8.0,52.065,13.317,120.0,5.705629999999999,6.247096845332123,7.123261002273251,2.0,1,1.0
13.0,24.71,14.615000000000002,66.4,4.72577,4.650286823793192,-1.0,0.0,1,1.0
14.0,44.00999999999999,13.918076923076923,96.05384615384618,4.814705384615386,18.650650157668103,3.5542774886595017,1.0769230769230769,1,0.4846153846153847
15.0,39.25875,13.976375,71.08749999999999,5.67913125,15.736414428806585,1.1333212359107916,0.625,1,0.7250000000000001
16.0,44.004999999999995,9.7315,72.5,5.4506,7.4014537898596675,0.013543721484934323,0.5,1,1.0
17.0,38.36,21.5715,41.05,5.678369999999999,4.13326554719755,3.9172628808068226,2.0,1,1.0
18.0,44.49999999999999,14.534199999999998,131.02,5.563356000000001,14.22366451359182,6.0522629103618915,2.0,1,0.8800000000000001
19.0,49.28,19.1715,97.8,5.8189150000000005,10.772607239591236,3.943967772251148,2.0,1,1.0
20.0,39.9,29.029,73.96666666666667,5.184073333333333,11.145348126827296,-1.0,0.0,1,1.0
21.0,22.1525,14.096499999999999,107.525,5.77738,15.955660095863562,6.089981555196312,1.0,1,0.875
22.0,48.75,20.9226,51.82000000000001,5.215778,19.14293062578015,5.347314376197377,1.6,1,0.8800000000000001
23.0,40.123333333333335,25.40433333333333,104.53333333333332,5.345913333333333,13.587522318901643,-1.0,0.0,1,0.9333333333333332
