Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,51.16,19.425,168.0,5.87266,12.948242752812684,-1.0,0.0,1.0,1.0
1.0,29.92,10.083,137.35,4.441865,8.252425560455872,7.5062521887527796,2.0,1.0,1.0
2.0,47.75,9.866,95.8,5.5779,4.31957756953895,-1.0,0.0,1.0,1.0
4.0,31.16,25.32575,73.94999999999999,5.64004,12.04901233747572,3.448853307370788,2.0,1.0,0.8999999999999999
5.0,26.78,24.299,154.05,4.9414750000000005,12.731914910825125,-1.0,0.0,1.0,1.0
6.0,12.1,9.355333333333334,122.2,5.62616,10.677122207327338,-1.0,0.0,1.0,0.9666666666666667
7.0,48.60333333333333,14.964,116.58333333333333,5.381776666666667,11.81303481691778,1.6404176756758115,0.6666666666666666,1.0,0.7999999999999999
8.0,10.07,51.316,47.0,5.85774,15.60718418936866,-1.0,0.0,1.0,1.0
9.0,43.580000000000005,27.862,115.60000000000001,5.3905,12.045230790219506,-1.0,0.0,1.0,0.9333333333333332
10.0,36.048,23.5188,102.19999999999999,5.211484,14.83784443059119,1.0418344926585092,1.6,1.0,0.8799999999999999
12.0,51.080000000000005,17.390333333333334,96.76666666666667,5.8331100000000005,9.873101585799969,2.863494760691007,1.3333333333333333,1.0,0.9333333333333332
13.0,44.695,20.100749999999998,99.19999999999999,4.455355,17.34065045625639,8.854346467591238,2.0,1.0,0.9
14.0,50.65,8.327,163.9,5.31585,5.358990322383637,-1.0,0.0,1.0,1.0
15.0,48.06,12.613,105.49999999999997,5.8688,11.463727093003694,2.275842777075947,0.8,1.0,0.8399999999999999
16.0,39.59,25.325,9.2,5.6516,6.774368422818948,-1.0,0.0,1.0,1.0
17.0,38.33,17.4725,83.14999999999999,5.06756,6.172654017289025,5.536442403536423,2.0,1.0,1.0
18.0,35.403333333333336,24.540333333333333,110.43333333333332,4.5761433333333335,12.198510787889356,8.369687142444112,1.3333333333333333,1.0,0.9333333333333332
21.0,41.02,13.239666666666666,113.26666666666667,5.774366666666666,4.521733384048326,2.382799733985523,1.3333333333333333,1.0,0.9666666666666667
22.0,12.93,8.0,60.0,5.80178,5.358990322383586,-1.0,0.0,1.0,1.0
28.0,43.76,14.868500000000001,93.35,5.646577499999999,7.326308302121131,1.2379843718318893,1.0,1.0,0.9
29.0,36.61,15.277615384615384,81.39999999999999,5.216952307692308,24.509027367347628,3.563070019753598,1.5384615384615385,1.0,0.5384615384615385
30.0,26.862499999999997,22.8335,103.45,4.4072425,17.809939606818073,6.598867053268837,1.0,1.0,0.8999999999999999
31.0,49.78,13.805666666666667,34.666666666666664,4.30217,14.088092826250973,-1.0,0.0,1.0,0.9333333333333332
33.0,40.56,24.249,171.8,5.56199,6.45392110041922,-1.0,0.0,1.0,1.0
