Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,50.14,15.3865,84.2,5.14637,13.432149777084692,6.2811678250081755,2.0,1.0,1.0
1.0,18.198,26.767600000000005,86.02,5.299612,5.847986289016022,-0.4,1.8,1.0,0.9199999999999999
2.0,55.37,9.292,156.2,5.045365,5.801954762041191,-1.0,0.0,1.0,1.0
3.0,30.64,19.8715,27.65,5.311505,9.959265666240046,7.560606298467308,2.0,1.0,1.0
4.0,29.624000000000002,16.154400000000003,97.82000000000001,4.740002,10.463156585837089,3.114661178694747,1.0,1.0,0.8200000000000001
7.0,39.25,11.263,50.56,5.769714,13.92988518531389,5.725421879432998,0.8,1.0,0.8400000000000001
8.0,31.310000000000002,18.302,87.8,5.650183333333334,11.648440690044746,8.030110264792315,1.3333333333333333,1.0,0.9333333333333332
10.0,46.272499999999994,14.620999999999999,110.19999999999999,4.877565,14.734270565302317,2.4879299305032023,1.0,1.0,0.9
12.0,42.82,23.692,152.4,2.65839,8.639790506587468,-1.0,0.0,1.0,1.0
14.0,42.71,19.4075,34.5,4.988295,6.802663022984088,-1.0,0.0,1.0,1.0
