,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
2979,21.17,14.048,124.7,5.17756,8.460153194747836,0.0,2.6368747665842935,2.0,1.0,1.0
3593,27.68,7.572,97.6,5.3494,16.855911102629165,1.0,0.0,2.0,1.0,1.0
1315,41.71,55.365,173.4,5.7107,7.930593142413006,2.0,8.496228562698814,2.0,1.0,1.0
1847,53.5,62.097,176.8,5.58321,10.660055201434144,3.0,-1.0,0.0,1.0,1.0
945,9.06,5.292,79.1,4.3219,4.673665787968018,4.0,-1.0,0.0,1.0,1.0
3662,55.7,6.0,120.0,5.86284,5.034578572129368,5.0,-1.0,0.0,1.0,1.0
448,23.23,17.01,178.1,5.58484,12.710780112488576,6.0,-1.0,0.0,1.0,1.0
1726,54.12,22.301,160.3,5.71036,9.207477971506242,7.0,-1.0,0.0,1.0,1.0
2600,59.54,8.327,163.9,5.49403,5.610000000000014,8.0,-1.0,0.0,1.0,1.0
1374,14.43,18.583,96.2,4.03632,11.253904525923538,9.0,2.3352803002147295,2.0,1.0,1.0
1157,47.66,20.133,173.4,4.48201,11.250024682726693,10.0,3.6635415330368755,2.0,1.0,1.0
2731,27.01,31.262,7.4,5.82636,14.024999999999977,11.0,-1.0,0.0,1.0,1.0
