,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
2294,55.75,16.371,72.2,4.52102,3.359135913591331,0.0,1.10271639464824,1.0,1.0,1.0
475,16.3,10.263,133.0,4.31763,5.62328368073561,3.0,0.847354174389549,2.0,1.0,1.0
1441,27.45,14.189,129.4,5.38118,6.112680442012553,4.0,2.6990031498299563,2.0,1.0,1.0
2098,41.32,8.327,43.9,5.4641,10.51702800014725,5.0,-1.0,0.0,1.0,1.0
1280,56.26,14.422,13.9,4.6734,5.931479220726883,6.0,0.0,2.0,1.0,1.0
1631,33.45,6.0,120.0,4.86176,6.550199496199109,7.0,7.773839332748483,2.0,1.0,1.0
517,46.93,12.49,43.9,5.85291,11.659979461709826,8.0,13.69049528243448,1.0,1.0,1.0
1567,18.09,5.291,139.1,5.2907,5.300484289398359,9.0,-1.0,0.0,1.0,1.0
768,55.87,60.399,173.4,5.60264,8.918304245628686,10.0,18.69023054033579,2.0,1.0,1.0
914,46.85,15.875,160.9,5.39134,6.100977200021027,11.0,5.310063981846589,2.0,1.0,1.0
1616,44.91,5.292,19.1,5.65089,3.753936185370048,12.0,-1.0,0.0,1.0,1.0
