,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
2370,35.85,28.0,141.8,4.94929,8.263378727524765,0.0,-1.0,0.0,1.0,1.0
1765,5.28,6.928,150.0,5.79047,8.753341021531694,1.0,-1.0,0.0,1.0,1.0
185,11.97,6.11,70.9,5.39868,6.482979635328594,2.0,6.28424683432806,2.0,1.0,1.0
501,9.96,11.136,51.1,3.04985,3.694360358912884,4.0,-1.0,0.0,1.0,1.0
2856,28.26,23.352,170.0,5.89711,5.223645711168882,5.0,6.263864604595082,2.0,1.0,1.0
2809,46.74,14.189,9.4,5.21909,8.816362375579772,8.0,16.644245270494096,2.0,1.0,1.0
2156,26.61,9.866,144.2,5.84844,11.454875507191552,9.0,1.5180491507621778,2.0,1.0,1.0
1189,11.96,6.11,169.1,5.78662,7.243801117545902,10.0,-1.0,0.0,1.0,1.0
722,15.35,7.572,22.4,4.00092,8.753341021531714,11.0,-1.0,0.0,1.0,1.0
2517,41.01,55.749,14.4,4.63013,19.332346232481804,12.0,-1.0,0.0,1.0,1.0
361,31.23,10.0,120.0,5.70342,4.347717747232836,13.0,6.5460792622643815,2.0,1.0,1.0
2771,10.73,27.154,32.1,5.44034,5.974398409276659,14.0,3.2105829105884816,2.0,1.0,1.0
