Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,27.175,15.761,145.65,5.509449999999999,8.639480681073803,4.878852553443908,2.0,1.0,1.0
1.0,34.92642857142857,13.350214285714284,90.86428571428573,5.312545714285713,20.010172618533243,1.0006944187839915,0.9285714285714286,1.0,0.5178571428571428
2.0,33.95,24.3454,116.44000000000001,5.530578,11.8667519172091,2.36973411757616,0.8,1.0,0.9
3.0,53.5,62.097,176.8,5.58321,10.660055201434144,-1.0,0.0,1.0,1.0
4.0,9.725000000000001,5.646,129.55,4.642985,5.470928959458444,-1.0,0.0,1.0,1.0
5.0,44.705,11.505,149.05,5.887245,7.189917090178056,-1.0,0.0,1.0,1.0
6.0,23.23,17.01,178.1,5.58484,12.710780112488576,-1.0,0.0,1.0,1.0
7.0,54.12,16.1505,170.15,5.030745,11.723610957749717,-1.0,0.0,1.0,1.0
8.0,47.333333333333336,13.554666666666668,113.93333333333334,5.651893333333334,6.446233196891371,-1.0,0.0,1.0,0.9333333333333332
9.0,37.410000000000004,22.766333333333336,94.46666666666665,5.229023333333333,11.95456047524344,7.989475285892571,1.3333333333333333,1.0,0.9666666666666667
10.0,47.66,19.779,92.7,5.19872,11.698406272312496,2.8521918271945745,2.0,1.0,1.0
11.0,44.90500000000001,15.836800000000002,66.38000000000002,5.599500999999999,18.693863517694655,-0.16204309536091438,0.9,1.0,0.61
