Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,12.8,25.2295,46.65,3.959905,10.286725706391294,-1.0,0.0,1.0,1.0
2.0,35.70666666666667,15.406,68.39999999999999,5.214846666666666,7.388729690722202,1.816875167508565,1.3333333333333333,1.0,1.0
3.0,47.91,10.0885,97.9,5.867605,3.0703220257979744,-1.0,0.0,1.0,1.0
4.0,39.33,22.596000000000004,114.0,5.41258,8.731262405785484,-1.0,0.0,1.0,1.0
5.0,42.550000000000004,15.413999999999998,83.9375,5.1194837500000006,13.322029770344793,0.08725000000003169,2.125,1.0,0.7375
6.0,32.53,13.317,145.7,5.39865,2.399586375866427,-1.0,0.0,1.0,1.0
7.0,36.042500000000004,16.7525,114.04999999999998,5.03988,12.24886419010667,2.2617193520427237,1.25,1.0,0.8999999999999999
8.0,44.78666666666667,17.901666666666667,146.63333333333335,5.582143333333334,2.4393186411304195,0.9826260318016846,1.3333333333333333,1.0,0.9333333333333332
9.0,40.68333333333333,12.149666666666667,124.0,5.432686666666666,4.1940418531790815,0.5156666666666752,1.3333333333333333,1.0,0.9333333333333332
10.0,32.75,9.870666666666667,73.46666666666665,5.343506666666666,14.52178415407883,-1.0,0.0,1.0,0.9666666666666667
