Void_id,misorientation,Length,Trace,Sigma,Distance_Center,Pred_lenght,Junction,Void,Void_Parameter
0.0,37.23444444444444,17.44377777777778,68.35555555555555,5.2111655555555565,11.848274122096974,0.9784186269774189,1.3333333333333333,1.0,0.6555555555555554
1.0,47.63333333333333,18.575666666666667,107.88333333333334,5.551631666666666,4.056742966046069,1.321742848678695,1.5,1.0,0.8666666666666667
2.0,48.22,15.849499999999999,86.35,5.79384,4.653934273563619,-1.0,0.0,1.0,1.0
3.0,25.68,15.319,87.85,3.588365,3.937664311033388,3.2206247661785845,2.0,1.0,1.0
4.0,21.0,13.8565,90.0,5.863165,4.267004162410464,-1.0,0.0,1.0,1.0
5.0,36.14,18.71975,92.1625,5.47647,15.35019195163725,0.9282586483159498,0.75,1.0,0.7875000000000001
6.0,41.222500000000004,10.3485,100.67499999999998,5.686875000000001,4.191029371963257,1.5273990544069547,1.0,1.0,0.9
7.0,40.056666666666665,9.776000000000002,139.10000000000002,5.645630000000001,3.6338979097731374,1.1345828667697753,1.3333333333333333,1.0,0.9666666666666667
10.0,35.4225,18.89225,101.29999999999998,5.3349899999999995,15.57825705115718,-0.24999999999999467,2.25,1.0,0.95
12.0,32.491176470588236,20.888941176470585,113.9529411764706,5.083219411764706,21.57388742487692,-0.23224535933432527,2.1176470588235294,1.0,0.3794117647058822
13.0,40.86333333333334,32.16433333333333,47.666666666666664,5.192889999999999,2.8030492743494926,1.1464802968682082,1.0,1.0,0.9333333333333332
15.0,40.63,13.062333333333333,103.63333333333333,5.75,6.364276795593844,3.2883856678438383,1.3333333333333333,1.0,0.9333333333333332
16.0,59.31,13.115,112.4,5.29579,0.0,-1.0,0.0,1.0,1.0
