,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
0,24.8,2.0,180.0,2.49279,232.9359668614182,-1.0,-1.0,-1.0,0.0,0.0
1,42.72,1.155,30.0,4.74183,207.4169590010605,-1.0,-1.0,-1.0,0.0,0.0
2,54.99,1.155,30.0,5.90687,192.07079643047658,-1.0,-1.0,-1.0,0.0,0.0
3,46.78,1.155,150.0,5.8589,185.7174835300637,-1.0,-1.0,-1.0,0.0,0.0
4,37.74,1.155,150.0,5.68011,165.59354018770424,-1.0,-1.0,-1.0,0.0,0.0
5,39.44,1.155,30.0,5.88318,154.4511541459182,-1.0,-1.0,-1.0,0.0,0.0
6,48.29,1.155,150.0,5.58925,129.14694164541586,-1.0,-1.0,-1.0,0.0,0.0
7,9.2,1.155,150.0,5.37389,122.16041883927421,-1.0,-1.0,-1.0,0.0,0.0
8,9.68,1.155,150.0,3.69858,115.32254417653748,-1.0,-1.0,-1.0,0.0,0.0
9,27.65,1.155,30.0,5.83789,109.75382179477846,-1.0,-1.0,-1.0,0.0,0.0
10,53.11,1.155,30.0,5.59707,103.2580667740325,-1.0,-1.0,-1.0,0.0,0.0
11,24.72,1.155,150.0,5.8912,92.00578465164836,-1.0,-1.0,-1.0,0.0,0.0
12,41.31,1.155,150.0,5.71779,84.52321282564843,-1.0,-1.0,-1.0,0.0,0.0
13,20.91,1.155,30.0,5.57781,77.04817693353257,-1.0,-1.0,-1.0,0.0,0.0
14,21.82,1.155,150.0,5.63647,68.64823294819881,-1.0,-1.0,-1.0,0.0,0.0
15,42.22,1.155,30.0,5.17014,67.21456266148616,-1.0,-1.0,-1.0,0.0,0.0
16,59.49,1.155,150.0,5.62468,65.9956336137788,-1.0,-1.0,-1.0,0.0,0.0
17,29.18,1.155,150.0,4.63727,65.31037510218,-1.0,-1.0,-1.0,0.0,0.0
18,10.1,1.155,150.0,5.71546,75.76562113711661,-1.0,-1.0,-1.0,0.0,0.0
19,35.15,1.155,150.0,5.83482,97.29772187799585,-1.0,-1.0,-1.0,0.0,0.0
20,48.72,1.155,30.0,5.88478,106.7946442125083,-1.0,-1.0,-1.0,0.0,0.0
21,41.86,1.155,30.0,4.43134,127.14409316991224,-1.0,-1.0,-1.0,0.0,0.0
22,44.68,1.155,150.0,5.77199,133.03141676223652,-1.0,-1.0,-1.0,0.0,0.0
23,16.08,1.155,150.0,4.08404,179.75716986079766,-1.0,-1.0,-1.0,0.0,0.0
24,57.38,1.155,30.0,4.00571,183.55233703413063,-1.0,-1.0,-1.0,0.0,0.0
25,50.01,1.155,150.0,5.91253,210.36317035975927,-1.0,-1.0,-1.0,0.0,0.0
26,40.43,1.155,150.0,5.71023,223.26296271919426,-1.0,-1.0,-1.0,0.0,0.0
27,49.06,1.155,30.0,5.86346,250.55783654611568,-1.0,-1.0,-1.0,0.0,0.0
28,49.12,1.155,150.0,4.97841,272.8080060835284,-1.0,-1.0,-1.0,0.0,0.0
29,55.98,1.155,30.0,5.76955,279.21620335022516,-1.0,-1.0,-1.0,0.0,0.0
30,52.6,1.155,30.0,5.8628,274.02761838332583,-1.0,-1.0,-1.0,0.0,0.0
31,46.67,1.155,150.0,5.82302,255.53556598436248,-1.0,-1.0,-1.0,0.0,0.0
32,38.56,1.155,150.0,5.18373,245.5215349291571,-1.0,-1.0,-1.0,0.0,0.0
33,52.87,1.155,30.0,5.88229,228.38075211361092,-1.0,-1.0,-1.0,0.0,0.0
34,61.7,1.155,30.0,4.19987,223.75601980225983,-1.0,-1.0,-1.0,0.0,0.0
35,38.8,1.155,30.0,4.75569,217.30262277914488,-1.0,-1.0,-1.0,0.0,0.0
36,44.68,1.155,30.0,5.63659,213.16891086344086,-1.0,-1.0,-1.0,0.0,0.0
37,44.08,1.155,30.0,5.90852,212.58235793366396,-1.0,-1.0,-1.0,0.0,0.0
38,54.31,1.155,150.0,5.91178,212.3667937835587,-1.0,-1.0,-1.0,0.0,0.0
39,51.79,1.155,30.0,5.90803,215.9931432994443,-1.0,-1.0,-1.0,0.0,0.0
40,43.4,1.155,30.0,3.29428,217.63331811669704,-1.0,-1.0,-1.0,0.0,0.0
41,45.13,1.155,30.0,3.72617,221.76504915764627,-1.0,-1.0,-1.0,0.0,0.0
42,29.41,1.155,30.0,5.61296,228.9483024693515,-1.0,-1.0,-1.0,0.0,0.0
43,45.04,1.155,150.0,5.67933,232.64971975518122,-1.0,-1.0,-1.0,0.0,0.0
44,43.63,1.155,150.0,5.79593,246.2902508025769,-1.0,-1.0,-1.0,0.0,0.0
45,42.01,1.155,30.0,5.49727,257.1468225807165,-1.0,-1.0,-1.0,0.0,0.0
46,18.19,1.155,150.0,4.02537,264.1887787453011,-1.0,-1.0,-1.0,0.0,0.0
47,28.59,1.155,30.0,5.68038,276.7143775404843,-1.0,-1.0,-1.0,0.0,0.0
48,52.76,1.155,150.0,5.1176,286.4625267908356,-1.0,-1.0,-1.0,0.0,0.0
49,34.32,1.155,150.0,4.9636,305.2368601511582,-1.0,-1.0,-1.0,0.0,0.0
50,6.39,1.155,150.0,5.86717,311.10355915791393,-1.0,-1.0,-1.0,0.0,0.0
51,30.05,1.155,30.0,5.86696,324.14881785171855,-1.0,-1.0,-1.0,0.0,0.0
52,56.14,1.155,30.0,5.07442,357.89589073885514,-1.0,-1.0,-1.0,0.0,0.0
53,49.26,1.155,150.0,5.9088,361.1619471691542,-1.0,-1.0,-1.0,0.0,0.0
54,55.61,1.155,150.0,5.81309,381.07949961552436,-1.0,-1.0,-1.0,0.0,0.0
55,32.96,1.155,30.0,5.04994,391.2202493860841,-1.0,-1.0,-1.0,0.0,0.0
56,20.34,2.0,60.0,3.67316,208.0375273555506,-1.0,-1.0,-1.0,0.0,0.0
57,46.88,20.785,90.0,5.75636,199.8181427807624,-1.0,-1.0,-1.0,0.0,0.0
