,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
0,42.26,2.0,180.0,5.86355,186.75939328187854,-1.0,-1.0,-1.0,-1.0,0.0,0.0
1,37.81,1.155,150.0,5.00553,183.09004132166953,-1.0,-1.0,-1.0,-1.0,0.0,0.0
2,14.46,1.155,150.0,5.11633,158.6977631038037,-1.0,-1.0,-1.0,-1.0,0.0,0.0
3,54.18,1.155,30.0,5.77193,152.88397430753943,-1.0,-1.0,-1.0,-1.0,0.0,0.0
4,28.7,1.155,30.0,4.53477,147.5909779904022,-1.0,-1.0,-1.0,-1.0,0.0,0.0
5,21.43,1.155,30.0,4.50829,147.8948852879296,-1.0,-1.0,-1.0,-1.0,0.0,0.0
6,21.03,1.155,150.0,4.81838,187.32618731517132,-1.0,-1.0,-1.0,-1.0,0.0,0.0
7,35.79,1.155,30.0,5.47009,198.3691973409718,-1.0,-1.0,-1.0,-1.0,0.0,0.0
8,20.36,1.155,150.0,5.7137,206.74602332482547,-1.0,-1.0,-1.0,-1.0,0.0,0.0
9,40.29,1.155,150.0,5.88759,224.52133462174498,-1.0,-1.0,-1.0,-1.0,0.0,0.0
10,50.15,1.155,150.0,5.89426,216.16417070481342,-1.0,-1.0,-1.0,-1.0,0.0,0.0
11,37.9,1.155,150.0,5.33061,146.6044620758662,-1.0,-1.0,-1.0,-1.0,0.0,0.0
12,42.15,1.155,30.0,5.70683,108.97600647596008,-1.0,-1.0,-1.0,-1.0,0.0,0.0
13,46.13,1.155,30.0,4.63113,100.52179268046045,-1.0,-1.0,-1.0,-1.0,0.0,0.0
14,41.31,1.155,150.0,5.84396,62.328228789583186,-1.0,-1.0,-1.0,-1.0,0.0,0.0
15,56.98,1.155,150.0,5.53865,59.68077966960771,-1.0,-1.0,-1.0,-1.0,0.0,0.0
16,12.55,1.155,150.0,5.38789,51.123888468114,-1.0,-1.0,-1.0,-1.0,0.0,0.0
17,55.14,1.155,150.0,5.88507,62.943841861255166,-1.0,-1.0,-1.0,-1.0,0.0,0.0
18,52.64,1.155,30.0,5.58175,93.20813025818816,-1.0,-1.0,-1.0,-1.0,0.0,0.0
19,13.53,1.155,150.0,5.60136,112.06852508937986,-1.0,-1.0,-1.0,-1.0,0.0,0.0
20,56.48,1.155,150.0,5.84526,152.15326477675444,-1.0,-1.0,-1.0,-1.0,0.0,0.0
21,52.59,1.155,150.0,5.81711,240.7898027378888,-1.0,-1.0,-1.0,-1.0,0.0,0.0
22,47.9,1.155,150.0,5.88464,264.49361103607214,-1.0,-1.0,-1.0,-1.0,0.0,0.0
