,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
167,54.65,15.1,173.4,5.90689,12.318926419718075,0.0,-1.0,0.0,1.0,0.4
196,40.91,9.452,77.8,5.91121,10.361202569821435,0.0,14.050375941475009,1.0,1.0,0.7
197,53.72,11.547,30.0,5.42295,11.217629237757365,0.0,-1.0,0.0,1.0,0.6
216,5.32,5.033,113.4,5.69974,6.552508642383182,0.0,-1.0,0.0,1.0,1.0
217,54.22,12.858,158.9,5.87649,9.147019445578772,0.0,-1.0,0.0,1.0,0.8
231,46.74,31.005,159.3,5.69297,11.217629237757365,0.0,-1.0,0.0,1.0,0.6
253,51.37,5.292,79.1,5.84551,8.60576923076923,0.0,0.0,2.0,1.0,0.9
257,58.82,14.048,175.3,5.86902,11.54524635666772,0.0,0.0,2.0,1.0,0.7
311,36.2,13.856,30.0,3.42251,3.848415452222575,1.0,-1.0,0.0,1.0,1.0
350,41.32,13.013,117.5,5.48105,4.386993608148675,1.0,2.9593815304429985,2.0,1.0,0.9
382,58.96,11.015,3.0,4.55143,3.102604230187552,1.0,0.3187651423708315,2.0,1.0,1.0
384,25.8,5.292,160.9,5.61115,5.442623843658172,7.0,-1.0,0.0,1.0,1.0
687,55.39,15.621,146.3,5.02772,9.80969499563733,9.0,-1.0,0.0,1.0,1.0
762,55.39,15.621,153.7,4.18576,10.361202569821439,9.0,-1.0,0.0,1.0,1.0
884,21.49,37.041,177.3,4.74342,17.233028202382588,6.0,22.311067886864624,1.0,1.0,0.9
944,41.85,24.249,128.2,5.72671,11.218458964079414,2.0,-1.0,0.0,1.0,1.0
1047,45.25,6.429,158.9,3.924,16.43704071199726,6.0,-1.0,0.0,1.0,1.0
1079,40.78,8.0,60.0,5.52693,20.722405139642877,6.0,9.50635596155229,1.0,1.0,0.6
1080,41.97,10.263,107.0,4.66314,16.236138613782238,6.0,6.616817823609918,1.0,1.0,1.0
1092,20.45,7.211,73.9,3.80909,16.61992934029079,6.0,-1.0,0.0,1.0,1.0
1095,60.0,15.144,157.6,5.85256,24.36768895331827,6.0,-1.0,0.0,1.0,0.6
1125,41.76,39.345,127.6,5.07718,9.61952686585637,4.0,-1.0,0.0,1.0,1.0
1268,43.17,15.1,173.4,5.32259,6.085165913694611,3.0,-1.0,0.0,1.0,1.0
1469,11.43,13.317,25.7,5.76444,7.7431640625,5.0,1.2710574864626038e-13,2.0,1.0,0.8
1564,53.97,13.317,94.3,5.852,5.441483599313054,5.0,8.038873388460929e-13,2.0,1.0,1.0
1565,53.97,11.719,39.8,5.59876,5.441483599313054,5.0,-1.0,0.0,1.0,1.0
1570,45.13,18.33,130.9,5.17599,8.646448620685359,5.0,1.193048014367612,1.0,1.0,0.7
1571,50.5,14.048,175.3,5.71713,8.646448620685359,5.0,-1.0,0.0,1.0,0.7
