,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
84,43.98,17.32,90.0,5.76862,3.460679005578863,4.0,-1.0,0.0,0.08477325011688389,1.0,1.0
115,45.94,9.866,24.2,4.48553,2.732804165760306,4.0,-1.0,0.0,0.16697536849209807,1.0,1.0
180,59.37,5.292,79.1,4.59341,11.283692145112312,9.0,-1.0,0.0,0.0,1.0,1.0
197,56.65,4.0,60.0,5.88616,1.831831831831835,9.0,-1.0,0.0,0.12438227443982086,1.0,1.0
532,45.12,19.698,44.7,5.75019,6.579916859203941,10.0,4.233809421718796,1.0,0.20452749424496408,1.0,1.0
558,42.26,9.018,116.3,5.59915,7.368286381144829,10.0,-1.0,0.0,0.014003331131941752,1.0,0.8
573,58.33,4.0,60.0,5.85826,6.597943859904831,10.0,0.0,1.0,0.0,1.0,1.0
574,53.27,20.429,141.6,5.70985,7.140712116747261,10.0,0.7646481930684079,1.0,0.03212807533900874,1.0,0.9
1080,17.91,22.03,144.8,4.52719,10.189821068344791,6.0,0.25075167090417166,2.0,0.11143393492661073,1.0,0.5
1083,36.93,24.98,163.9,5.83323,8.570493315313259,6.0,-1.0,0.0,0.16674789810563972,1.0,0.6
1136,22.38,10.583,100.9,5.82322,11.247206768131203,6.0,2.334801096633209,2.0,0.12535520099155154,1.0,0.4
1161,10.96,4.0,60.0,5.81599,5.036347273801612,6.0,-1.0,0.0,0.09864801076261655,1.0,1.0
1162,53.12,4.163,43.9,4.45158,5.641846072556129,6.0,-1.0,0.0,0.10242989232214844,1.0,0.8
1166,10.76,5.033,66.6,5.04072,4.936954602850997,6.0,-1.0,0.0,0.12399808371103117,1.0,1.0
1173,35.23,4.0,60.0,4.78797,6.129220023282869,6.0,1.5766177879386392,2.0,0.13726764067060296,1.0,0.7
1180,19.91,28.729,160.0,5.86087,10.410985114274862,6.0,0.5516087509022167,2.0,0.11356149594765583,1.0,0.6
1304,33.21,8.718,83.4,5.61516,3.05305305305302,2.0,-1.0,0.0,0.0,1.0,1.0
1315,33.21,17.474,73.4,5.61957,1.931652463837775,2.0,-1.0,0.0,0.6675036254377784,1.0,1.0
1960,29.85,10.392,30.0,5.87941,4.936954602851025,8.0,3.705389479397993,2.0,0.7436991799912681,1.0,0.9
1968,6.28,5.292,19.1,5.0083,2.595509254184059,8.0,-1.0,0.0,0.21008372756488156,1.0,1.0
1978,40.24,4.619,150.0,4.3053,6.579916859203949,8.0,11.839480652391835,2.0,0.521429768772676,1.0,0.9
2021,9.17,6.0,120.0,5.87058,2.442442442442427,7.0,-1.0,0.0,1.0,1.0,1.0
2241,32.83,5.033,53.4,3.86873,5.649860629002091,1.0,-1.0,0.0,1.0,1.0,1.0
