,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
281,39.97,32.332,171.8,5.89871,6.549200840472389,4.0,6.651627625966582,1.0,1.0,0.9
404,48.95,22.0,60.0,5.57548,4.375897806329118,4.0,5.791026697758692,1.0,1.0,1.0
411,38.1,39.716,158.7,5.58931,6.887748348655983,4.0,0.1808075656074887,1.0,1.0,0.9
1398,43.72,13.115,172.4,5.56764,12.627538639202639,6.0,-1.0,0.0,1.0,0.8
1486,45.45,8.718,143.4,5.44358,11.533510888724242,6.0,-1.0,0.0,1.0,0.9
1505,7.51,6.429,81.1,5.84582,6.685088257237033,6.0,1.1618011131849064,2.0,1.0,1.0
1506,49.68,10.263,107.0,5.74151,14.612472826870198,6.0,0.49010720408788927,2.0,1.0,0.7
1528,34.43,19.079,27.0,5.45448,7.709696162899423,6.0,10.003185189151843,1.0,1.0,0.9
1608,32.73,11.547,30.0,5.7243,18.252741369753995,5.0,2.4939166965638644,2.0,1.0,0.5
1628,34.61,25.06,124.0,5.90614,9.258448271018073,5.0,-1.0,0.0,1.0,0.9
1649,49.37,9.165,49.1,4.01629,9.266729390052452,5.0,-1.0,0.0,1.0,0.9
1650,27.0,6.0,180.0,5.17104,13.212320595781717,5.0,-1.0,0.0,1.0,0.7
1669,49.9,25.007,118.7,5.90429,8.73337089118059,5.0,6.014936090054441,1.0,1.0,1.0
1681,14.59,24.249,150.0,5.80016,14.36626461661248,5.0,10.642362272971972,2.0,1.0,0.6
1712,46.96,7.211,13.9,5.64901,15.18324112614336,5.0,8.317105317966323,1.0,1.0,0.6
1714,47.88,8.083,30.0,4.95298,1.813495633547234,8.0,-1.0,0.0,1.0,1.0
1745,47.88,7.211,13.9,5.79776,1.813495633547285,8.0,-1.0,0.0,1.0,1.0
2067,22.82,11.015,57.0,5.63161,15.530115723683716,0.0,-1.0,0.0,1.0,0.8
2082,50.76,31.241,26.3,5.89094,4.060297968726558,1.0,-1.0,0.0,1.0,1.0
2084,44.49,5.292,160.9,3.89767,12.220548932960957,0.0,-1.0,0.0,1.0,1.0
2087,48.24,12.49,16.1,5.88615,18.289392422005793,0.0,0.0,3.0,1.0,0.7
2131,51.12,5.292,79.1,5.91238,12.58550939352292,0.0,0.0,3.0,1.0,1.0
2132,32.57,22.301,139.7,5.75881,18.289392422005793,0.0,0.0,3.0,1.0,0.7
2140,48.32,12.055,5.5,5.3391,19.08052032340512,3.0,-1.0,0.0,1.0,0.6
2155,39.84,16.773,153.4,5.79553,6.979460026190307,3.0,5.6744815636816215,2.0,1.0,0.9
2161,39.01,18.903,17.8,5.91076,8.169402236220336,0.0,-1.0,0.0,1.0,1.0
2188,40.04,9.165,109.1,5.56144,7.986803404870273,1.0,3.951941232646198,2.0,1.0,0.9
2193,48.41,41.004,179.2,4.62837,12.849493604832354,7.0,-1.0,0.0,1.0,1.0
2197,31.77,13.013,57.5,5.88319,4.144577529944244,1.0,3.2534745911188896,2.0,1.0,1.0
2213,19.27,9.866,95.8,5.8621,19.08052032340512,3.0,-1.0,0.0,1.0,0.6
2214,44.45,6.429,39.0,5.68865,14.612472826870198,3.0,9.110279367011053,3.0,1.0,0.7
2218,20.19,8.083,30.0,5.6424,6.175736295494972,3.0,-1.0,0.0,1.0,1.0
2245,25.19,31.005,20.7,5.90019,9.258448271018073,3.0,6.703157064455473,2.0,1.0,0.8
2259,22.35,11.015,177.0,4.68807,13.215658357285546,3.0,1.940636172127966,3.0,1.0,0.8
2300,22.35,32.187,15.6,5.85806,3.633330209598757,2.0,0.8881640918485051,1.0,1.0,1.0
2314,34.05,25.482,25.5,5.33419,20.842407986014436,7.0,7.989132149409168,1.0,1.0,0.5
2370,4.83,8.083,90.0,5.92038,13.100056336770919,7.0,-1.0,0.0,1.0,1.0
2371,33.75,10.583,19.1,5.82844,20.842407986014436,7.0,-1.0,0.0,1.0,0.5
2407,16.05,6.429,98.9,5.7521,16.89921364784482,7.0,-1.0,0.0,1.0,0.8
2408,56.12,6.429,39.0,3.84089,16.89921364784482,7.0,0.0,2.0,1.0,0.8
2414,43.65,16.371,12.2,5.79086,22.390869658716458,7.0,3.2754884268773856,1.0,1.0,0.3
2425,59.85,35.796,72.1,5.72502,17.24340867990853,7.0,1.6409102764081775,1.0,1.0,0.8
2435,13.37,13.317,154.3,5.83766,20.31810745017926,7.0,0.0,2.0,1.0,0.6
