,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
745,10.07,51.316,47.0,5.85774,15.60718418936866,8.0,-1.0,0.0,1.0,1.0,1.0
1156,47.26,37.647,154.6,3.76858,15.607184189368645,13.0,14.717308098595444,2.0,0.6309056528700613,1.0,0.9
1240,33.51,14.422,133.9,5.79432,13.650637255402911,7.0,17.359319083473608,2.0,0.8099176207508865,1.0,0.8
1275,39.59,25.325,9.2,5.6516,6.774368422818948,16.0,-1.0,0.0,1.0,1.0,1.0
1280,55.68,9.238,150.0,5.89111,5.9814453125,7.0,-1.0,0.0,0.38815980203860617,1.0,1.0
1305,49.78,13.614,17.3,3.57839,12.728356909696643,31.0,-1.0,0.0,0.21314187333974102,1.0,0.9
1309,60.22,7.024,64.7,5.25047,13.1591796875,7.0,12.297337953126924,2.0,0.5166948719801229,1.0,0.8
1322,57.98,8.327,76.1,4.38557,19.80957799931185,13.0,9.208245592666778,2.0,0.2705584918311404,1.0,0.8
1339,45.39,21.939,30.0,5.7444,13.548736845637936,13.0,5.307759222416291,2.0,0.32809370759077433,1.0,1.0
1352,49.83,9.165,130.9,5.24263,8.726088376655058,7.0,-1.0,0.0,0.2702664663964078,1.0,0.9
1362,41.32,7.024,64.7,4.27387,14.028273983999519,7.0,-1.0,0.0,0.0,1.0,0.7
1363,51.06,42.911,155.3,5.83826,15.332584285449197,7.0,-1.0,0.0,0.0,1.0,0.6
1370,28.15,12.49,136.1,3.92287,20.39710279070714,13.0,6.1840729566864425,2.0,0.1766877987624698,1.0,0.9
1401,49.78,13.614,17.3,3.57839,10.83313693742841,31.0,-1.0,0.0,0.3108864233125227,1.0,1.0
1402,49.78,14.189,69.4,5.74973,18.702784631627868,31.0,-1.0,0.0,0.0,1.0,0.9
1482,50.65,8.327,163.9,5.31585,5.358990322383637,14.0,-1.0,0.0,1.0,1.0,1.0
1516,49.38,39.038,2.5,5.84944,13.972635424388828,10.0,-1.0,0.0,0.181836827941708,1.0,1.0
1684,39.74,8.083,150.0,4.50322,13.641786185941609,10.0,0.7669836231832208,2.0,0.30099188937008997,1.0,1.0
1730,43.81,19.218,171.4,5.9182,15.332584285449197,10.0,5.442188840109098,2.0,0.30687450311099007,1.0,0.8
1746,18.05,30.089,146.2,3.90055,15.621108128588157,10.0,1.1368683772161603e-13,2.0,0.02655701868625321,1.0,0.8
1747,29.26,21.166,40.9,5.88601,15.621108128588157,10.0,1.1368683772161603e-13,2.0,0.08126796657851777,1.0,0.8
1891,50.47,18.475,30.0,5.9003,23.05840250733663,29.0,2.842170943040401e-14,2.0,0.12298916911937739,1.0,0.4
1988,40.06,7.572,37.6,5.1644,18.756466128342655,29.0,0.0,2.0,0.163909275614544,1.0,1.0
2007,9.14,11.719,99.8,3.78891,28.0541769474418,29.0,-1.0,0.0,0.0,1.0,0.3
2008,24.12,12.22,10.9,4.87604,20.057222960241337,29.0,3.1721878069636555,1.0,0.31440877503854453,1.0,0.9
2024,23.47,18.903,102.2,5.47292,19.635983321532024,29.0,3.4467219663340396,1.0,0.27579845869524167,1.0,1.0
2130,47.83,17.01,100.2,5.86806,26.751642704380284,29.0,-1.0,0.0,0.0,1.0,0.3
2139,42.57,17.088,114.2,4.25323,27.31918298661389,29.0,1.8198773652309366e-13,2.0,0.02309955680524466,1.0,0.3
2173,58.08,9.866,95.8,5.01356,20.323105268456885,29.0,1.2710574864626038e-13,2.0,0.2134380233441028,1.0,0.9
2175,40.31,9.165,130.9,5.76425,20.323105268456885,29.0,-1.0,0.0,0.1984093007711192,1.0,0.9
2205,57.36,12.858,21.1,4.29275,32.56632609384134,29.0,-1.0,0.0,0.0,1.0,0.05
2206,18.1,11.136,8.9,5.8897,32.56632609384134,29.0,-1.0,0.0,0.0,1.0,0.05
2216,31.21,8.718,143.4,5.80711,21.60683380087448,29.0,0.0,2.0,0.14458665787514433,1.0,0.5
2261,33.21,43.879,163.2,5.72915,27.59858169415963,29.0,0.0,2.0,0.0,1.0,0.4
2802,12.93,8.0,60.0,5.80178,5.358990322383586,22.0,-1.0,0.0,1.0,1.0,1.0
3137,8.7,10.0,120.0,5.34483,11.971974044734436,6.0,-1.0,0.0,0.23280580792946076,1.0,0.9
3179,19.92,8.0,120.0,5.77783,10.704449006783518,6.0,-1.0,0.0,0.2718672396794482,1.0,1.0
3202,7.68,10.066,126.6,5.75582,9.354943570464066,6.0,-1.0,0.0,0.342316818597196,1.0,1.0
3281,22.39,14.422,133.9,5.83657,12.731914910825125,5.0,1.6077746776921858e-13,2.0,1.2760116489620522e-14,1.0,1.0
3321,31.17,34.176,174.2,4.04638,12.731914910825125,5.0,1.6077746776921858e-13,2.0,0.5326393009261946,1.0,1.0
3332,57.93,35.233,164.8,5.16743,9.590484282073135,9.0,-1.0,0.0,0.15126020754387381,1.0,1.0
3347,40.56,24.249,171.8,5.56199,6.45392110041922,33.0,-1.0,0.0,1.0,1.0,1.0
3560,43.23,16.166,8.2,5.18505,11.30287913724277,9.0,-1.0,0.0,0.02195441098936071,1.0,0.9
3571,29.58,32.187,173.8,5.81902,15.242328951342612,9.0,-1.0,0.0,0.0,1.0,0.9
4004,38.33,18.903,162.2,5.89038,5.358990322383586,17.0,5.21149085817086,2.0,0.7099841444969296,1.0,1.0
4114,38.33,16.042,4.1,4.24474,6.986317712194463,17.0,5.861393948901985,2.0,0.48189126385979536,1.0,1.0
4918,12.98,11.372,165.3,4.17823,16.07697096715086,30.0,-1.0,0.0,0.1615597214345081,1.0,1.0
4919,13.5,12.055,174.5,2.07031,15.621108128588205,30.0,21.565952202785645,2.0,0.79073492861286,1.0,1.0
4958,8.8,39.107,46.3,5.2986,9.660119492525963,4.0,0.13027631582339627,2.0,0.2235869844018414,1.0,1.0
5060,48.18,14.0,98.2,5.72161,9.884423040770894,4.0,7.202365343487247,2.0,0.660970315427657,1.0,1.0
5075,48.26,24.028,57.2,5.78573,16.93592105704749,30.0,6.8295160102897015,2.0,0.2787375466871095,1.0,0.8
