,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
0,39.95,2.0,180.0,5.70551,142.76115000438554,-1.0,-1.0,-1.0,-1.0,0.0,0.0
1,54.72,1.155,30.0,4.5819,133.61316258163245,-1.0,-1.0,-1.0,-1.0,0.0,0.0
2,59.56,1.155,30.0,5.60681,110.24636677671744,-1.0,-1.0,-1.0,-1.0,0.0,0.0
3,29.58,1.155,150.0,5.64531,88.41064523286254,-1.0,-1.0,-1.0,-1.0,0.0,0.0
4,32.48,1.155,30.0,5.89778,76.05272144547062,-1.0,-1.0,-1.0,-1.0,0.0,0.0
5,57.68,1.155,30.0,5.6464,60.87434602917502,-1.0,-1.0,-1.0,-1.0,0.0,0.0
6,42.1,1.155,150.0,4.35485,49.72118968722119,-1.0,-1.0,-1.0,-1.0,0.0,0.0
7,43.1,1.155,150.0,3.58794,34.80425132023069,-1.0,-1.0,-1.0,-1.0,0.0,0.0
8,37.83,1.155,150.0,5.86576,33.6031324145744,-1.0,-1.0,-1.0,-1.0,0.0,0.0
9,36.24,1.155,30.0,5.06485,32.06287731976454,-1.0,-1.0,-1.0,-1.0,0.0,0.0
10,36.99,1.155,150.0,5.86661,30.78620618777605,-1.0,-1.0,-1.0,-1.0,0.0,0.0
11,53.76,1.155,150.0,5.85706,34.64674208613203,-1.0,-1.0,-1.0,-1.0,0.0,0.0
12,27.99,1.155,30.0,5.85464,43.02654807074669,-1.0,-1.0,-1.0,-1.0,0.0,0.0
13,58.1,1.155,150.0,4.67599,49.47860353609814,-1.0,-1.0,-1.0,-1.0,0.0,0.0
14,42.06,1.155,30.0,2.30091,64.85776228399574,-1.0,-1.0,-1.0,-1.0,0.0,0.0
15,45.72,1.155,150.0,5.77954,72.46537138418842,-1.0,-1.0,-1.0,-1.0,0.0,0.0
16,28.48,1.155,150.0,5.53994,97.25604170997406,-1.0,-1.0,-1.0,-1.0,0.0,0.0
17,52.59,1.155,30.0,5.60657,103.00997013402548,-1.0,-1.0,-1.0,-1.0,0.0,0.0
18,51.04,1.155,150.0,3.25516,113.43916214961055,-1.0,-1.0,-1.0,-1.0,0.0,0.0
19,45.77,1.155,150.0,5.90784,139.19803074494232,-1.0,-1.0,-1.0,-1.0,0.0,0.0
20,46.38,1.155,150.0,5.89682,141.55407796394508,-1.0,-1.0,-1.0,-1.0,0.0,0.0
21,35.35,1.155,30.0,5.30923,154.53720457196806,-1.0,-1.0,-1.0,-1.0,0.0,0.0
22,12.72,1.155,150.0,5.77135,167.5658846603994,-1.0,-1.0,-1.0,-1.0,0.0,0.0
23,33.37,1.155,150.0,5.09753,172.3093673163802,-1.0,-1.0,-1.0,-1.0,0.0,0.0
24,37.86,1.155,150.0,5.70368,174.68776729651984,-1.0,-1.0,-1.0,-1.0,0.0,0.0
25,24.57,1.155,150.0,3.98695,179.80812285334403,-1.0,-1.0,-1.0,-1.0,0.0,0.0
26,55.58,1.155,30.0,5.90506,141.1481160473033,-1.0,-1.0,-1.0,-1.0,0.0,0.0
27,39.28,1.155,30.0,4.04155,132.80411544385913,-1.0,-1.0,-1.0,-1.0,0.0,0.0
28,34.25,1.155,30.0,5.37616,126.55988121544762,-1.0,-1.0,-1.0,-1.0,0.0,0.0
29,58.94,13.317,85.7,5.8641,138.17009699699793,-1.0,-1.0,-1.0,-1.0,0.0,0.0
30,55.47,7.572,97.6,5.63327,131.10809015237646,-1.0,-1.0,-1.0,-1.0,0.0,0.0
31,26.61,2.0,60.0,5.68271,110.83616629332757,-1.0,-1.0,-1.0,-1.0,0.0,0.0
32,59.86,19.079,93.0,5.91776,103.87311710581766,-1.0,-1.0,-1.0,-1.0,0.0,0.0
33,55.36,18.475,90.0,5.91468,82.06991219342615,-1.0,-1.0,-1.0,-1.0,0.0,0.0
34,50.41,14.468,86.0,5.74267,92.7429234257724,-1.0,-1.0,-1.0,-1.0,0.0,0.0
35,32.46,4.163,103.9,5.84419,74.66947483172518,-1.0,-1.0,-1.0,-1.0,0.0,0.0
36,49.57,20.232,87.2,4.1729,66.9744766934122,-1.0,-1.0,-1.0,-1.0,0.0,0.0
37,30.59,15.621,93.7,5.70263,56.00822543393172,-1.0,-1.0,-1.0,-1.0,0.0,0.0
38,29.35,9.866,95.8,4.89261,46.431537753025886,-1.0,-1.0,-1.0,-1.0,0.0,0.0
39,27.47,4.163,76.1,5.71762,50.29030948194003,-1.0,-1.0,-1.0,-1.0,0.0,0.0
40,38.08,3.464,90.0,5.8435,33.784703864692375,-1.0,-1.0,-1.0,-1.0,0.0,0.0
41,29.74,19.079,87.0,5.36819,38.0250544083891,-1.0,-1.0,-1.0,-1.0,0.0,0.0
42,20.69,4.619,90.0,5.25075,32.47732125565926,-1.0,-1.0,-1.0,-1.0,0.0,0.0
43,26.34,2.0,120.0,4.72353,31.26435330109389,-1.0,-1.0,-1.0,-1.0,0.0,0.0
44,26.47,9.866,95.8,5.62338,31.30255792891815,-1.0,-1.0,-1.0,-1.0,0.0,0.0
45,51.32,11.015,84.8,5.86237,29.327153153678683,-1.0,-1.0,-1.0,-1.0,0.0,0.0
46,57.7,18.475,90.0,4.94108,38.22646618907319,-1.0,-1.0,-1.0,-1.0,0.0,0.0
47,54.1,4.163,76.1,5.84621,33.432064352117536,-1.0,-1.0,-1.0,-1.0,0.0,0.0
48,51.93,2.0,120.0,5.91442,42.84276259540602,-1.0,-1.0,-1.0,-1.0,0.0,0.0
49,16.86,20.232,92.8,4.46875,55.067316554858664,-1.0,-1.0,-1.0,-1.0,0.0,0.0
50,53.33,8.718,83.4,5.01898,46.82414791311538,-1.0,-1.0,-1.0,-1.0,0.0,0.0
51,46.63,5.292,79.1,5.28397,62.75456876401248,-1.0,-1.0,-1.0,-1.0,0.0,0.0
52,46.1,12.702,90.0,5.56785,68.48733115159648,-1.0,-1.0,-1.0,-1.0,0.0,0.0
53,33.24,23.692,92.4,5.83444,79.98084621724588,-1.0,-1.0,-1.0,-1.0,0.0,0.0
54,47.08,8.083,90.0,4.20977,100.02628907990346,-1.0,-1.0,-1.0,-1.0,0.0,0.0
55,51.36,14.468,86.0,5.64081,92.4587900630622,-1.0,-1.0,-1.0,-1.0,0.0,0.0
56,48.83,1.155,150.0,5.78665,102.81132773477366,-1.0,-1.0,-1.0,-1.0,0.0,0.0
57,42.3,13.317,94.3,5.81901,117.92594273662766,-1.0,-1.0,-1.0,-1.0,0.0,0.0
58,17.27,15.621,86.3,5.81285,108.21964292992305,-1.0,-1.0,-1.0,-1.0,0.0,0.0
59,61.33,3.464,90.0,3.77346,140.49815374506943,-1.0,-1.0,-1.0,-1.0,0.0,0.0
60,41.64,7.572,82.4,5.78946,136.6944113472596,-1.0,-1.0,-1.0,-1.0,0.0,0.0
61,46.33,16.773,93.4,5.73516,147.31147963011534,-1.0,-1.0,-1.0,-1.0,0.0,0.0
62,42.61,2.0,60.0,5.91526,153.61571381289994,-1.0,-1.0,-1.0,-1.0,0.0,0.0
63,42.91,19.63,90.0,5.77031,160.98134639472556,-1.0,-1.0,-1.0,-1.0,0.0,0.0
64,47.79,6.928,90.0,5.62559,170.0735962558307,-1.0,-1.0,-1.0,-1.0,0.0,0.0
65,46.13,3.055,109.1,5.87538,173.38057986272855,-1.0,-1.0,-1.0,-1.0,0.0,0.0
66,46.41,3.055,109.1,5.83145,175.75762986931437,-1.0,-1.0,-1.0,-1.0,0.0,0.0
