,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
92,59.21,15.011,30.0,5.82374,9.515536463448647,6.0,1.8425140656511052,2.0,0.08328047584023528,1.0,0.8
108,44.22,5.033,126.6,5.84723,10.291851635539082,6.0,8.922519348531871,2.0,0.24860447634549174,1.0,0.7
151,10.28,4.163,76.1,5.66089,9.00599572610001,6.0,8.37358889223836,1.0,0.24802770390453754,1.0,0.9
162,6.6,4.163,136.1,5.82277,5.542537566436947,6.0,-1.0,0.0,0.10242989232214844,1.0,1.0
165,49.99,16.042,175.9,5.78348,7.017981913778689,7.0,-1.0,0.0,0.05411872157937943,1.0,0.7
166,34.4,18.0,180.0,4.34165,8.404752644666665,6.0,-1.0,0.0,0.1311627945103584,1.0,1.0
198,8.66,4.163,16.1,5.76118,4.952602561351879,7.0,0.0,2.0,0.13513086864712187,1.0,0.9
201,13.23,5.291,40.9,4.08907,6.478479406710155,7.0,-1.0,0.0,0.17192746424008873,1.0,0.8
203,12.63,8.718,96.6,5.76676,6.734587508002649,7.0,0.0,2.0,0.06164053971370293,1.0,0.8
208,42.17,3.055,109.1,5.85041,4.441601176410664,7.0,1.3146828601375127,2.0,0.1416673604579255,1.0,1.0
212,47.26,17.01,160.2,5.41045,7.017981913778689,7.0,0.9163818153092061,2.0,0.07643519486732746,1.0,0.8
541,58.03,23.065,175.7,5.2134,4.815564222274203,3.0,-1.0,0.0,0.054787096084213054,1.0,0.9
570,10.88,5.292,40.9,5.51711,9.631128444548406,1.0,2.472357859201052,2.0,0.12503622705606748,1.0,0.7
582,12.45,6.928,90.0,5.51259,5.719240565177578,3.0,-1.0,0.0,0.026018712778057392,1.0,0.8
586,6.13,4.163,103.9,5.88694,6.268688284479838,3.0,5.129311733254693,3.0,0.2442529396787949,1.0,0.7
606,13.64,4.0,120.0,5.86698,3.771024146544562,3.0,-1.0,0.0,0.19483398994740264,1.0,1.0
608,8.81,7.024,124.7,5.79826,5.109201403738023,3.0,-1.0,0.0,0.08071337091123078,1.0,0.9
622,21.41,5.033,173.4,5.89668,8.68616407124658,1.0,13.754696821014953,3.0,0.4267707530463733,1.0,0.8
624,7.16,5.292,160.9,5.46659,9.71178300369624,1.0,17.456438129438276,2.0,0.48211979882373585,1.0,0.8
741,13.34,26.907,74.9,4.82218,10.679559674666542,5.0,0.0,2.0,0.02969945708213728,1.0,0.8
751,17.66,5.291,139.1,4.56813,10.679559674666542,5.0,0.0,2.0,0.0860435176424417,1.0,0.8
752,7.66,5.033,6.6,4.35175,7.500586705091536,5.0,0.09274323653235232,1.0,0.10023926646384632,1.0,1.0
782,29.04,7.211,73.9,5.34032,9.631128444548406,5.0,0.3845985207913081,2.0,0.11734996420436904,1.0,0.9
783,14.74,14.0,98.2,4.12925,12.171607922220646,5.0,-1.0,0.0,0.0,1.0,0.6
787,35.3,4.619,30.0,5.45531,11.949245075344667,5.0,-1.0,0.0,0.0,1.0,0.6
792,51.72,27.785,25.9,5.89932,15.598373546331393,5.0,-1.0,0.0,0.0,1.0,0.4
793,55.54,6.0,120.0,4.58098,10.787734042755185,5.0,4.080761169224228,2.0,0.14694307331992484,1.0,0.8
969,19.29,8.327,136.1,5.4681,5.325078465971537,2.0,-1.0,0.0,1.0,1.0,1.0
