,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
0,49.74,2.0,180.0,5.6507,185.33361922693308,-1.0,-1.0,-1.0,0.0,0.0
1,42.84,1.155,150.0,5.75756,155.44158525526882,-1.0,-1.0,-1.0,0.0,0.0
2,24.95,1.155,30.0,5.08648,135.1462146383913,-1.0,-1.0,-1.0,0.0,0.0
3,21.63,1.155,150.0,5.07925,116.12749651444925,-1.0,-1.0,-1.0,0.0,0.0
4,48.42,1.155,150.0,5.87185,109.57074676975068,-1.0,-1.0,-1.0,0.0,0.0
5,39.0,1.155,150.0,5.6346,106.40250414193467,-1.0,-1.0,-1.0,0.0,0.0
6,45.39,1.155,150.0,5.90519,109.30889161326685,-1.0,-1.0,-1.0,0.0,0.0
7,22.52,1.155,150.0,5.9029,114.83170619490696,-1.0,-1.0,-1.0,0.0,0.0
8,29.03,1.155,150.0,5.83044,119.49500401827358,-1.0,-1.0,-1.0,0.0,0.0
9,48.69,1.155,150.0,4.16494,126.15250034417585,-1.0,-1.0,-1.0,0.0,0.0
10,57.09,1.155,30.0,5.83841,134.47992469094652,-1.0,-1.0,-1.0,0.0,0.0
11,26.53,1.155,30.0,5.87007,150.67579440859902,-1.0,-1.0,-1.0,0.0,0.0
12,44.55,9.452,77.8,5.69403,158.1040323337294,-1.0,-1.0,-1.0,0.0,0.0
13,16.05,14.0,98.2,5.59797,167.070414631857,-1.0,-1.0,-1.0,0.0,0.0
14,45.18,1.155,30.0,5.06966,179.3816385358756,-1.0,-1.0,-1.0,0.0,0.0
15,45.07,1.155,30.0,5.86507,195.81163322520612,-1.0,-1.0,-1.0,0.0,0.0
16,28.17,1.155,150.0,5.74457,177.60684636294792,-1.0,-1.0,-1.0,0.0,0.0
17,54.01,1.155,30.0,5.70472,167.86489969694432,-1.0,-1.0,-1.0,0.0,0.0
18,32.04,1.155,150.0,5.85879,153.84769381225482,-1.0,-1.0,-1.0,0.0,0.0
19,48.26,1.155,150.0,5.91174,130.3157646732945,-1.0,-1.0,-1.0,0.0,0.0
20,25.99,8.718,83.4,5.87453,182.8815865897704,-1.0,-1.0,-1.0,0.0,0.0
21,44.18,3.055,109.1,5.90493,167.56211492207424,-1.0,-1.0,-1.0,0.0,0.0
22,50.23,3.055,109.1,5.77352,154.19545131859473,-1.0,-1.0,-1.0,0.0,0.0
23,21.84,24.846,87.7,5.16332,160.7721761071851,-1.0,-1.0,-1.0,0.0,0.0
24,37.49,3.055,70.9,5.22561,135.33307536195807,-1.0,-1.0,-1.0,0.0,0.0
25,27.26,28.308,92.0,5.66632,129.3246902017802,-1.0,-1.0,-1.0,0.0,0.0
26,21.3,3.055,70.9,5.46522,123.82670944769774,-1.0,-1.0,-1.0,0.0,0.0
27,58.13,13.317,94.3,3.9807,120.48046053251274,-1.0,-1.0,-1.0,0.0,0.0
28,48.38,31.177,90.0,5.82695,112.09150968232764,-1.0,-1.0,-1.0,0.0,0.0
29,51.86,11.015,84.8,4.51446,116.93457044930953,-1.0,-1.0,-1.0,0.0,0.0
30,43.16,3.055,109.1,5.85958,108.67913745070621,-1.0,-1.0,-1.0,0.0,0.0
31,29.36,3.055,109.1,4.14717,105.69310497700336,-1.0,-1.0,-1.0,0.0,0.0
32,32.45,15.62,86.3,5.90987,106.19714165853131,-1.0,-1.0,-1.0,0.0,0.0
33,32.53,9.866,95.8,5.54337,109.52999907201435,-1.0,-1.0,-1.0,0.0,0.0
34,52.04,19.079,87.0,5.85121,107.42281143623593,-1.0,-1.0,-1.0,0.0,0.0
35,45.02,6.429,98.9,5.75756,115.10650946469765,-1.0,-1.0,-1.0,0.0,0.0
36,41.34,17.926,86.8,5.81673,112.23291159942406,-1.0,-1.0,-1.0,0.0,0.0
37,46.45,19.079,93.0,5.41323,121.94868819816361,-1.0,-1.0,-1.0,0.0,0.0
38,53.01,11.015,84.8,5.90994,117.42975063701587,-1.0,-1.0,-1.0,0.0,0.0
39,22.94,15.621,93.7,5.13827,128.49064745992368,-1.0,-1.0,-1.0,0.0,0.0
40,58.1,2.0,60.0,5.87006,125.41229268916754,-1.0,-1.0,-1.0,0.0,0.0
41,19.4,6.429,81.1,5.72635,132.61992449471055,-1.0,-1.0,-1.0,0.0,0.0
42,55.96,21.385,92.7,5.23049,138.16846540690364,-1.0,-1.0,-1.0,0.0,0.0
43,29.44,2.0,60.0,5.31021,149.70185779416948,-1.0,-1.0,-1.0,0.0,0.0
44,19.35,12.166,94.7,5.87462,152.87586247351086,-1.0,-1.0,-1.0,0.0,0.0
45,35.47,16.773,86.6,5.71782,174.55870753099651,-1.0,-1.0,-1.0,0.0,0.0
46,39.22,8.718,96.6,5.87204,181.09923880833952,-1.0,-1.0,-1.0,0.0,0.0
47,34.38,22.539,87.5,5.91336,189.29032503762048,-1.0,-1.0,-1.0,0.0,0.0
48,47.14,4.163,103.9,3.35835,196.39971948034707,-1.0,-1.0,-1.0,0.0,0.0
49,45.96,8.718,83.4,5.75337,199.84010845926775,-1.0,-1.0,-1.0,0.0,0.0
