,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
307,47.77,23.58,12.7,5.92222,30.94675367412979,21.0,-1.0,0,1,0.7
366,31.67,14.0,180.0,5.72403,34.899874510033435,21.0,-1.0,0,1,0.5
367,44.95,14.0,180.0,5.76053,34.899874510033435,21.0,-1.0,0,1,0.5
394,41.09,11.547,90.0,5.91296,30.94675367412979,21.0,-1.0,0,1,0.7
445,43.21,13.317,145.7,5.26844,16.915681971585695,21.0,18.710406660220155,2,1,1.0
446,22.25,11.719,20.2,5.52814,24.118589974939642,21.0,-1.0,0,1,0.9
506,24.3,16.371,132.2,5.65719,25.174715846440495,21.0,-1.0,0,1,0.9
568,46.53,36.896,167.3,5.73382,22.175367079593602,19.0,3.3390982421552025,1,1,0.8
649,49.11,11.015,177.0,5.82437,16.92330575406582,21.0,15.575645756457575,2,1,1.0
751,50.27,30.265,163.4,5.88721,25.463003173787676,19.0,8.640306482584947,2,1,0.7
883,37.54,20.526,13.0,5.90724,17.44701099594104,19.0,-1.0,0,1,1.0
908,30.38,20.429,141.6,3.49829,19.157432242884592,19.0,-1.0,0,1,0.9
937,51.56,7.211,13.9,5.70444,32.10913426378131,19.0,7.4090654640041125,2,1,0.6
979,47.31,15.62,33.7,4.44972,7.8949058222995,20.0,2.0654916050747567,3,1,1.0
1074,17.64,16.371,72.2,5.66175,9.8717187739065,20.0,6.949878656910626,3,1,0.9
1107,33.33,24.98,163.9,5.68762,10.702334440537092,11.0,-1.0,0,1,1.0
1164,56.53,21.197,7.8,5.7686,11.965798247599402,20.0,-1.0,0,1,0.9
1280,38.7,16.166,51.8,3.50205,18.05349829390007,11.0,0.0,2,1,0.8
1331,7.23,35.852,33.2,5.82174,16.850667097773286,11.0,-1.0,0,1,0.9
1332,19.78,40.415,171.8,1.36094,18.05349829390007,11.0,0.0,2,1,0.9
1584,46.41,33.045,155.2,5.76799,7.8949058222995,2.0,8.953400606007552,2,1,0.9
1677,43.56,11.719,39.8,5.62141,14.024184780876707,2.0,-1.0,0,1,0.8
1798,47.86,11.719,80.2,5.78217,6.6082180937117,2.0,9.09738508353694,2,1,1.0
1833,22.47,41.037,177.6,5.86541,14.024184780876707,2.0,-1.0,0,1,0.9
