,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
0,43.95,2.0,180.0,4.84641,119.03319531836193,-1.0,-1.0,-1,0,0.0
1,37.77,1.155,150.0,5.88725,117.21791663309196,-1.0,-1.0,-1,0,0.0
2,56.2,1.155,150.0,5.88288,116.26163007111727,-1.0,-1.0,-1,0,0.0
3,56.15,1.155,30.0,5.80098,121.12026975891672,-1.0,-1.0,-1,0,0.0
4,25.7,1.155,30.0,5.78661,128.0006611611721,-1.0,-1.0,-1,0,0.0
5,52.07,1.155,150.0,5.13229,133.75562736607108,-1.0,-1.0,-1,0,0.0
6,51.91,1.155,150.0,5.42847,151.3554404259215,-1.0,-1.0,-1,0,0.0
7,48.99,1.155,150.0,4.85203,147.52184715527162,-1.0,-1.0,-1,0,0.0
8,19.79,1.155,30.0,4.86101,143.42967351325484,-1.0,-1.0,-1,0,0.0
9,37.32,1.155,150.0,5.85152,106.95134292736647,-1.0,-1.0,-1,0,0.0
10,50.95,1.155,30.0,5.85652,100.30061207216829,-1.0,-1.0,-1,0,0.0
11,9.05,1.155,150.0,5.91605,75.59175951684024,-1.0,-1.0,-1,0,0.0
12,50.66,1.155,150.0,4.3092,68.08347237087636,-1.0,-1.0,-1,0,0.0
13,10.59,1.155,30.0,5.80397,64.40747778646242,-1.0,-1.0,-1,0,0.0
14,59.98,1.155,150.0,4.8219,51.62663199074912,-1.0,-1.0,-1,0,0.0
15,20.64,1.155,30.0,5.87195,33.07045161526772,-1.0,-1.0,-1,0,0.0
16,12.34,1.155,30.0,4.86311,32.49514325377337,-1.0,-1.0,-1,0,0.0
17,38.53,1.155,30.0,5.58938,55.06210087211044,-1.0,-1.0,-1,0,0.0
18,48.43,1.155,30.0,5.91012,92.47888860177979,-1.0,-1.0,-1,0,0.0
19,37.37,1.155,150.0,5.66966,120.46263868826978,-1.0,-1.0,-1,0,0.0
20,44.44,1.155,150.0,5.80186,128.57039900829415,-1.0,-1.0,-1,0,0.0
21,40.78,1.155,150.0,4.03814,150.34910498830436,-1.0,-1.0,-1,0,0.0
22,27.55,1.155,30.0,5.72967,170.90948502438198,-1.0,-1.0,-1,0,0.0
23,39.76,1.155,30.0,5.14155,173.65480090367495,-1.0,-1.0,-1,0,0.0
24,38.14,1.155,150.0,5.82885,154.20238083752156,-1.0,-1.0,-1,0,0.0
25,59.05,1.155,30.0,5.6605,129.17243862618665,-1.0,-1.0,-1,0,0.0
26,37.18,1.155,150.0,5.82875,109.92657416227311,-1.0,-1.0,-1,0,0.0
27,22.98,1.155,150.0,5.63165,95.05862607072956,-1.0,-1.0,-1,0,0.0
28,46.93,1.155,150.0,5.83298,92.64371615810332,-1.0,-1.0,-1,0,0.0
29,14.48,1.155,150.0,4.54483,64.15630107635943,-1.0,-1.0,-1,0,0.0
30,45.63,1.155,30.0,3.97679,50.23927791237212,-1.0,-1.0,-1,0,0.0
31,49.6,6.429,98.9,5.83086,116.08811446578478,-1.0,-1.0,-1,0,0.0
32,56.35,2.0,60.0,5.74562,116.47561721612968,-1.0,-1.0,-1,0,0.0
33,50.13,24.249,90.0,5.77319,116.20387270835863,-1.0,-1.0,-1,0,0.0
34,16.49,11.015,84.8,5.60913,115.5637843831663,-1.0,-1.0,-1,0,0.0
35,27.6,8.718,96.6,5.54393,117.76633340357499,-1.0,-1.0,-1,0,0.0
36,37.57,8.718,83.4,5.45454,119.34431019595867,-1.0,-1.0,-1,0,0.0
37,46.27,8.718,96.6,4.8103,121.3054885601495,-1.0,-1.0,-1,0,0.0
38,41.66,15.62,86.3,5.8146,124.66011818567428,-1.0,-1.0,-1,0,0.0
39,34.7,7.572,97.6,5.69627,128.4678369982561,-1.0,-1.0,-1,0,0.0
40,53.97,16.773,93.4,5.85637,136.6652721582128,-1.0,-1.0,-1,0,0.0
41,32.61,1.155,30.0,5.89232,133.05206068061796,-1.0,-1.0,-1,0,0.0
42,47.25,19.079,93.0,5.71771,155.94805977443414,-1.0,-1.0,-1,0,0.0
43,14.78,1.155,30.0,4.14881,150.73404507871555,-1.0,-1.0,-1,0,0.0
44,31.82,4.619,90.0,5.84231,145.38448711157102,-1.0,-1.0,-1,0,0.0
45,57.16,15.62,86.3,4.69187,153.27652885508152,-1.0,-1.0,-1,0,0.0
46,34.46,42.158,91.4,5.83664,126.92256552363065,-1.0,-1.0,-1,0,0.0
47,47.98,6.429,98.9,5.65681,104.03916029366746,-1.0,-1.0,-1,0,0.0
48,40.58,5.292,79.1,5.71645,108.49696295103807,-1.0,-1.0,-1,0,0.0
49,35.14,2.0,60.0,5.44681,100.9316685710288,-1.0,-1.0,-1,0,0.0
50,49.78,24.846,92.3,5.89537,90.79349796312162,-1.0,-1.0,-1,0,0.0
51,40.39,8.718,96.6,4.87235,71.87391181883791,-1.0,-1.0,-1,0,0.0
52,46.78,8.718,83.4,5.45657,78.23291818839675,-1.0,-1.0,-1,0,0.0
53,43.25,4.619,90.0,5.88957,66.04295169609858,-1.0,-1.0,-1,0,0.0
54,56.2,2.0,60.0,5.71594,68.11889480253261,-1.0,-1.0,-1,0,0.0
55,34.67,2.0,120.0,5.10358,63.603757167840115,-1.0,-1.0,-1,0,0.0
56,49.12,2.0,120.0,5.87973,50.39261209394178,-1.0,-1.0,-1,0,0.0
57,41.07,5.292,79.1,5.90267,52.618715027563546,-1.0,-1.0,-1,0,0.0
58,55.31,26.0,87.8,5.87173,36.556179507745455,-1.0,-1.0,-1,0,0.0
59,59.88,4.163,103.9,5.54377,31.954737261051964,-1.0,-1.0,-1,0,0.0
60,51.89,13.317,85.7,5.52764,31.19105325420685,-1.0,-1.0,-1,0,0.0
61,54.36,14.468,94.0,4.87837,33.1531975212777,-1.0,-1.0,-1,0,0.0
62,31.72,6.429,81.1,5.70922,52.32326669549268,-1.0,-1.0,-1,0,0.0
63,48.51,21.385,92.7,5.76025,61.667653961354205,-1.0,-1.0,-1,0,0.0
64,57.57,30.616,88.1,5.90838,80.46778764739197,-1.0,-1.0,-1,0,0.0
65,22.79,2.0,120.0,5.77804,92.63874638243429,-1.0,-1.0,-1,0,0.0
66,44.36,10.392,90.0,3.46698,124.63486192636492,-1.0,-1.0,-1,0,0.0
67,53.97,1.155,30.0,5.91717,120.2499554015981,-1.0,-1.0,-1,0,0.0
68,11.59,22.539,92.5,5.04336,137.43693390169634,-1.0,-1.0,-1,0,0.0
