,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
210,53.52,17.436,143.4,5.39606,8.320159472082661,4.0,-1.0,0.0,0.20947461255857572,1.0,0.8
228,48.03,24.249,171.8,5.90543,10.143599401341486,4.0,-1.0,0.0,0.6357948985011297,1.0,0.7
292,12.91,6.928,90.0,4.00713,6.961509053680705,4.0,-1.0,0.0,0.1258126514989907,1.0,0.9
294,51.66,5.033,66.6,4.37854,6.481249999999996,4.0,-1.0,0.0,0.1930006196613609,1.0,1.0
304,34.41,5.292,40.9,5.90467,10.143599401341486,4.0,-1.0,0.0,0.0,1.0,0.8
437,33.64,8.0,60.0,4.49719,6.166828500553361,1.0,-1.0,0.0,1.0,1.0,1.0
440,54.88,13.317,94.3,4.97249,6.319020284988484,13.0,-1.0,0.0,1.0,1.0,1.0
821,57.75,41.761,144.5,5.40338,5.880133366234883,5.0,4.641006035787224,1.0,0.3941084776892748,1.0,1.0
851,46.76,21.071,4.7,5.88123,7.335983728298951,5.0,-1.0,0.0,0.1310181490349912,1.0,0.9
949,29.5,10.263,47.0,4.10283,9.737701292812137,5.0,0.831894878528037,2.0,0.08602536564842503,1.0,0.7
952,32.4,5.292,160.9,5.83376,7.3359837282989,5.0,-1.0,0.0,0.14396524999016783,1.0,0.9
956,16.58,6.11,130.9,5.8633,9.051884827183569,5.0,3.444695806312413,2.0,0.26417310121880316,1.0,0.8
1306,33.3,12.858,39.0,5.91428,10.879789567601884,12.0,-1.0,0.0,0.30187748914376045,1.0,1.0
1356,40.41,6.928,150.0,5.68471,14.109807125157747,12.0,6.810175860733204,2.0,0.3416219198536828,1.0,0.7
1370,13.88,6.0,120.0,3.52663,12.00879061202913,12.0,-1.0,0.0,0.1065976554814314,1.0,0.9
1371,13.88,5.292,79.1,4.96434,13.908182417901115,12.0,21.144046112854912,2.0,0.5908338716062971,1.0,0.7
1395,18.58,8.327,103.9,5.68686,12.259187055244505,12.0,-1.0,0.0,0.2123429914607286,1.0,0.9
1408,27.18,14.468,146.0,5.69881,16.839880377361233,12.0,-1.0,0.0,0.0,1.0,0.5
1409,54.41,14.0,180.0,5.78241,16.839880377361233,12.0,-1.0,0.0,0.0,1.0,0.5
2207,59.12,6.0,180.0,5.63169,7.227239347606488,2.0,6.481249999999932,2.0,0.4343201375077907,1.0,0.9
2212,41.73,20.232,92.8,4.54273,7.683298415165725,2.0,-1.0,0.0,0.36893776510570697,1.0,0.8
2251,9.34,6.0,60.0,5.33409,6.679431877024379,2.0,0.0,2.0,0.26800591106791943,1.0,1.0
2258,9.62,7.211,73.9,4.75801,7.335983728298837,2.0,-1.0,0.0,0.22891647123939876,1.0,0.9
2259,59.79,13.013,177.5,4.43085,9.867447504499225,2.0,-1.0,0.0,0.0,1.0,0.7
2578,30.81,17.01,178.1,5.34991,8.23593519464636,6.0,2.5548650255240197,2.0,0.29225074835280584,1.0,0.9
2580,47.74,13.614,162.7,5.90803,5.89656789654786,6.0,-1.0,0.0,0.18713111214986536,1.0,1.0
2628,47.31,10.066,126.6,5.76752,8.596082975300773,10.0,-1.0,0.0,0.19395886214015065,1.0,0.9
2647,40.77,6.0,120.0,5.78912,6.459979736575463,10.0,0.8326932958950622,2.0,0.2358500266100909,1.0,1.0
2669,14.38,8.327,103.9,5.85661,8.700969274936245,10.0,14.118746047965827,2.0,0.5986657256460775,1.0,1.0
2689,15.66,6.11,10.9,5.17316,10.12556293040267,6.0,-1.0,0.0,0.0029372248081565135,1.0,0.8
2703,10.8,5.291,139.1,5.07569,8.911718749999977,6.0,11.266976261064244,2.0,0.48320580891439313,1.0,0.8
2748,8.91,5.033,113.4,5.84708,9.723778282776049,7.0,-1.0,0.0,1.0,1.0,1.0
2769,52.67,11.015,123.0,5.844,11.563278149942407,8.0,-1.0,0.0,0.07309405637725913,1.0,0.9
2771,16.88,6.429,39.0,5.86085,12.771866135536296,8.0,-1.0,0.0,0.017655668434506416,1.0,0.8
2799,8.85,5.033,113.4,5.57213,7.227239347606438,8.0,-1.0,0.0,0.14983101781749736,1.0,1.0
2827,44.0,6.429,81.1,4.80301,12.781291798128247,8.0,5.116302088062016,2.0,0.19721223060289364,1.0,0.8
2851,33.58,56.321,160.2,5.58034,13.358863754048883,8.0,6.6774198405225365,2.0,0.19873273334888505,1.0,0.8
