,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
180,44.48,23.007,178.6,5.55875,7.735862822640145,0.0,-1.0,0.0,0.1719125686716152,1.0,1.0
224,41.44,32.145,141.0,5.61643,2.517391304347825,2.0,-1.0,0.0,1.0,1.0,1.0
240,46.49,27.495,169.1,3.68548,11.866745997417654,6.0,9.874242538964182,2.0,0.39234983053457084,1.0,0.8
259,59.83,35.852,146.8,5.31084,10.894963877274561,0.0,-1.0,0.0,0.06891624910496318,1.0,0.7
260,20.12,17.01,61.9,3.54376,7.729813076039154,0.0,5.678042589097549,2.0,0.3973640578488902,1.0,1.0
261,59.88,36.019,156.4,5.87849,9.775229197472216,0.0,-1.0,0.0,0.11586599347225698,1.0,0.8
262,53.88,30.353,171.2,5.91695,7.552173913043482,0.0,5.354775955976106,2.0,0.38069005635315695,1.0,1.0
313,59.05,20.526,133.0,5.1081,8.74890444144266,6.0,-1.0,0.0,0.2863135768852261,1.0,0.9
318,11.14,6.429,158.9,4.41493,4.19342157198883,6.0,-1.0,0.0,0.14814091408306013,1.0,1.0
335,20.93,8.718,83.4,5.86619,14.849210056741626,6.0,10.964788252137193,2.0,0.3291273117516434,1.0,0.7
424,27.29,5.033,173.4,5.54699,12.698020210962127,6.0,-1.0,0.0,0.11597989838871917,1.0,0.7
506,57.25,19.425,12.0,5.89198,12.817991900385818,15.0,-1.0,0.0,0.010564186442254342,1.0,1.0
554,16.36,15.011,150.0,4.30302,7.735862822640145,4.0,-1.0,0.0,0.19951408693068817,1.0,0.9
556,16.69,13.317,145.7,5.07451,10.51071412686392,4.0,-1.0,0.0,0.0939986541471696,1.0,0.7
583,9.95,8.0,120.0,5.8124,13.096210496952978,15.0,-1.0,0.0,0.019794925563545954,1.0,1.0
591,16.32,5.291,139.1,5.87628,10.739919619041387,4.0,5.929166438128819,2.0,0.26217539553751584,1.0,0.7
594,16.32,6.11,130.9,4.09108,10.672499588631922,4.0,6.044867522611139,2.0,0.2780351027553538,1.0,0.7
599,10.79,5.033,113.4,5.58411,13.51550405407609,15.0,8.32868183210864,2.0,0.27041174779573507,1.0,0.9
637,4.58,7.024,55.3,5.81889,9.566581028306755,10.0,2.842170943040401e-14,4.0,0.11907843157067159,1.0,0.8
649,12.9,8.083,51.8,5.60731,5.929166438128858,10.0,2.842170943040401e-14,4.0,0.2749059048356194,1.0,1.0
663,34.98,6.928,30.0,5.74683,8.54532793359055,10.0,6.4068884988256904,3.0,0.3901546855978641,1.0,0.9
689,27.2,9.165,169.1,5.25059,10.940827278191582,15.0,15.280355312243906,2.0,0.5734602846270134,1.0,1.0
720,32.22,6.11,109.1,5.12586,10.50230358311137,10.0,4.174106707088141,3.0,0.1976579920099053,1.0,0.7
738,18.18,6.928,90.0,5.77906,10.73643435630795,10.0,-1.0,0.0,0.06245389622111339,1.0,0.7
747,7.01,15.621,33.7,5.8227,10.672499588631922,10.0,-1.0,0.0,0.06759873162111932,1.0,0.7
880,56.48,50.649,161.4,5.62719,11.866745997417604,11.0,4.454407409313431,1.0,0.25282428994376466,1.0,0.8
1038,4.02,6.11,70.9,5.91828,13.820049827976565,11.0,11.701526756509908,2.0,0.3530174660754883,1.0,0.7
1078,21.66,5.292,19.1,5.78429,13.820049827976579,11.0,-1.0,0.0,0.12236178965143685,1.0,0.7
1100,34.37,5.292,160.9,5.71211,10.739919619041409,11.0,0.0,2.0,0.1593451945557021,1.0,1.0
1109,54.86,34.871,36.6,3.56624,15.593735397753264,11.0,2.6057331977391716,1.0,0.09250305402279384,1.0,0.5
1110,15.66,7.572,97.6,5.729,11.036660891302692,11.0,-1.0,0.0,0.19327258595646452,1.0,1.0
1127,19.67,5.292,79.1,5.71314,15.82611389161512,11.0,0.0,2.0,0.0,1.0,0.6
1166,31.96,11.015,3.0,5.80932,2.513671875,13.0,-1.0,0.0,1.0,1.0,1.0
1378,14.57,24.44,169.1,4.78446,10.232737873542586,14.0,-1.0,0.0,0.0,1.0,1.0
1498,50.7,22.301,139.7,5.05702,10.097881737200105,14.0,-1.0,0.0,0.0,1.0,1.0
1641,59.62,28.0,141.8,3.62176,4.743333150503063,1.0,-1.0,0.0,0.40846803788994035,1.0,1.0
1660,53.19,21.939,30.0,5.88773,11.280133011589157,1.0,15.160456365188915,2.0,0.6768060877316481,1.0,0.8
1673,59.36,17.776,163.0,5.56471,4.891016607989325,1.0,10.430317181068892,2.0,0.7016412004897119,1.0,1.0
1738,49.6,21.166,139.1,5.67243,5.933372998708802,1.0,0.03387121207613961,1.0,0.1664107203287537,1.0,0.9
1792,46.53,8.083,51.8,5.03394,7.214871580902606,12.0,5.153208717359538,2.0,0.46010792119281596,1.0,0.9
1832,43.82,13.013,57.5,3.92619,3.3515625,12.0,4.418189536476502,2.0,0.6045168570791022,1.0,1.0
1846,27.93,10.263,133.0,5.91962,6.048306135458954,12.0,-1.0,0.0,0.0,1.0,1.0
