,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
57,60.72,9.866,95.8,5.85351,6.224044920970027,7.0,-1.0,0.0,1.0,1.0
207,58.79,21.166,139.1,5.76934,11.34431367274994,7.0,-1.0,0.0,1.0,1.0
254,58.14,15.144,142.4,4.41466,27.544162594578314,8.0,-1.0,0.0,1.0,0.4
276,14.24,9.866,24.2,5.08968,20.976760579543033,8.0,15.378927283967522,1.0,1.0,0.7
293,58.82,6.928,150.0,5.49221,20.976760579543033,8.0,-1.0,0.0,1.0,0.7
339,51.39,8.083,90.0,5.84357,25.8277149166397,8.0,-1.0,0.0,1.0,0.5
342,44.2,10.263,167.0,3.48361,18.8987030345786,8.0,2.124624746323573,2.0,1.0,1.0
362,24.09,37.807,162.2,5.26995,23.688504968690374,5.0,4.372784367309794,1.0,1.0,0.8
368,40.7,43.313,151.3,5.2593,19.582671070362185,5.0,4.302989553604308,2.0,1.0,0.9
382,41.06,23.352,10.0,5.10698,18.160324644785543,8.0,2.226873740732748,2.0,1.0,1.0
462,57.24,15.144,37.6,5.72892,25.2878054646082,5.0,-1.0,0.0,1.0,0.7
466,52.72,10.583,160.9,4.42813,19.24690037503037,8.0,11.465224110807132,1.0,1.0,0.9
472,41.56,11.015,63.0,5.80085,30.944705249745812,8.0,9.884390696925255,1.0,1.0,0.4
587,52.37,13.013,177.5,5.04581,16.696193835744207,5.0,13.347222222222243,2.0,1.0,1.0
607,8.73,11.136,51.1,5.76073,15.284804484206495,5.0,2.4305096434155526,1.0,1.0,1.0
1227,54.77,28.095,55.3,5.85603,1.067777777777735,1.0,-1.0,0.0,1.0,1.0
2214,21.87,9.866,155.8,5.69823,6.220281480401073,9.0,-1.0,0.0,1.0,1.0
2280,21.87,18.475,150.0,5.46813,8.130333348850941,9.0,-1.0,0.0,1.0,1.0
2719,28.66,17.01,19.8,5.75625,12.888274968459795,6.0,-1.0,0.0,1.0,1.0
2724,22.25,10.392,150.0,5.85898,14.516897115814485,6.0,-1.0,0.0,1.0,0.7
2831,24.96,10.0,180.0,5.57525,13.375278604576675,2.0,-1.0,0.0,1.0,1.0
2846,24.89,8.0,180.0,5.74625,15.168160099425519,2.0,0.0,2.0,1.0,0.9
2848,8.59,6.429,98.9,5.87404,13.191715362683873,6.0,22.19210020514025,1.0,1.0,1.0
2849,40.56,18.583,36.2,5.12985,13.490826508745908,6.0,0.8342308795367779,2.0,1.0,1.0
2866,11.44,7.024,64.7,5.85332,15.168160099425519,2.0,0.0,2.0,1.0,0.9
2871,37.91,13.856,150.0,5.11482,12.84852388358255,6.0,5.611092487773474,2.0,1.0,1.0
2966,10.61,22.48,11.9,5.20923,9.181387531526092,2.0,-1.0,0.0,1.0,1.0
3168,44.32,21.166,19.1,5.68732,9.668987655904797,10.0,-1.0,0.0,1.0,0.9
3245,48.61,9.866,155.8,4.46372,5.437895423203047,10.0,0.4151322861438172,2.0,1.0,1.0
3294,44.44,29.866,20.4,5.90714,6.224044920969991,10.0,6.465201352718103,2.0,1.0,1.0
3320,61.92,10.583,19.1,5.67669,11.923275331283383,0.0,10.550551088281694,2.0,1.0,0.9
3362,50.39,26.102,43.3,5.92164,13.663520391821919,4.0,-1.0,0.0,1.0,0.9
3391,29.85,37.647,25.4,4.10392,10.672842308177957,0.0,-1.0,0.0,1.0,1.0
3393,37.07,10.583,100.9,5.77245,14.511149423410735,0.0,3.398684639501893,2.0,1.0,0.9
3425,51.97,14.0,60.0,3.49275,11.344313672749939,4.0,13.320635735166649,2.0,1.0,1.0
3434,47.65,15.875,160.9,5.77526,13.916966893707636,4.0,11.000778849780676,2.0,1.0,1.0
