,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
0,53.82,1.155,30.0,4.67973,100.25047047067095,-1.0,-1.0,-1.0,-1.0,0.0,0.0
1,16.57,1.155,30.0,5.8894,107.34957327075877,-1.0,-1.0,-1.0,-1.0,0.0,0.0
2,48.1,1.155,150.0,4.33005,104.70634751464895,-1.0,-1.0,-1.0,-1.0,0.0,0.0
3,36.75,1.155,30.0,5.66695,100.2456311085413,-1.0,-1.0,-1.0,-1.0,0.0,0.0
4,12.63,1.155,150.0,4.10896,93.01121753031792,-1.0,-1.0,-1.0,-1.0,0.0,0.0
5,2.1,1.155,30.0,5.80415,83.4149812518522,-1.0,-1.0,-1.0,-1.0,0.0,0.0
6,31.86,1.155,150.0,4.88414,58.56933171743167,-1.0,-1.0,-1.0,-1.0,0.0,0.0
7,6.97,1.155,150.0,5.91127,55.869259568974705,-1.0,-1.0,-1.0,-1.0,0.0,0.0
8,45.72,1.155,30.0,5.71022,56.59491606532882,-1.0,-1.0,-1.0,-1.0,0.0,0.0
9,60.92,1.155,150.0,5.75157,74.87094637873956,-1.0,-1.0,-1.0,-1.0,0.0,0.0
10,39.51,1.155,30.0,5.80251,78.51427337710474,-1.0,-1.0,-1.0,-1.0,0.0,0.0
11,41.29,1.155,30.0,5.30712,97.58291587122778,-1.0,-1.0,-1.0,-1.0,0.0,0.0
12,43.97,1.155,30.0,5.27758,128.29595208541372,-1.0,-1.0,-1.0,-1.0,0.0,0.0
13,28.61,1.155,150.0,5.27614,139.58223754606817,-1.0,-1.0,-1.0,-1.0,0.0,0.0
14,34.33,1.155,150.0,4.73578,129.08180332869563,-1.0,-1.0,-1.0,-1.0,0.0,0.0
15,29.86,1.155,30.0,5.63999,120.16590451877603,-1.0,-1.0,-1.0,-1.0,0.0,0.0
16,27.67,1.155,150.0,5.90487,105.49563705901701,-1.0,-1.0,-1.0,-1.0,0.0,0.0
17,46.54,1.155,150.0,4.38566,94.96759795114151,-1.0,-1.0,-1.0,-1.0,0.0,0.0
18,26.79,1.155,30.0,3.67752,88.06219444808764,-1.0,-1.0,-1.0,-1.0,0.0,0.0
19,49.87,1.155,150.0,3.938,86.69076364727977,-1.0,-1.0,-1.0,-1.0,0.0,0.0
20,32.38,1.155,150.0,5.90789,89.22688258035215,-1.0,-1.0,-1.0,-1.0,0.0,0.0
21,32.39,1.155,30.0,3.75768,100.81090377990826,-1.0,-1.0,-1.0,-1.0,0.0,0.0
22,32.05,1.155,30.0,4.77741,110.93966587997281,-1.0,-1.0,-1.0,-1.0,0.0,0.0
23,42.66,1.155,150.0,5.84596,121.55894029757118,-1.0,-1.0,-1.0,-1.0,0.0,0.0
24,14.08,1.155,150.0,5.80908,124.29905034954822,-1.0,-1.0,-1.0,-1.0,0.0,0.0
25,42.77,1.155,150.0,5.6404,121.27290283580383,-1.0,-1.0,-1.0,-1.0,0.0,0.0
26,46.91,1.155,30.0,5.90683,105.40519919537051,-1.0,-1.0,-1.0,-1.0,0.0,0.0
27,31.29,1.155,30.0,5.74228,84.31548711374917,-1.0,-1.0,-1.0,-1.0,0.0,0.0
28,42.8,1.155,30.0,5.91087,59.8811450809683,-1.0,-1.0,-1.0,-1.0,0.0,0.0
29,59.74,1.155,30.0,5.6231,32.71625580979301,-1.0,-1.0,-1.0,-1.0,0.0,0.0
30,31.36,1.155,150.0,5.52251,24.798246843460888,-1.0,-1.0,-1.0,-1.0,0.0,0.0
31,42.68,1.155,30.0,5.85237,32.82939939972406,-1.0,-1.0,-1.0,-1.0,0.0,0.0
32,52.22,1.155,150.0,4.48017,61.73374308379929,-1.0,-1.0,-1.0,-1.0,0.0,0.0
33,39.94,1.155,150.0,5.89468,100.24685048891764,-1.0,-1.0,-1.0,-1.0,0.0,0.0
34,44.98,1.155,30.0,5.52598,140.81627676084162,-1.0,-1.0,-1.0,-1.0,0.0,0.0
35,47.94,1.155,150.0,5.48192,192.11617733355294,-1.0,-1.0,-1.0,-1.0,0.0,0.0
