# Column 1:    Selected grain boundary location of the input sample
# Column 2:    Void parameter value
# Column 3:    Distance from the grain boundary to the center void
# Column 4:    Void ID
# Column 5:    Sorted GB by distance from the center of the void
# Column 6-7:  Supposed intersections point of GB with void edge, x and y
# Column 8-9:  Supposed GB junction point
# Column 10:   Reconstructed length of GB continuity
# Column 11:   Proximity parameter.

3914	1	13.898126916233311	0	1	916.528510673229675	912.411063856956389	-1	-1	-1	1
3990	-1	2.308941468970811	0	0	916.914504817755983	911.457252408878048	-1	-1	-1	None
3915	1	1.034042553191512	1	1	938.192018153861000	894.741187717254547	-1	-1	-1	0.6493481081546801
4122	1	3.102127659574421	1	2	931.040224726194083	897.979887636902959	-1	-1	-1	0.1437415520934944
1546	1	11.421209038251364	2	2	367.019412371312285	898.296807069321289	372.0951153730896	923.0140845070422	12.910461467997333	0.5935226222627432
1562	-1	9.245511502192766	2	0	361.241892017974294	900.241892017974351	-1	-1	-1	None
1563	-1	8.832952009541588	2	0	365.597271592937034	899.064847728624727	-1	-1	-1	None
1591	-1	10.227514274198079	2	0	354.247957740781203	898.991830963124926	-1	-1	-1	None
1605	-1	13.458727179851612	2	0	362.808914381037596	900.000000000000000	-1	-1	-1	None
1649	-1	11.782098976280498	2	0	371.308846094982471	894.000000000000000	-1	-1	-1	None
1652	-1	10.544494624513760	2	0	371.934765041688991	892.869530083377981	-1	-1	-1	None
1661	1	11.421209038251305	2	1	352.740603747677142	898.144109029068204	372.0951153730896	923.0140845070423	13.18972881671818	0.5801556496239574
1669	0.9	15.261432712763854	2	3	371.689154721846307	893.344577360923154	-1	-1	-1	0.0
342	1	3.726280011166526	3	1	79.255472678611454	884.474191549752049	-1	-1	-1	1
484	-1	5.567141703836143	3	0	68.025889187502457	883.000000000000000	-1	-1	-1	None
4236	1	5.560060064019762	4	1	970.136317965229750	822.348591414463954	-1	-1	-1	0.5854478617717295
4238	-1	8.821262001632965	4	0	976.748581151900567	824.877128272149093	-1	-1	-1	None
4239	-1	8.512839907598376	4	0	977.762142310774379	826.317143585634199	-1	-1	-1	None
4242	-1	3.726280011166585	4	0	975.921715595639398	824.078284404360602	-1	-1	-1	None
4243	-1	5.844293870970400	4	0	970.693913913452775	837.693913913452775	-1	-1	-1	None
4249	-1	7.515721399003627	4	0	978.336837809974554	827.663162190025332	-1	-1	-1	None
4253	-1	2.311377875548229	4	0	971.174505582637153	822.301977669451162	-1	-1	-1	None
4261	-1	3.264761720062571	4	0	970.000000000000000	837.634788798650561	-1	-1	-1	None
4262	-1	2.064453125000000	4	0	977.352102390649861	834.352102390649861	-1	-1	-1	None
4263	-1	7.299201061897705	4	0	974.207802986469119	837.000000000000000	-1	-1	-1	None
4274	-1	5.161132812500000	4	0	976.855766388782968	825.000000000000000	-1	-1	-1	None
4299	1	10.333891641767352	4	2	976.698834121646541	835.178155043445145	-1	-1	-1	0.0
507	1	8.067763035263846	5	1	112.830994249398756	780.039001327061783	-1	-1	-1	0.06980392215075608
604	1	8.884829327874964	5	2	109.682871439051922	783.973572619921015	-1	-1	-1	0.0
3391	1	10.328806869641062	7	2	816.846574527148846	615.655804022029088	833.3362723404255	637.2801640625	4.083947908038502	0.2215437672682205
3478	1	10.328806869641062	7	3	802.560778469005754	601.018637679239987	-1	-1	-1	0.38102648088856034
3479	-1	5.560060064019762	7	0	817.775826085088511	613.831869563816440	-1	-1	-1	None
3480	-1	8.336492535366487	7	0	809.405505905508903	620.405505905508903	-1	-1	-1	None
3481	-1	9.808067558578980	7	0	799.929114478188922	616.716457912755914	-1	-1	-1	None
3554	1	6.926824406912382	7	1	804.893372024642076	620.029898435314522	833.3362723404255	637.2801640625	14.787142117614488	0.9049533857670237
3570	-1	11.544707344854004	7	0	812.782529512433939	619.347588537301931	-1	-1	-1	None
3594	-1	9.526313895554107	7	0	818.088175023601821	612.911824976398179	-1	-1	-1	None
3606	-1	9.808067558578871	7	0	817.000000000000000	615.408326913195992	-1	-1	-1	None
3607	-1	10.181190056568106	7	0	803.508934272945226	600.508934272945226	-1	-1	-1	None
4741	1	6.934133626644485	8	2	1108.021467557744018	592.827939798974512	1138.0476710753305	608.4417625633446	8.608406564337608	0.6552788421236759
4798	-1	5.567141703836038	8	0	1095.817187175844765	598.268748703379174	-1	-1	-1	None
4824	-1	7.225585937500000	8	0	1092.046928847226354	582.093857694452822	-1	-1	-1	None
4850	1	5.560060064019762	8	1	1099.864477159474291	598.761796926834108	1138.0476710753305	608.4417625633454	5.638115440208893	0.5365631531848847
4857	-1	9.794285160187714	8	0	1102.000000000000000	579.670476968247499	-1	-1	-1	None
4870	-1	6.026651236984400	8	0	1108.658621740318040	590.658621740318040	-1	-1	-1	None
4951	1	5.164403434820565	13	2	1127.172029410174673	498.483911769475867	-1	-1	-1	0.0
4978	1	4.136170212765819	13	1	1124.843565617708919	501.773760169009336	-1	-1	-1	0.0
148	0.05	24.838248951623928	14	12	61.499887599323259	471.903218554795046	57.78269367810239	486.73680472488036	24.744489545976485	0.631236978213686
280	0.6	16.135526070527693	14	5	66.918826334711142	494.942018810507932	46.5675715333822	494.7568696120689	7.663703307966167	0.3340384782141871
310	0.8	15.246673387614546	14	3	59.045647503855690	503.829883131747465	46.5675715333822	494.7568696120689	6.3160353224835815	0.30249258292557923
319	-1	13.149661209683259	14	0	49.530935845210266	506.592807535630811	-1	-1	-1	None
320	-1	15.246673387614546	14	0	56.862102551335390	469.045965816221553	-1	-1	-1	None
