,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
148,55.94,32.083,175.9,4.51699,24.838248951623928,14.0,24.744489545976485,2,0.631236978213686,1,0.05
280,25.31,8.718,143.4,3.7347,16.135526070527693,14.0,7.663703307966167,2,0.3340384782141871,1,0.6
310,55.84,8.0,120.0,5.11409,15.246673387614546,14.0,6.3160353224835815,2,0.30249258292557923,1,0.8
335,49.35,13.614,17.3,3.92125,15.246673387614546,14.0,6.394884621840902e-14,,0.3472777455722774,1,0.8
342,32.82,29.462,169.8,5.61437,3.726280011166526,3.0,-1.0,0,1.0,1,1.0
362,53.6,8.0,120.0,3.94653,18.61235822040618,14.0,1.8324469595896185,2,0.12003433041759069,1,0.5
367,8.39,9.019,63.7,5.86474,10.631835487254554,14.0,0.0,,0.22999737426746644,1,1.0
375,46.9,13.013,57.5,5.60634,21.294790570621867,14.0,-1.0,0,0.0,1,0.2
382,56.84,10.0,180.0,4.69062,19.862926738177496,14.0,0.0,,0.0568646463226299,1,0.4
402,8.86,6.429,21.1,5.62492,13.600154521598025,14.0,0.0,2,0.15691289461924907,1,0.9
425,56.26,14.0,81.8,5.90585,19.646808510638294,14.0,0.0,2,0.11120081211926645,1,0.4
426,42.41,30.746,144.4,5.25164,22.11514435456344,14.0,-1.0,0,0.0,1,0.2
430,57.02,18.148,52.7,3.94447,25.580503338406473,14.0,-1.0,0,0.0,1,0.05
439,55.41,9.165,70.9,4.46903,19.646808510638294,14.0,3.952079976917847,1,0.10081836675810835,1,0.4
507,32.82,14.422,13.9,5.65525,8.067763035263846,5.0,-1.0,0,0.06980392215075608,1,1.0
604,32.82,13.115,172.4,5.89753,8.884829327874964,5.0,-1.0,0,0.0,1,1.0
888,48.33,32.187,6.2,5.54513,20.45502854839618,22.0,0.0,2,0.12349917928293208,1,0.8
959,49.28,24.194,18.1,4.30415,18.06500460340516,22.0,19.20982520861108,2,0.5566913846084166,1,0.9
1020,44.05,22.745,45.3,5.60764,20.45502854839618,22.0,0.0,2,0.2696636451563616,1,0.8
1151,57.78,15.621,33.7,4.79211,16.07180814516844,22.0,-1.0,0,0.16347984169568883,1,1.0
1166,44.31,9.866,155.8,5.82986,20.667783283534792,22.0,8.526746672375808,2,0.23758393850714252,1,0.9
1546,44.26,8.083,150.0,5.86136,11.421209038251364,2.0,12.910461467997333,2,0.5935226222627432,1,1.0
1661,46.65,10.392,30.0,5.58101,11.421209038251305,2.0,13.18972881671818,2,0.5801556496239574,1,1.0
1669,43.16,6.429,158.9,5.77843,15.261432712763854,2.0,-1.0,0,0.0,1,0.9
2171,44.39,33.645,162.0,4.3013,11.171285058038936,23.0,-1.0,0,0.2879554107474609,1,1.0
2192,56.6,31.432,142.7,5.88319,14.686161853999838,23.0,-1.0,0,0.3723027453563867,1,0.9
2250,56.98,12.22,169.1,5.76091,10.181190056568209,18.0,-1.0,0,0.23555217985041102,1,1.0
2251,44.93,22.121,6.0,5.91858,15.517888747384033,18.0,-1.0,0,0.041402104367273034,1,0.9
2277,42.17,9.165,130.9,4.55653,15.763873553659213,18.0,12.244825623241583,2,0.42706381182491404,1,0.9
2363,19.38,11.136,8.9,5.85325,14.905120044666152,23.0,-1.0,0,0.03549463720281308,1,0.9
2395,48.47,9.165,169.1,5.70105,17.55469291358485,18.0,6.428972274264474,3,0.1996575240454806,1,0.7
2409,29.95,20.0,180.0,5.87971,12.100677296762795,18.0,11.66990881458969,2,0.4840832411450515,1,0.9
2464,45.62,11.136,128.9,5.01239,9.235765875883192,16.0,-1.0,0,0.0,1,1.0
2469,42.39,8.327,16.1,5.88881,5.567141703836143,16.0,1.0270874429698686,3,0.13280076316764708,1,1.0
2780,46.73,16.042,55.9,5.81938,10.373929421143536,19.0,-1.0,0,0.0,1,1.0
2861,51.83,22.301,139.7,5.81845,11.171285058038936,19.0,-1.0,0,0.0,1,1.0
3391,43.91,20.298,9.8,5.83269,10.328806869641062,7.0,4.083947908038502,2,0.2215437672682205,1,1.0
3437,24.43,9.165,109.1,5.829,16.80443587737838,21.0,22.6039371730193,2,0.6818429491483583,1,0.8
3478,8.53,8.0,60.0,5.20906,10.328806869641062,7.0,-1.0,0,0.38102648088856034,1,1.0
3508,13.63,6.11,10.9,5.68987,10.794156996637227,21.0,-1.0,0,0.16161942730443934,1,1.0
3512,12.65,8.718,156.6,5.85607,13.47544494105118,21.0,3.755989047765949,2,0.23145632343609676,1,0.9
3536,37.9,32.393,153.5,5.73458,22.74860256838746,21.0,-1.0,0,0.0,1,0.8
3554,46.0,23.352,70.0,5.80777,6.926824406912382,7.0,14.787142117614488,2,0.9049533857670237,1,1.0
3628,26.25,26.026,177.5,5.34417,16.672985070732864,15.0,-1.0,0,0.045410347552011614,1,0.5
3638,25.03,21.385,10.9,5.39059,16.672985070732864,15.0,7.36798232308658,2,0.2553139794569116,1,0.5
3702,45.73,15.144,37.6,5.63405,15.493210304461556,15.0,-1.0,0,0.0876383894586829,1,0.8
3712,10.98,9.165,130.9,5.90008,14.062364777209826,15.0,6.349168841681,2,0.3135637345496803,1,1.0
3713,53.42,12.22,10.9,5.89512,15.763873553659213,15.0,-1.0,0,0.17309201653488251,1,0.7
3776,47.41,6.11,169.1,5.73365,14.78037768722736,15.0,0.3494187225187529,1,0.18453237356075872,1,0.9
3812,54.89,14.189,9.4,5.66202,14.380514363023844,15.0,-1.0,0,0.17005134055820964,1,1.0
3823,50.36,7.572,22.4,5.87337,18.06500460340516,15.0,-1.0,0,0.0,1,0.4
3914,25.5,11.719,140.2,5.8983,13.898126916233311,0.0,-1.0,0,1.0,1,1.0
3915,25.5,38.158,5.2,5.91034,1.034042553191512,1.0,-1.0,0,0.6493481081546801,1,1.0
4034,31.62,33.407,8.9,4.42679,11.556889377740944,20.0,-1.0,0,0.11904300701466261,1,1.0
4086,31.23,28.355,42.2,5.8877,11.556889377740944,20.0,-1.0,0,0.11356924399627347,1,1.0
4122,25.5,9.866,24.2,5.21636,3.102127659574421,1.0,-1.0,0,0.1437415520934944,1,1.0
4223,56.85,25.325,170.8,5.23773,10.322265625,20.0,-1.0,0,0.2807340668557962,1,1.0
4236,7.99,9.018,63.7,5.25613,5.560060064019762,4.0,-1.0,0,0.5854478617717295,1,1.0
4299,45.32,15.144,157.6,4.78815,10.333891641767352,4.0,-1.0,0,0.0,1,1.0
4613,38.36,29.143,22.1,5.8923,3.102127659574535,17.0,5.694531229396673,2,0.6885864158752754,1,1.0
4741,44.74,13.317,154.3,5.57546,6.934133626644485,8.0,8.608406564337608,2,0.6552788421236759,1,1.0
4850,59.39,13.317,85.7,5.8358,5.560060064019762,8.0,5.638115440208893,2,0.5365631531848847,1,1.0
4910,38.36,14.0,60.0,5.46444,5.164403434820565,17.0,2.1399945322169724,2,0.3305240268975878,1,1.0
4951,24.71,12.22,70.9,5.15788,5.164403434820565,13.0,-1.0,0,0.0,1,1.0
4978,24.71,17.01,61.9,4.29366,4.136170212765819,13.0,-1.0,0,0.0,1,1.0
