,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
0,38.97,2.0,180.0,5.72626,431.1752287805662,-1.0,-1.0,-1.0,0.0,0.0
1,47.04,1.155,30.0,5.86225,412.1590292703423,-1.0,-1.0,-1.0,0.0,0.0
2,54.21,1.155,30.0,5.88526,380.18656431779795,-1.0,-1.0,-1.0,0.0,0.0
3,48.39,1.155,150.0,4.48565,341.43927741406895,-1.0,-1.0,-1.0,0.0,0.0
4,58.25,1.155,150.0,4.31402,311.7270305400423,-1.0,-1.0,-1.0,0.0,0.0
5,51.23,1.155,30.0,5.74413,274.14899532047644,-1.0,-1.0,-1.0,0.0,0.0
6,19.47,1.155,150.0,5.15655,247.6999851427383,-1.0,-1.0,-1.0,0.0,0.0
7,60.02,1.155,150.0,3.82344,223.36047856604173,-1.0,-1.0,-1.0,0.0,0.0
8,5.3,1.155,30.0,5.81046,196.19004000027056,-1.0,-1.0,-1.0,0.0,0.0
9,30.21,1.155,30.0,5.84805,165.89113336231443,-1.0,-1.0,-1.0,0.0,0.0
10,60.0,1.155,30.0,5.84946,149.00352516128186,-1.0,-1.0,-1.0,0.0,0.0
11,40.9,1.155,30.0,3.75958,133.54001043002413,-1.0,-1.0,-1.0,0.0,0.0
12,57.07,1.155,30.0,5.2405,114.27323746073881,-1.0,-1.0,-1.0,0.0,0.0
13,59.33,1.155,30.0,5.80828,107.80286645435689,-1.0,-1.0,-1.0,0.0,0.0
14,53.98,1.155,30.0,5.91635,101.27269551936818,-1.0,-1.0,-1.0,0.0,0.0
15,60.17,1.155,150.0,5.18099,99.27302754755102,-1.0,-1.0,-1.0,0.0,0.0
16,27.2,1.155,30.0,5.87247,99.9374655209167,-1.0,-1.0,-1.0,0.0,0.0
17,23.09,1.155,150.0,5.89036,104.27884519721302,-1.0,-1.0,-1.0,0.0,0.0
18,59.67,1.155,150.0,5.39218,108.13816150273406,-1.0,-1.0,-1.0,0.0,0.0
19,53.78,1.155,150.0,5.4377,104.48420875569764,-1.0,-1.0,-1.0,0.0,0.0
20,40.74,1.155,30.0,5.90637,73.72359705445173,-1.0,-1.0,-1.0,0.0,0.0
21,22.89,1.155,150.0,5.73853,46.685253329441124,-1.0,-1.0,-1.0,0.0,0.0
22,25.54,1.155,30.0,3.92386,41.3077655461552,-1.0,-1.0,-1.0,0.0,0.0
23,31.86,1.155,150.0,3.71792,12.00768957859223,-1.0,-1.0,-1.0,0.0,0.0
24,52.58,1.155,30.0,5.87561,62.487476558300834,-1.0,-1.0,-1.0,0.0,0.0
25,25.46,1.155,150.0,5.6451,102.92492288321074,-1.0,-1.0,-1.0,0.0,0.0
26,56.66,1.155,30.0,4.72973,107.86125589572504,-1.0,-1.0,-1.0,0.0,0.0
27,52.8,1.155,30.0,5.91471,145.15726692375645,-1.0,-1.0,-1.0,0.0,0.0
28,38.7,1.155,150.0,5.84254,171.26755576898933,-1.0,-1.0,-1.0,0.0,0.0
29,36.27,1.155,150.0,5.82828,174.775601783632,-1.0,-1.0,-1.0,0.0,0.0
30,27.73,1.155,150.0,5.70582,199.44988137453683,-1.0,-1.0,-1.0,0.0,0.0
31,13.22,1.155,30.0,5.89728,215.4030527020199,-1.0,-1.0,-1.0,0.0,0.0
32,56.54,1.155,150.0,5.86354,245.66612739153368,-1.0,-1.0,-1.0,0.0,0.0
33,49.71,1.155,30.0,5.62639,276.06922571729655,-1.0,-1.0,-1.0,0.0,0.0
34,32.26,1.155,30.0,5.76132,273.8020662738432,-1.0,-1.0,-1.0,0.0,0.0
35,29.34,1.155,150.0,4.72607,273.4745582998926,-1.0,-1.0,-1.0,0.0,0.0
36,52.15,1.155,30.0,5.64775,273.8134580783421,-1.0,-1.0,-1.0,0.0,0.0
37,44.21,1.155,30.0,5.89268,278.12451620692326,-1.0,-1.0,-1.0,0.0,0.0
38,59.79,1.155,150.0,4.66936,280.72769978646613,-1.0,-1.0,-1.0,0.0,0.0
39,32.1,1.155,150.0,5.60577,282.4620689763005,-1.0,-1.0,-1.0,0.0,0.0
40,45.79,1.155,30.0,4.0319,291.7398814399205,-1.0,-1.0,-1.0,0.0,0.0
41,40.46,1.155,150.0,5.91661,297.8288860209601,-1.0,-1.0,-1.0,0.0,0.0
42,36.55,1.155,30.0,5.91447,300.0286735677247,-1.0,-1.0,-1.0,0.0,0.0
43,44.35,9.866,84.2,4.90787,416.5445310715139,-1.0,-1.0,-1.0,0.0,0.0
44,45.94,4.163,103.9,5.85855,410.06725887326684,-1.0,-1.0,-1.0,0.0,0.0
45,23.18,20.232,87.2,5.86373,389.1933841627286,-1.0,-1.0,-1.0,0.0,0.0
46,46.71,8.718,96.6,5.88472,375.9875509601163,-1.0,-1.0,-1.0,0.0,0.0
47,36.39,34.641,90.0,5.78213,325.8687715197533,-1.0,-1.0,-1.0,0.0,0.0
48,42.6,8.718,83.4,5.12152,344.41728722248007,-1.0,-1.0,-1.0,0.0,0.0
49,38.57,15.62,93.7,5.84711,304.35904958570944,-1.0,-1.0,-1.0,0.0,0.0
50,46.69,15.62,86.3,5.11127,279.69334418646,-1.0,-1.0,-1.0,0.0,0.0
51,52.49,21.385,92.7,5.91577,265.5674955662049,-1.0,-1.0,-1.0,0.0,0.0
52,27.91,12.166,94.7,5.50208,242.5891446627949,-1.0,-1.0,-1.0,0.0,0.0
53,46.6,7.572,82.4,5.89299,249.30127863160317,-1.0,-1.0,-1.0,0.0,0.0
54,48.53,6.429,98.9,5.90443,219.6422347627141,-1.0,-1.0,-1.0,0.0,0.0
55,33.63,1.155,30.0,5.64715,222.89636333772248,-1.0,-1.0,-1.0,0.0,0.0
56,48.25,15.621,86.3,5.63546,203.03511807250564,-1.0,-1.0,-1.0,0.0,0.0
57,50.69,2.0,120.0,4.53628,195.1404750036888,-1.0,-1.0,-1.0,0.0,0.0
58,51.0,22.539,87.5,4.05404,184.26969433386444,-1.0,-1.0,-1.0,0.0,0.0
59,41.83,4.619,90.0,5.65048,167.77366121275202,-1.0,-1.0,-1.0,0.0,0.0
60,26.14,20.785,90.0,5.14539,157.20110116225973,-1.0,-1.0,-1.0,0.0,0.0
61,40.62,11.015,95.2,5.86674,144.27055534703686,-1.0,-1.0,-1.0,0.0,0.0
62,54.39,9.866,84.2,5.8211,136.49140467486575,-1.0,-1.0,-1.0,0.0,0.0
63,45.11,31.177,90.0,5.83935,122.96000882025939,-1.0,-1.0,-1.0,0.0,0.0
64,37.85,13.856,90.0,5.91431,110.5137881719334,-1.0,-1.0,-1.0,0.0,0.0
65,49.8,11.015,95.2,5.83915,104.80566677233836,-1.0,-1.0,-1.0,0.0,0.0
66,16.3,9.866,84.2,5.85414,101.49640949513919,-1.0,-1.0,-1.0,0.0,0.0
67,49.88,16.166,90.0,4.89603,99.42436604173015,-1.0,-1.0,-1.0,0.0,0.0
68,40.91,15.011,90.0,5.69694,98.74607880921815,-1.0,-1.0,-1.0,0.0,0.0
69,27.23,19.63,90.0,5.24861,101.12947081074212,-1.0,-1.0,-1.0,0.0,0.0
70,38.8,5.292,100.9,2.58404,104.26262128202238,-1.0,-1.0,-1.0,0.0,0.0
71,37.59,10.392,90.0,5.63062,109.58205343963917,-1.0,-1.0,-1.0,0.0,0.0
72,49.53,5.291,79.1,5.78835,106.22648710408187,-1.0,-1.0,-1.0,0.0,0.0
73,50.48,16.773,93.4,5.65479,95.36172898830428,-1.0,-1.0,-1.0,0.0,0.0
74,51.04,2.0,60.0,5.88466,74.8404862589053,-1.0,-1.0,-1.0,0.0,0.0
