,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
448,23.23,17.01,178.1,5.58484,12.710780112488576,6.0,-1.0,0.0,1.0,1.0,1.0
945,9.06,5.292,79.1,4.3219,4.673665787968018,4.0,-1.0,0.0,0.3438494102564634,1.0,1.0
949,10.39,6.0,180.0,4.96407,6.268192130948871,4.0,-1.0,0.0,0.37386614056459083,1.0,1.0
1081,47.66,19.425,12.0,5.91543,12.146787861898302,10.0,2.040842121352273,2.0,0.1627246789830466,1.0,1.0
1133,34.71,24.0,180.0,5.77442,13.21765523735529,2.0,-1.0,0.0,0.0,1.0,0.8
1157,47.66,20.133,173.4,4.48201,11.250024682726693,10.0,3.6635415330368755,2.0,0.30265545209996664,1.0,1.0
1163,31.4,15.011,150.0,4.40671,13.894788050689419,2.0,-1.0,0.0,0.0,1.0,0.7
1164,31.4,10.263,13.0,5.89726,12.145361577793892,2.0,-1.0,0.0,0.34164940421769324,1.0,1.0
1270,53.16,9.866,35.8,5.73199,12.713887186187115,9.0,22.63314555746298,2.0,0.8450199513906176,1.0,0.9
1283,30.53,17.088,65.8,5.8638,12.145361577793892,2.0,6.352442025181987,2.0,0.2878478202078347,1.0,1.0
1315,41.71,55.365,173.4,5.7107,7.930593142413006,2.0,8.496228562698814,2.0,0.517192028382448,1.0,1.0
1374,14.43,18.583,96.2,4.03632,11.253904525923538,9.0,2.3352803002147295,2.0,0.1845012337136264,1.0,1.0
1384,44.64,39.85,151.4,5.91876,11.895889713619669,9.0,-1.0,0.0,0.13856039947244814,1.0,1.0
1726,54.12,22.301,160.3,5.71036,9.207477971506242,7.0,-1.0,0.0,0.21742154619257828,1.0,1.0
1847,53.5,62.097,176.8,5.58321,10.660055201434144,3.0,-1.0,0.0,1.0,1.0,1.0
1895,54.12,10.0,180.0,4.35113,14.239743943993192,7.0,-1.0,0.0,0.05468574323972219,1.0,1.0
2600,59.54,8.327,163.9,5.49403,5.610000000000014,8.0,-1.0,0.0,0.24378987771384633,1.0,1.0
2688,40.53,14.189,170.6,5.88793,6.608827618677545,8.0,-1.0,0.0,0.1415463360922201,1.0,0.9
2696,41.93,18.148,7.3,5.57372,7.119871971996555,8.0,-1.0,0.0,0.1152492003140167,1.0,0.9
2722,44.15,20.232,152.8,5.64986,16.535805252903728,11.0,1.006387988000557,2.0,0.14952313996489808,1.0,0.6
2731,27.01,31.262,7.4,5.82636,14.024999999999977,11.0,-1.0,0.0,0.17012083270940292,1.0,1.0
2845,33.18,17.474,166.6,5.84134,8.81880816739977,0.0,-1.0,0.0,0.0,1.0,1.0
2855,53.81,17.436,36.6,5.88726,15.327501683423597,11.0,2.373181058390172,2.0,0.4344476185966974,1.0,0.9
2932,50.03,6.429,81.1,5.31428,15.067410645104971,11.0,-1.0,0.0,0.13913978201003832,1.0,0.9
2933,55.24,15.144,157.6,5.41048,15.067410645104971,11.0,1.2710574864626038e-13,1.0,0.29365303592690234,1.0,0.9
2953,46.79,13.317,25.7,5.66044,23.434043265306432,11.0,-1.0,0.0,0.0,1.0,0.3
2979,21.17,14.048,124.7,5.17756,8.460153194747836,0.0,-1.0,0.0,0.0,1.0,1.0
2996,50.32,11.015,117.0,5.62587,18.414955943012586,11.0,0.0,2.0,0.06714603032153661,1.0,0.5
2997,59.79,16.371,72.2,5.81751,18.414955943012586,11.0,0.0,2.0,0.3000690303500818,1.0,0.5
3023,31.49,19.079,5.2,5.03442,22.76679001051955,11.0,-1.0,0.0,0.0,1.0,0.3
3024,30.42,8.083,8.2,5.76853,27.884761788558176,11.0,-1.0,0.0,0.0,1.0,0.2
3511,45.07,18.583,36.2,5.84511,22.297977662903733,1.0,-1.0,0.0,0.050087120169229615,1.0,0.05
3515,52.64,17.926,146.8,5.80858,18.93051348714703,1.0,3.2155493553843715e-13,2.0,0.125939572291487,1.0,0.8
3593,27.68,7.572,97.6,5.3494,16.855911102629165,1.0,3.2155493553843715e-13,2.0,0.142411379125822,1.0,1.0
3598,9.09,6.928,150.0,5.65406,20.062836663957384,1.0,-1.0,0.0,0.13019085213460813,1.0,0.4
3603,21.91,11.373,45.3,5.4753,17.161047959801376,1.0,-1.0,0.0,0.2137296571123362,1.0,1.0
3621,55.65,19.009,61.7,5.85617,23.431204350926855,1.0,-1.0,0.0,0.022858598807775854,1.0,0.05
3649,33.95,17.088,54.2,5.23112,19.261133530878617,1.0,-1.0,0.0,0.1593701537955986,1.0,0.6
3654,24.32,6.0,180.0,3.6793,18.894540610830862,1.0,-1.0,0.0,0.11278195488721805,1.0,0.8
3662,55.7,6.0,120.0,5.86284,5.034578572129368,5.0,-1.0,0.0,0.22500042786762253,1.0,1.0
3676,27.9,8.718,156.6,5.6088,18.144642033734705,1.0,-1.0,0.0,0.16383776096190605,1.0,0.8
3739,15.24,12.056,125.5,4.94604,18.144642033734705,1.0,-1.0,0.0,0.22652996447793938,1.0,0.8
3750,33.71,17.01,178.1,5.91165,9.345255608226744,5.0,-1.0,0.0,0.0,1.0,1.0
3766,45.42,6.0,60.0,5.88265,21.006762134178526,1.0,-1.0,0.0,0.11284459413385896,1.0,0.3
3774,54.23,8.327,43.9,5.84268,21.006762134178526,1.0,0.0,2.0,0.15647059587690954,1.0,0.3
3785,23.68,9.165,109.1,5.66433,20.906705278349726,1.0,-1.0,0.0,0.17227276968212077,1.0,0.3
3796,52.19,38.158,5.2,3.5321,24.037737676214206,1.0,0.0,2.0,0.007272143081798998,1.0,0.05
