,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
259,9.22,3.464,30.0,5.79504,5.551252034055057,9.0,-1.0,0.0,0.09161578483546479,1.0,1.0
290,44.95,4.0,180.0,5.2201,7.090577111111619,9.0,2.5435435435435494,2.0,0.17310961755406234,1.0,0.8
302,56.2,30.616,91.9,5.71566,6.584058653789127,9.0,10.788403001126255,2.0,0.43049653290296486,1.0,0.9
313,55.29,55.678,8.9,5.90984,10.469850420629403,9.0,-1.0,0.0,0.0,1.0,0.8
489,20.64,9.165,109.1,5.90984,5.80671387193172,1.0,-1.0,0.0,0.11093310508570567,1.0,1.0
503,11.34,7.211,106.1,3.5753,5.628517174833751,1.0,5.557827054895578,2.0,0.2821344178796315,1.0,1.0
515,30.74,3.055,70.9,5.75514,7.664350860459751,1.0,6.276963421346119,2.0,0.2732659421683786,1.0,0.8
517,46.16,9.866,84.2,5.52415,10.03040782971192,1.0,-1.0,0.0,0.0,1.0,0.7
526,7.13,9.866,84.2,4.58869,11.440445112053384,1.0,-1.0,0.0,0.0,1.0,0.7
741,52.36,15.144,157.6,5.82067,8.699698692724272,0.0,4.187011779116863,2.0,0.1761750946763525,1.0,0.7
804,53.47,18.33,70.9,5.91027,11.465185843885987,0.0,8.537566162205698,2.0,0.20327538481442137,1.0,0.6
826,9.86,4.0,60.0,4.17885,7.626963408035636,0.0,-1.0,0.0,0.09515353388780687,1.0,1.0
892,9.24,5.033,66.6,5.74223,7.55355355355357,0.0,-1.0,0.0,0.11986481425399678,1.0,1.0
893,11.59,4.0,120.0,5.80739,7.55355355355357,0.0,-1.0,0.0,0.09515353388780687,1.0,1.0
918,51.99,31.005,58.9,4.99061,14.511942357946566,0.0,-1.0,0.0,0.0,1.0,0.6
1234,19.02,28.095,4.7,5.06423,5.628517174833799,5.0,5.824428519828769,2.0,0.3417235449074201,1.0,1.0
1368,58.23,4.163,103.9,5.87752,6.90585736149819,5.0,0.46422205118665505,2.0,0.08237821407233753,1.0,0.8
1373,47.42,4.163,76.1,5.90313,5.810330125684078,5.0,-1.0,0.0,0.13512735820228094,1.0,1.0
1380,49.19,26.102,76.7,5.67127,6.67339829940933,5.0,-1.0,0.0,0.1474009902475448,1.0,0.9
1512,35.28,13.317,154.3,5.71619,12.540579070664485,3.0,-1.0,0.0,0.0,1.0,0.7
1553,50.55,4.0,180.0,5.75946,10.795009047433393,3.0,-1.0,0.0,0.08403361344537816,1.0,1.0
1566,50.34,4.0,180.0,5.02966,11.423885514177858,3.0,3.5609609609608697,2.0,0.17213860019653177,1.0,0.9
1575,49.68,30.616,148.1,5.90895,10.639032931184571,4.0,0.0,3.0,0.06188438535326382,1.0,0.7
1582,13.47,6.429,21.1,5.8573,11.668939396637473,3.0,10.429315301245932,2.0,0.2842684507749707,1.0,0.9
1585,60.49,6.429,21.1,4.02003,13.484316610012243,3.0,-1.0,0.0,0.0,1.0,0.6
1590,21.2,5.292,139.1,5.90078,11.343147190614808,3.0,-1.0,0.0,0.047791514402935255,1.0,0.9
1650,38.3,13.115,112.4,5.66283,10.639032931184571,4.0,0.0,3.0,0.17960292373581646,1.0,0.7
1651,46.95,3.055,10.9,5.45648,7.336350009986039,4.0,0.0,3.0,0.07040443141084357,1.0,1.0
1671,13.3,9.165,70.9,5.46632,8.692452289621635,4.0,-1.0,0.0,0.06637520619813625,1.0,0.9
1712,56.86,11.136,128.9,5.89561,9.541655771394359,4.0,6.18349563560004,2.0,0.22538850696567148,1.0,0.8
1713,52.43,8.718,36.6,3.88473,8.375428377715908,4.0,6.281382333010944,2.0,0.28790188714581844,1.0,0.9
