,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
0,34.29,2.0,180.0,5.81354,353.68417485348476,-1.0,-1.0,-1.0,0.0,0.0
1,48.58,1.155,150.0,5.88605,337.49141480283924,-1.0,-1.0,-1.0,0.0,0.0
2,53.26,1.155,150.0,5.84724,301.5603289407145,-1.0,-1.0,-1.0,0.0,0.0
3,21.61,1.155,150.0,5.90689,286.6168300722198,-1.0,-1.0,-1.0,0.0,0.0
4,54.95,1.155,150.0,5.02852,256.7926068005486,-1.0,-1.0,-1.0,0.0,0.0
5,57.39,1.155,150.0,5.74628,197.52785714813868,-1.0,-1.0,-1.0,0.0,0.0
6,25.0,1.155,150.0,5.92068,185.76623014356346,-1.0,-1.0,-1.0,0.0,0.0
7,42.05,1.155,30.0,3.68145,143.61456532257387,-1.0,-1.0,-1.0,0.0,0.0
8,17.11,1.155,30.0,5.91537,112.51439508476822,-1.0,-1.0,-1.0,0.0,0.0
9,38.51,1.155,150.0,5.78349,108.36953379032019,-1.0,-1.0,-1.0,0.0,0.0
10,52.75,1.155,30.0,4.89362,80.5794549471102,-1.0,-1.0,-1.0,0.0,0.0
11,20.4,1.155,150.0,5.51608,60.98264634398107,-1.0,-1.0,-1.0,0.0,0.0
12,58.07,1.155,150.0,5.34786,47.14983793945957,-1.0,-1.0,-1.0,0.0,0.0
13,49.31,1.155,150.0,5.78581,51.75311032361634,-1.0,-1.0,-1.0,0.0,0.0
14,28.46,1.155,30.0,5.8764,59.633778072668704,-1.0,-1.0,-1.0,0.0,0.0
15,40.28,1.155,30.0,5.83974,90.40937113441738,-1.0,-1.0,-1.0,0.0,0.0
16,10.69,1.155,30.0,4.47892,106.52277343256526,-1.0,-1.0,-1.0,0.0,0.0
17,48.49,1.155,30.0,5.84963,128.8563137475759,-1.0,-1.0,-1.0,0.0,0.0
18,46.45,1.155,150.0,5.87025,93.53516355304012,-1.0,-1.0,-1.0,0.0,0.0
19,15.15,1.155,30.0,5.39048,82.990890553062,-1.0,-1.0,-1.0,0.0,0.0
20,52.85,1.155,150.0,5.86823,63.43213950158943,-1.0,-1.0,-1.0,0.0,0.0
21,39.75,1.155,150.0,3.76963,16.387654510394352,-1.0,-1.0,-1.0,0.0,0.0
22,39.42,1.155,150.0,3.963,11.337065817580758,-1.0,-1.0,-1.0,0.0,0.0
23,40.28,1.155,150.0,5.83031,25.812356854811807,-1.0,-1.0,-1.0,0.0,0.0
24,30.96,1.155,30.0,1.48287,50.96745907699956,-1.0,-1.0,-1.0,0.0,0.0
25,49.83,1.155,150.0,5.39833,88.5446503545652,-1.0,-1.0,-1.0,0.0,0.0
26,52.83,1.155,150.0,4.58396,94.57090600071209,-1.0,-1.0,-1.0,0.0,0.0
27,27.89,1.155,150.0,5.32616,115.69013333242312,-1.0,-1.0,-1.0,0.0,0.0
28,54.55,1.155,30.0,5.63494,129.27666104120857,-1.0,-1.0,-1.0,0.0,0.0
29,46.99,1.155,150.0,5.42601,151.92799064121715,-1.0,-1.0,-1.0,0.0,0.0
30,50.19,23.692,92.4,5.47646,326.8834209270475,-1.0,-1.0,-1.0,0.0,0.0
31,46.72,11.015,84.8,5.83969,341.8729274688841,-1.0,-1.0,-1.0,0.0,0.0
32,23.54,7.572,82.4,5.384,313.4063586413885,-1.0,-1.0,-1.0,0.0,0.0
33,48.94,9.238,90.0,5.90827,305.23468454617006,-1.0,-1.0,-1.0,0.0,0.0
34,28.62,17.321,90.0,5.12341,293.7693112169849,-1.0,-1.0,-1.0,0.0,0.0
35,11.65,12.166,94.7,5.60063,281.00398936477325,-1.0,-1.0,-1.0,0.0,0.0
36,20.73,13.317,85.7,5.51156,270.05912230427793,-1.0,-1.0,-1.0,0.0,0.0
37,31.15,6.928,90.0,4.76404,259.44655037870496,-1.0,-1.0,-1.0,0.0,0.0
38,53.78,15.62,93.7,5.80009,249.6898206865403,-1.0,-1.0,-1.0,0.0,0.0
