,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
254,27.24,7.211,106.1,5.37308,5.523206582268432,3.0,-1.0,0.0,1.0,1.0
988,45.32,10.263,133.0,3.65861,18.267274316394698,6.0,-1.0,0.0,1.0,0.5
997,43.66,14.0,141.8,5.80813,15.253460539338654,6.0,-1.0,0.0,1.0,0.7
998,51.91,6.11,169.1,5.89526,13.348360699212858,6.0,-1.0,0.0,1.0,0.9
1016,57.28,8.327,136.1,5.69394,13.303235765825518,6.0,0.0,2.0,1.0,0.9
1040,30.25,13.115,127.6,5.30958,15.253460539338654,6.0,8.737883516978831,2.0,1.0,0.7
1087,42.08,5.774,30.0,5.65007,10.665225937911663,6.0,1.722462860061265,2.0,1.0,1.0
1134,51.25,11.547,30.0,5.83459,17.52176686847154,6.0,6.541884342814267,2.0,1.0,0.6
1421,53.58,9.866,35.8,5.91911,6.35734971983484,0.0,-1.0,0.0,1.0,1.0
1560,46.42,8.0,180.0,5.70047,20.200615876063488,4.0,2.0416666666666288,2.0,1.0,1.0
1567,53.29,6.429,158.9,4.5771,20.294739533623076,4.0,2.2205217789620213,2.0,1.0,1.0
1683,39.68,9.018,123.7,5.86923,20.840256769694918,4.0,-1.0,0.0,1.0,1.0
1696,49.28,25.325,50.8,4.65943,15.275908989657019,4.0,-1.0,0.0,1.0,1.0
2094,32.32,23.861,157.2,5.88018,6.186916775993276,7.0,-1.0,0.0,1.0,1.0
2224,25.3,22.0,180.0,5.86465,11.760525057939784,7.0,-1.0,0.0,1.0,1.0
2383,47.1,20.033,3.3,5.67869,8.75,1.0,10.957331680007792,2.0,1.0,1.0
2417,59.31,9.866,24.2,5.79818,12.897547194266357,1.0,7.433813349766232,1.0,1.0,0.8
2468,52.0,6.429,81.1,5.70058,10.222035871640756,1.0,9.200560431641907,2.0,1.0,0.9
2491,18.57,5.033,66.6,5.40496,12.912940039366871,1.0,1.33318779571983,1.0,1.0,0.8
2492,59.22,32.884,160.5,5.7005,14.88192607253268,1.0,-1.0,0.0,1.0,0.6
2497,30.67,24.98,16.1,5.22095,13.00462820793718,1.0,-1.0,0.0,1.0,0.8
