,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
770,58.93,12.22,169.1,5.85547,4.234427918684603,4.0,0.9625529343758132,2.0,1.0,1.0
841,58.93,15.011,2.2,5.51105,3.346396240515403,4.0,3.5523161523449267,2.0,1.0,1.0
1238,40.19,14.0,38.2,4.44013,5.846984644687567,6.0,2.7053453861044146,2.0,1.0,1.0
1353,52.0,18.037,176.3,4.53264,6.038519001991139,3.0,7.9129658163969,1.0,1.0,0.9
1455,30.29,11.015,57.0,5.8236,5.023232588351538,3.0,4.4024927227751425,1.0,1.0,1.0
1456,48.19,18.33,130.9,4.91778,6.351641878026955,3.0,3.89127355206269,1.0,1.0,0.9
1463,54.79,41.585,159.7,5.82798,4.363508042299512,6.0,4.926009280380291,2.0,1.0,1.0
1538,49.68,13.317,25.7,5.81773,9.46389402871894,0.0,3.348821725567658,1.0,1.0,0.9
1607,46.64,4.619,150.0,5.8235,9.46389402871894,0.0,1.5456100271849478,1.0,1.0,0.9
1612,42.48,6.0,180.0,5.64026,5.846984644687647,0.0,-1.0,0.0,1.0,1.0
1613,42.48,14.0,60.0,5.91941,11.133166190945532,0.0,7.493022905616922,2.0,1.0,0.7
1630,53.2,13.115,127.6,5.89064,13.491509956891814,0.0,1.1705443267671285,2.0,1.0,0.5
1632,38.3,6.11,70.9,5.00644,10.798222038564601,0.0,-1.0,0.0,1.0,0.7
1633,38.3,24.98,16.1,5.87335,10.798222038564601,0.0,4.490181366781033,1.0,1.0,0.7
1782,60.0,32.021,122.1,4.92364,1.673198120257733,8.0,-1.0,0.0,1.0,1.0
1859,60.0,9.165,10.9,5.1745,2.698301991378347,8.0,-1.0,0.0,1.0,1.0
1915,59.02,18.583,156.2,5.74413,0.748096074985312,5.0,1.0610422048199915,1.0,1.0,1.0
1999,13.37,6.429,81.1,5.85345,2.698301991378347,5.0,0.759357514696296,1.0,1.0,0.9
2008,59.66,27.592,19.6,2.93034,2.368260276533861,5.0,0.4761079711568566,1.0,1.0,0.9
2642,46.16,48.18,24.0,3.974,13.067473733533005,2.0,-1.0,0.0,1.0,0.8
2817,12.41,12.22,70.9,5.8517,6.697643451135368,2.0,10.917101736507192,2.0,1.0,1.0
2831,57.32,32.332,90.0,5.86488,13.067473733533005,2.0,-1.0,0.0,1.0,0.8
2834,50.37,5.292,139.1,5.73293,8.364291974006445,2.0,-1.0,0.0,1.0,0.9
2850,51.22,43.65,9.9,5.91693,7.48096074985358,2.0,1.9627234994814933,2.0,1.0,0.9
3076,29.47,13.857,90.0,4.3004,5.69839873411975,1.0,-1.0,0.0,1.0,1.0
3083,29.47,12.49,76.1,5.77989,3.818988444262243,1.0,-1.0,0.0,1.0,1.0
3095,58.57,10.392,30.0,5.74935,8.372054313919172,10.0,10.4368127351443,1.0,1.0,0.9
3123,50.91,19.218,128.6,5.7922,5.446718565615068,10.0,0.2747242347861497,1.0,1.0,1.0
3225,57.73,23.58,167.3,3.95842,8.238999999999919,10.0,3.186121190369197,1.0,1.0,0.9
3231,30.17,25.06,176.0,5.42562,11.406292760871313,10.0,3.495846075031177,1.0,1.0,0.8
