,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
0,42.89,2.0,180.0,5.90748,397.9651359383433,-1.0,-1.0,-1.0,-1.0,0.0,0.0
1,14.36,1.155,150.0,4.81522,391.9737283625267,-1.0,-1.0,-1.0,-1.0,0.0,0.0
2,54.95,1.155,30.0,5.27035,382.12681356559506,-1.0,-1.0,-1.0,-1.0,0.0,0.0
3,58.98,1.155,150.0,5.51558,374.27942079717053,-1.0,-1.0,-1.0,-1.0,0.0,0.0
4,14.75,1.155,30.0,5.81124,361.6597007362268,-1.0,-1.0,-1.0,-1.0,0.0,0.0
5,49.28,1.155,150.0,5.491,352.79768097982696,-1.0,-1.0,-1.0,-1.0,0.0,0.0
6,45.82,1.155,30.0,5.34185,338.36084911197304,-1.0,-1.0,-1.0,-1.0,0.0,0.0
7,44.44,1.155,150.0,4.59769,331.9423935395803,-1.0,-1.0,-1.0,-1.0,0.0,0.0
8,37.11,1.155,30.0,5.00216,325.812921454232,-1.0,-1.0,-1.0,-1.0,0.0,0.0
9,24.31,1.155,150.0,5.63207,319.99126485388695,-1.0,-1.0,-1.0,-1.0,0.0,0.0
10,9.27,1.155,150.0,5.41794,316.2907632510974,-1.0,-1.0,-1.0,-1.0,0.0,0.0
11,36.48,1.155,150.0,5.74318,305.0618861692579,-1.0,-1.0,-1.0,-1.0,0.0,0.0
12,40.77,1.155,30.0,4.57936,299.66207207196953,-1.0,-1.0,-1.0,-1.0,0.0,0.0
13,43.49,1.155,30.0,4.03642,295.2657592509623,-1.0,-1.0,-1.0,-1.0,0.0,0.0
14,36.16,1.155,150.0,5.61437,292.49048046832957,-1.0,-1.0,-1.0,-1.0,0.0,0.0
15,41.69,1.155,30.0,5.14448,281.91340413923797,-1.0,-1.0,-1.0,-1.0,0.0,0.0
16,60.25,1.155,30.0,5.70633,281.3196341393611,-1.0,-1.0,-1.0,-1.0,0.0,0.0
17,59.45,1.155,30.0,4.83587,280.2498140729829,-1.0,-1.0,-1.0,-1.0,0.0,0.0
18,45.13,1.155,150.0,5.70895,279.7515342338515,-1.0,-1.0,-1.0,-1.0,0.0,0.0
19,54.57,1.155,150.0,5.80076,280.19100940604955,-1.0,-1.0,-1.0,-1.0,0.0,0.0
20,48.2,1.155,150.0,5.89535,278.1487867607527,-1.0,-1.0,-1.0,-1.0,0.0,0.0
21,51.16,1.155,150.0,5.69606,262.5892656172822,-1.0,-1.0,-1.0,-1.0,0.0,0.0
22,32.88,1.155,150.0,5.87363,258.207841159054,-1.0,-1.0,-1.0,-1.0,0.0,0.0
23,49.23,1.155,150.0,5.85792,247.3848098888224,-1.0,-1.0,-1.0,-1.0,0.0,0.0
24,43.88,1.155,30.0,4.40716,227.43540433280617,-1.0,-1.0,-1.0,-1.0,0.0,0.0
25,47.73,1.155,30.0,5.90594,211.4002717213776,-1.0,-1.0,-1.0,-1.0,0.0,0.0
26,58.04,1.155,30.0,5.64709,196.25003969513696,-1.0,-1.0,-1.0,-1.0,0.0,0.0
27,60.09,1.155,150.0,5.6848,176.46719210942595,-1.0,-1.0,-1.0,-1.0,0.0,0.0
28,54.9,1.155,30.0,5.89343,168.05601691047764,-1.0,-1.0,-1.0,-1.0,0.0,0.0
29,55.66,1.155,150.0,5.83404,160.47172609121588,-1.0,-1.0,-1.0,-1.0,0.0,0.0
30,53.26,1.155,150.0,4.89134,153.28236232931022,-1.0,-1.0,-1.0,-1.0,0.0,0.0
31,59.8,1.155,150.0,5.7518,149.20211653476068,-1.0,-1.0,-1.0,-1.0,0.0,0.0
32,45.28,1.155,150.0,5.88563,143.58746782177496,-1.0,-1.0,-1.0,-1.0,0.0,0.0
33,54.51,1.155,150.0,2.35122,140.11304702862532,-1.0,-1.0,-1.0,-1.0,0.0,0.0
34,42.75,1.155,30.0,5.16628,139.23820569202522,-1.0,-1.0,-1.0,-1.0,0.0,0.0
35,24.73,1.155,150.0,5.88075,146.5742717212088,-1.0,-1.0,-1.0,-1.0,0.0,0.0
36,48.22,1.155,30.0,5.89444,157.37231860188885,-1.0,-1.0,-1.0,-1.0,0.0,0.0
37,32.52,1.155,150.0,5.8172,164.54665534231737,-1.0,-1.0,-1.0,-1.0,0.0,0.0
38,46.86,1.155,150.0,5.75819,168.83848747869854,-1.0,-1.0,-1.0,-1.0,0.0,0.0
39,33.95,1.155,30.0,3.61776,180.59073369569828,-1.0,-1.0,-1.0,-1.0,0.0,0.0
40,59.61,1.155,150.0,4.64187,191.79139264601844,-1.0,-1.0,-1.0,-1.0,0.0,0.0
41,38.04,1.155,150.0,5.35693,193.5847913985167,-1.0,-1.0,-1.0,-1.0,0.0,0.0
42,51.07,1.155,150.0,5.34927,222.41161792796723,-1.0,-1.0,-1.0,-1.0,0.0,0.0
43,55.69,1.155,30.0,3.18536,227.50648399962532,-1.0,-1.0,-1.0,-1.0,0.0,0.0
44,14.26,1.155,30.0,5.78128,255.01593245426747,-1.0,-1.0,-1.0,-1.0,0.0,0.0
45,59.45,1.155,30.0,4.49036,274.8663255313568,-1.0,-1.0,-1.0,-1.0,0.0,0.0
46,35.95,1.155,30.0,5.80103,286.1211119163123,-1.0,-1.0,-1.0,-1.0,0.0,0.0
47,55.21,1.155,150.0,5.81069,294.0835198513258,-1.0,-1.0,-1.0,-1.0,0.0,0.0
48,26.35,1.155,30.0,5.8828,320.66095431441283,-1.0,-1.0,-1.0,-1.0,0.0,0.0
49,34.94,1.155,30.0,5.89826,353.7069476463898,-1.0,-1.0,-1.0,-1.0,0.0,0.0
50,38.27,1.155,30.0,5.83979,384.91697259757586,-1.0,-1.0,-1.0,-1.0,0.0,0.0
51,37.36,1.155,30.0,5.91951,390.37833633247584,-1.0,-1.0,-1.0,-1.0,0.0,0.0
52,34.13,1.155,30.0,5.85697,378.72727784229323,-1.0,-1.0,-1.0,-1.0,0.0,0.0
53,31.88,1.155,150.0,5.70518,371.17519755669554,-1.0,-1.0,-1.0,-1.0,0.0,0.0
54,58.76,18.475,90.0,5.81609,386.74537446762207,-1.0,-1.0,-1.0,-1.0,0.0,0.0
55,55.93,2.0,60.0,5.7608,391.741353162358,-1.0,-1.0,-1.0,-1.0,0.0,0.0
