,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
286,48.08,17.776,137.0,5.61921,14.48144300386225,7.0,-1.0,0.0,1.0,1.0
371,17.92,9.238,30.0,5.88705,18.01123136867172,7.0,0.0,2.0,1.0,0.9
396,52.03,8.718,83.4,5.89217,18.01123136867172,7.0,0.0,2.0,1.0,0.9
517,49.67,17.01,79.8,5.89494,15.26411145444356,7.0,-1.0,0.0,1.0,0.9
1140,19.8,50.649,161.4,5.81994,9.653778741997396,1.0,6.291105187453654,2.0,1.0,0.8
1168,12.61,23.693,32.4,5.16503,8.143980542191821,1.0,8.00196029993861,2.0,1.0,0.9
1169,17.61,30.199,6.6,2.06063,6.694000683375369,1.0,-1.0,0.0,1.0,1.0
1188,53.96,14.189,170.6,5.36952,9.465929955695774,3.0,22.75332233323204,2.0,1.0,1.0
1324,42.02,15.144,97.6,4.98805,13.783016005045294,3.0,9.858836385284304,2.0,1.0,0.9
1337,34.06,13.115,7.6,5.47537,13.783016005045294,3.0,-1.0,0.0,1.0,0.9
1346,42.99,14.422,166.1,5.88192,9.653778741997396,1.0,-1.0,0.0,1.0,0.9
2067,46.36,14.0,141.8,5.91598,9.46656216618978,6.0,-1.0,0.0,1.0,1.0
2108,31.77,17.088,5.8,5.27755,6.693739918558638,0.0,-1.0,0.0,1.0,1.0
2268,45.17,8.0,60.0,4.36776,12.700019081210424,0.0,-1.0,0.0,1.0,0.9
2282,46.15,24.331,85.3,5.05532,13.2531870326657,0.0,1.2371364759183403,2.0,1.0,0.9
2283,59.79,8.327,136.1,5.77099,12.342755649687156,0.0,0.17494297414952487,2.0,1.0,0.9
2573,42.97,24.685,133.5,5.87944,8.142908805394883,2.0,0.0,2.0,1.0,1.0
2616,51.15,9.165,49.1,5.82296,8.142908805394883,2.0,0.0,2.0,1.0,1.0
2648,38.72,39.345,172.4,5.39646,8.142908805394883,2.0,-1.0,0.0,1.0,1.0
2970,58.26,20.429,158.4,5.04803,18.208248268389596,5.0,0.0,2.0,1.0,1.0
3017,41.07,28.024,75.5,5.34337,18.208248268389596,5.0,0.0,2.0,1.0,1.0
3156,49.67,27.006,118.8,5.91862,21.793531166525547,5.0,-1.0,0.0,1.0,0.8
3242,42.22,13.317,154.3,5.54925,21.167358183722104,5.0,-1.0,0.0,1.0,0.8
