,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Pred_lenght,Junction,Void,Void_Parameter
0,20.04,1.155,30.0,5.81034,224.17276232058376,-1.0,-1.0,-1.0,0.0,0.0
1,48.53,1.155,30.0,5.83173,205.26543623185103,-1.0,-1.0,-1.0,0.0,0.0
2,26.69,1.155,30.0,5.53596,171.34356146016154,-1.0,-1.0,-1.0,0.0,0.0
3,44.68,1.155,30.0,5.84284,147.59200185371094,-1.0,-1.0,-1.0,0.0,0.0
4,28.75,1.155,30.0,5.91512,102.3724606856775,-1.0,-1.0,-1.0,0.0,0.0
5,44.85,1.155,150.0,5.89159,82.20081925725944,-1.0,-1.0,-1.0,0.0,0.0
6,33.12,1.155,150.0,5.89836,76.5423772797487,-1.0,-1.0,-1.0,0.0,0.0
7,42.35,1.155,30.0,3.13358,74.38225834191967,-1.0,-1.0,-1.0,0.0,0.0
8,25.7,1.155,150.0,5.8624,79.65609772053244,-1.0,-1.0,-1.0,0.0,0.0
9,15.54,1.155,30.0,5.80873,81.60765454813838,-1.0,-1.0,-1.0,0.0,0.0
10,43.76,1.155,150.0,5.6589,85.42131896953335,-1.0,-1.0,-1.0,0.0,0.0
11,19.61,1.155,150.0,5.87798,94.83632288705753,-1.0,-1.0,-1.0,0.0,0.0
12,44.5,1.155,30.0,5.06774,109.74287172907654,-1.0,-1.0,-1.0,0.0,0.0
13,55.05,1.155,30.0,5.88015,156.6141652232285,-1.0,-1.0,-1.0,0.0,0.0
14,47.15,1.155,30.0,5.2031,128.54984916070913,-1.0,-1.0,-1.0,0.0,0.0
15,27.37,1.155,150.0,5.72239,99.3233761598738,-1.0,-1.0,-1.0,0.0,0.0
16,40.42,1.155,30.0,5.51179,95.45294836258836,-1.0,-1.0,-1.0,0.0,0.0
17,60.09,1.155,150.0,5.9121,109.38983230994269,-1.0,-1.0,-1.0,0.0,0.0
18,45.36,1.155,30.0,3.58781,116.20416328553137,-1.0,-1.0,-1.0,0.0,0.0
19,34.98,1.155,30.0,5.04969,147.08461850737774,-1.0,-1.0,-1.0,0.0,0.0
20,24.37,1.155,30.0,5.20936,157.80522945259423,-1.0,-1.0,-1.0,0.0,0.0
21,34.33,1.155,30.0,5.7267,197.95595543887936,-1.0,-1.0,-1.0,0.0,0.0
22,36.02,1.155,30.0,5.71443,228.25375626096758,-1.0,-1.0,-1.0,0.0,0.0
23,16.69,1.155,30.0,5.91766,243.72488245953397,-1.0,-1.0,-1.0,0.0,0.0
24,48.67,1.155,30.0,5.8192,268.81232578756266,-1.0,-1.0,-1.0,0.0,0.0
25,54.63,1.155,150.0,4.35292,283.06403239456796,-1.0,-1.0,-1.0,0.0,0.0
26,41.57,1.155,30.0,5.69239,281.43876040202144,-1.0,-1.0,-1.0,0.0,0.0
27,23.11,1.155,30.0,4.07811,281.3666980533316,-1.0,-1.0,-1.0,0.0,0.0
28,44.94,1.155,30.0,4.16705,282.4075895690949,-1.0,-1.0,-1.0,0.0,0.0
29,53.31,1.155,150.0,4.77002,290.09781521583676,-1.0,-1.0,-1.0,0.0,0.0
30,51.84,1.155,150.0,5.90757,295.6921582369182,-1.0,-1.0,-1.0,0.0,0.0
31,54.03,1.155,150.0,4.87759,297.837367164061,-1.0,-1.0,-1.0,0.0,0.0
32,41.1,19.079,93.0,4.5703,254.75393687643077,-1.0,-1.0,-1.0,0.0,0.0
33,54.5,13.317,85.7,3.93951,230.21244489772275,-1.0,-1.0,-1.0,0.0,0.0
34,45.86,20.785,90.0,2.85991,214.7848608564555,-1.0,-1.0,-1.0,0.0,0.0
35,24.74,8.718,96.6,5.39906,201.25795381290885,-1.0,-1.0,-1.0,0.0,0.0
36,14.69,29.462,88.1,5.73406,184.1779928434371,-1.0,-1.0,-1.0,0.0,0.0
37,18.8,1.155,150.0,5.80825,170.9245038238835,-1.0,-1.0,-1.0,0.0,0.0
38,41.19,3.055,70.9,3.69108,148.56191357144817,-1.0,-1.0,-1.0,0.0,0.0
39,43.84,4.163,103.9,5.89481,145.65344015822666,-1.0,-1.0,-1.0,0.0,0.0
