# Column 1:    Selected grain boundary location of the input sample
# Column 2:    Void parameter value
# Column 3:    Distance from the grain boundary to the center void
# Column 4:    Void ID
# Column 5:    Sorted GB by distance from the center of the void
# Column 6-7:  Supposed intersections point of GB with void edge, x and y
# Column 8-9:  Supposed GB junction point
# Column 10:   Reconstructed length of GB continuity
# Column 11:   Proximity parameter.

421	1	4.935740083830507	0	1	326.798611021793477	752.000000000000000	-1	-1	-1	0.09747476642706752
437	1	5.274739604174515	0	2	323.785242449660757	756.000000000000000	-1	-1	-1	0.16806722689075632
1855	-1	6.424032707605495	1	0	1689.672277818389148	203.819305454027358	-1	-1	-1	None
1860	1	4.718129914685188	1	1	1701.920992035074050	236.055427629600757	974.2965143463188	127.15795876288662	5.8938737746561225	0.3384301732741464
1867	0.9	6.396111153806442	1	2	1702.639123112737934	206.393929151976522	974.2965143463188	127.15795876288662	6.096972724350614	0.27917847229186815
1868	0.7	9.997051274007307	1	4	1700.914008598244664	236.608282029323732	-1	-1	-1	0.0
1885	-1	7.792614854434880	1	0	1705.623933245139142	208.880333774304233	-1	-1	-1	None
1886	0.7	9.997051274007307	1	5	1695.265348343871892	238.352757616036627	-1	-1	-1	0.0
1888	-1	5.859443940868939	1	0	1710.416429112474816	222.708214556237380	-1	-1	-1	None
1889	-1	8.108190136903913	1	0	1680.625631329235375	208.625631329235432	-1	-1	-1	None
1892	0.8	7.974150494347874	1	3	1692.750886580569158	203.501773161138317	-1	-1	-1	0.10467866655221379
1894	0.6	11.384150272041335	1	6	1703.890205476915071	234.698665068924441	-1	-1	-1	0.0
562	1	6.698743133408673	2	2	445.234524490432591	115.464821326435114	-1	-1	-1	0.1212059858439035
578	-1	3.840679009844065	2	0	439.992948642516183	141.964743212580942	-1	-1	-1	None
579	1	6.698743133408673	2	3	426.739048831741854	121.242110059375790	-1	-1	-1	0.23560822632736894
588	1	5.203547377502264	2	1	425.000614004818090	127.868882655974659	-1	-1	-1	0.1421656145204887
