,misorientation,Length,Trace,Sigma,Distance_Center,Void_id,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
0,47.41,2.0,180.0,5.7972,261.95404408814767,-1.0,-1.0,-1.0,-1.0,0.0,0.0
1,40.88,1.155,30.0,4.35216,261.2039793564186,-1.0,-1.0,-1.0,-1.0,0.0,0.0
2,52.09,1.155,150.0,5.69938,255.1509645080942,-1.0,-1.0,-1.0,-1.0,0.0,0.0
3,28.88,1.155,150.0,5.87689,252.29133474131518,-1.0,-1.0,-1.0,-1.0,0.0,0.0
4,41.92,1.155,30.0,5.62187,251.9957977334756,-1.0,-1.0,-1.0,-1.0,0.0,0.0
5,13.62,1.155,30.0,5.72347,252.52801043432936,-1.0,-1.0,-1.0,-1.0,0.0,0.0
6,27.98,1.155,150.0,5.88435,252.89890210736613,-1.0,-1.0,-1.0,-1.0,0.0,0.0
7,44.91,1.155,30.0,4.91542,253.57991781346004,-1.0,-1.0,-1.0,-1.0,0.0,0.0
8,48.46,1.155,150.0,4.97562,253.92911632153243,-1.0,-1.0,-1.0,-1.0,0.0,0.0
9,45.23,1.155,30.0,5.55201,256.9299183624343,-1.0,-1.0,-1.0,-1.0,0.0,0.0
10,37.0,1.155,30.0,5.24748,260.48674596025177,-1.0,-1.0,-1.0,-1.0,0.0,0.0
11,45.63,1.155,30.0,5.55595,264.34101492269554,-1.0,-1.0,-1.0,-1.0,0.0,0.0
12,17.92,1.155,150.0,5.90734,269.2030377080065,-1.0,-1.0,-1.0,-1.0,0.0,0.0
13,54.57,1.155,30.0,5.62609,274.78364459898836,-1.0,-1.0,-1.0,-1.0,0.0,0.0
14,42.21,1.155,30.0,5.34669,278.88341457506783,-1.0,-1.0,-1.0,-1.0,0.0,0.0
15,30.95,1.155,150.0,4.13538,284.87135721855276,-1.0,-1.0,-1.0,-1.0,0.0,0.0
16,19.02,1.155,30.0,5.89885,276.55147061454846,-1.0,-1.0,-1.0,-1.0,0.0,0.0
17,32.1,1.155,150.0,5.09715,259.7757716776364,-1.0,-1.0,-1.0,-1.0,0.0,0.0
18,44.0,1.155,30.0,5.76755,237.46150736875705,-1.0,-1.0,-1.0,-1.0,0.0,0.0
19,56.48,1.155,150.0,5.47745,231.80281007678025,-1.0,-1.0,-1.0,-1.0,0.0,0.0
20,42.54,1.155,150.0,4.90408,228.14720000600107,-1.0,-1.0,-1.0,-1.0,0.0,0.0
21,32.71,1.155,150.0,5.86833,218.88718806594292,-1.0,-1.0,-1.0,-1.0,0.0,0.0
22,60.02,1.155,30.0,5.86768,209.9150737166149,-1.0,-1.0,-1.0,-1.0,0.0,0.0
23,46.1,6.429,81.1,5.91899,261.17944946412564,-1.0,-1.0,-1.0,-1.0,0.0,0.0
24,43.53,11.015,95.2,5.08035,259.8808369549124,-1.0,-1.0,-1.0,-1.0,0.0,0.0
25,48.31,9.866,95.8,5.84937,254.13318460978638,-1.0,-1.0,-1.0,-1.0,0.0,0.0
26,30.76,21.385,87.3,5.89209,255.5857124936677,-1.0,-1.0,-1.0,-1.0,0.0,0.0
27,14.94,9.866,84.2,5.75261,252.98683267717425,-1.0,-1.0,-1.0,-1.0,0.0,0.0
28,52.49,19.63,90.0,5.85975,252.32866283106802,-1.0,-1.0,-1.0,-1.0,0.0,0.0
29,53.19,18.475,90.0,5.45561,251.79744144858822,-1.0,-1.0,-1.0,-1.0,0.0,0.0
30,56.76,26.0,92.2,5.41693,251.48606527645177,-1.0,-1.0,-1.0,-1.0,0.0,0.0
31,45.47,5.292,79.1,4.36836,251.85223894548676,-1.0,-1.0,-1.0,-1.0,0.0,0.0
32,38.26,9.238,90.0,5.6058,252.41486055379704,-1.0,-1.0,-1.0,-1.0,0.0,0.0
33,44.26,5.292,100.9,5.91786,252.47186181665109,-1.0,-1.0,-1.0,-1.0,0.0,0.0
34,40.89,6.429,81.1,5.86418,252.7948684222371,-1.0,-1.0,-1.0,-1.0,0.0,0.0
